recency,frequency,monetary
2250,0.013513513,16.66
839,0.270270270,141.20
2027,0.148648648,96.69
926,0.081081081,96.03
189,0.189189189,241.58
654,0.243243243,108.97
2250,0.013513513,54.71
2250,0.040540540,26.94
1625,0.067567567,77.51
2250,0.013513513,6.17
2250,0.013513513,97.46
2250,0.013513513,44.96
1962,0.054054054,54.09
422,0.040540540,55.48
1439,0.135135135,134.21
2250,0.013513513,5.82
2250,0.040540540,139.83
907,0.040540540,85.50
2250,0.067567567,45.66
2234,0.027027027,83.31
1137,0.040540540,66.46
2250,0.067567567,26.62
1446,0.054054054,70.44
2250,0.027027027,28.20
1962,0.202702702,153.74
1787,0.162162162,30.59
944,0.135135135,207.50
2250,0.040540540,53.28
1231,0.094594594,48.68
1708,0.148648648,98.75
2250,0.013513513,23.92
2250,0.067567567,69.98
2226,0.013513513,19.46
1413,0.229729729,708.78
2226,0.040540540,88.21
2249,0.013513513,18.29
1081,0.162162162,158.71
898,0.027027027,29.31
368,0.283783783,335.37
2249,0.013513513,10.46
2249,0.013513513,58.29
2248,0.027027027,58.00
2195,0.054054054,126.15
2249,0.027027027,51.99
819,0.027027027,5.40
2249,0.040540540,22.28
2249,0.013513513,18.71
2249,0.013513513,45.82
2249,0.027027027,50.66
2248,0.013513513,65.85
2186,0.202702702,250.31
1844,0.189189189,239.69
2247,0.067567567,44.77
2249,0.013513513,5.79
2249,0.040540540,22.55
2249,0.013513513,54.55
2223,0.067567567,65.09
2166,0.027027027,48.27
832,0.175675675,272.74
2249,0.013513513,16.66
1975,0.108108108,95.41
2249,0.013513513,58.43
1561,0.108108108,142.90
292,0.108108108,260.45
1145,0.878378378,1167.55
1292,0.324324324,213.43
653,0.108108108,208.29
1381,0.121621621,61.24
1382,0.081081081,69.83
2249,0.027027027,21.20
1539,0.162162162,206.83
762,0.256756756,133.09
1823,0.189189189,271.88
2249,0.027027027,26.36
821,0.121621621,82.92
2238,0.067567567,451.45
1422,0.189189189,171.12
2183,0.094594594,71.07
2249,0.067567567,43.70
2249,0.013513513,22.10
1468,0.027027027,36.88
2249,0.013513513,45.82
1722,0.027027027,41.07
2248,0.040540540,41.67
2249,0.040540540,41.58
708,0.040540540,73.43
2249,0.027027027,10.94
2249,0.040540540,34.45
1964,0.040540540,67.05
1868,0.108108108,24.92
2248,0.027027027,101.72
2248,0.081081081,63.45
2240,0.040540540,7.97
445,0.337837837,176.35
1939,0.013513513,16.66
2248,0.013513513,9.71
1841,0.108108108,61.01
1576,0.067567567,68.21
2208,0.094594594,64.50
271,0.013513513,24.98
2248,0.027027027,66.66
389,0.202702702,452.80
2248,0.013513513,16.35
2248,0.013513513,8.32
2220,0.041095890,43.26
2248,0.013513513,16.66
2248,0.013513513,45.79
2248,0.040540540,37.26
2248,0.027027027,82.09
2041,0.027027027,55.08
2248,0.013513513,8.96
2248,0.013513513,17.62
429,0.027027027,14.43
2248,0.054054054,92.10
1401,0.216216216,111.23
2248,0.040540540,63.18
2248,0.013513513,74.96
1832,0.175675675,211.62
2248,0.040540540,20.63
2248,0.013513513,37.49
2218,0.027397260,58.32
2230,0.094594594,90.99
2248,0.013513513,11.63
1847,0.135135135,148.37
2026,0.027027027,30.41
484,0.094594594,133.94
2248,0.054054054,41.86
2222,0.013698630,32.21
2247,0.027027027,37.39
2222,0.108108108,69.46
1881,0.054054054,27.94
2248,0.054054054,58.67
192,0.189189189,112.75
1021,0.094594594,64.12
2183,0.054054054,121.51
2070,0.189189189,157.71
608,0.986486486,405.73
2248,0.013513513,28.42
2248,0.081081081,60.22
1828,0.081081081,160.08
1431,0.175675675,128.91
2248,0.040540540,25.80
1391,0.108108108,114.86
2247,0.013513513,129.00
2247,0.013513513,29.21
2247,0.027027027,55.43
2244,0.013513513,49.92
684,0.013513513,7.46
2247,0.027027027,436.83
2247,0.040540540,43.30
370,0.270270270,224.38
629,0.027027027,18.46
1307,0.216216216,446.40
1182,0.067567567,120.09
2247,0.027027027,51.99
2247,0.027027027,42.39
2247,0.013513513,42.33
2247,0.013513513,10.62
2236,0.081081081,187.64
554,0.243243243,283.56
2246,0.081081081,61.97
673,0.175675675,471.47
2247,0.054054054,42.86
484,0.013513513,30.25
2247,0.040540540,121.65
513,0.027027027,26.00
1336,0.054054054,53.36
1251,0.027027027,10.17
2247,0.027027027,44.92
2247,0.054054054,22.20
2247,0.013513513,23.93
2241,0.054054054,41.92
2221,0.121621621,223.16
2247,0.013513513,25.00
1589,0.054054054,13.86
2018,0.135135135,58.67
1939,0.040540540,76.48
2247,0.013513513,33.32
2175,0.054054054,115.34
2247,0.027027027,12.52
2247,0.013513513,41.62
2247,0.013513513,24.68
1310,0.027027027,16.27
2038,0.027027027,78.60
2247,0.013513513,23.96
2247,0.027027027,66.64
2247,0.013513513,23.30
2246,0.013513513,62.42
2246,0.027027027,43.49
2244,0.108108108,58.51
2246,0.013513513,33.71
2237,0.027027027,399.00
2246,0.013513513,20.79
2126,0.013513513,49.96
2246,0.067567567,69.62
2234,0.027027027,72.38
2246,0.027027027,36.61
2246,0.027027027,137.17
2246,0.013513513,8.96
1403,0.027027027,70.39
2246,0.027027027,62.43
1471,0.175675675,264.62
2246,0.027027027,65.98
2246,0.013513513,29.13
1188,0.364864864,247.36
2246,0.040540540,85.35
1912,0.067567567,97.11
2246,0.067567567,145.14
495,0.108108108,224.95
706,0.148648648,97.31
2246,0.013513513,41.66
996,0.364864864,120.86
1742,0.229729729,188.55
947,0.229729729,313.72
2246,0.027027027,44.95
2246,0.013513513,16.66
1087,0.689189189,361.16
2246,0.027027027,112.42
2246,0.027027027,9.09
807,0.175675675,86.01
2245,0.108108108,42.32
2245,0.040540540,117.03
797,0.040540540,49.88
2245,0.013513513,110.80
539,0.054054054,226.25
2245,0.013513513,24.99
488,0.067567567,178.78
982,0.040540540,43.17
2245,0.067567567,49.47
2245,0.013513513,45.82
2245,0.027027027,29.88
2245,0.013513513,49.99
1617,0.243243243,231.12
2245,0.067567567,179.41
2245,0.013513513,35.96
525,0.148648648,135.94
2245,0.013513513,16.66
865,0.040540540,48.17
2238,0.013513513,49.74
2245,0.013513513,37.46
2113,0.527027027,472.30
1740,0.081081081,117.89
2245,0.013513513,18.38
1578,0.054054054,102.60
2245,0.013513513,10.79
2245,0.013513513,9.99
1102,0.175675675,222.04
2245,0.013513513,5.83
1233,0.081081081,78.79
2245,0.108108108,67.07
2245,0.013513513,30.00
2244,0.027027027,47.29
2245,0.040540540,21.45
2244,0.013513513,14.17
2244,0.013513513,24.99
1600,0.121621621,111.31
2245,0.013513513,4.87
2245,0.013513513,43.31
1011,0.310810810,286.29
2245,0.013513513,33.98
1984,0.013513513,20.79
1282,0.067567567,148.20
2244,0.027027027,45.75
1037,0.135135135,88.32
2244,0.013513513,3.32
2244,0.013513513,29.95
2244,0.013513513,67.43
2244,0.013513513,104.96
2166,0.202702702,601.79
1853,0.081081081,42.64
2089,0.175675675,98.25
1631,0.270270270,145.75
2244,0.067567567,98.05
2244,0.108108108,62.14
2244,0.040540540,49.84
2244,0.013513513,162.09
610,0.027027027,65.89
2244,0.013513513,24.92
2244,0.081081081,45.03
1789,0.040540540,109.87
2240,0.013513513,13.73
2244,0.081081081,66.40
1444,0.013513513,3.58
1833,0.094594594,99.43
573,0.148648648,160.81
2244,0.027027027,43.16
2244,0.040540540,54.56
1726,0.067567567,47.65
212,1.810810810,821.89
2233,0.081081081,105.52
2244,0.054054054,57.74
2244,0.040540540,93.13
2244,0.013513513,141.63
2211,0.054054054,220.18
2242,0.054054054,87.95
2243,0.013513513,5.96
2239,0.027027027,64.42
2243,0.013513513,737.50
2237,0.027027027,14.09
322,1.256756756,1011.69
1908,0.047619047,23.21
1550,0.094594594,112.58
2243,0.027027027,29.72
2243,0.094594594,45.12
1773,0.972972972,809.64
2243,0.013513513,24.99
2243,0.013513513,48.71
1881,0.067567567,284.36
2237,0.418918918,345.74
2243,0.013513513,4.95
737,0.094594594,113.12
2243,0.013513513,39.92
2243,0.040540540,45.70
2191,0.040540540,38.95
2243,0.040540540,15.42
2243,0.013513513,33.32
2243,0.013513513,38.93
1550,0.162162162,117.43
569,0.135135135,56.21
2242,0.027027027,57.60
2157,0.027027027,64.16
1983,0.081081081,89.92
2243,0.054054054,93.14
1549,0.297297297,176.56
2243,0.013513513,49.96
508,0.554054054,133.64
1872,0.094594594,175.31
2242,0.013513513,16.66
725,0.121621621,73.84
2243,0.040540540,69.07
287,1.121621621,327.06
2242,0.027027027,24.76
2242,0.013513513,37.48
2242,0.027027027,78.30
1558,0.121621621,114.22
2242,0.013513513,45.82
2242,0.013513513,48.71
2041,0.310810810,243.34
2242,0.040540540,109.49
2242,0.013513513,5.71
2108,0.094594594,429.86
2099,0.040540540,49.80
2242,0.013513513,41.18
2242,0.013513513,29.96
258,0.027027027,64.45
2242,0.013513513,9.07
2242,0.040540540,23.13
2242,0.013513513,33.32
2242,0.013513513,97.46
2234,0.040540540,66.74
2053,0.027027027,50.03
2242,0.175675675,51.67
2242,0.013513513,29.14
2242,0.054054054,68.54
2242,0.013513513,49.99
2242,0.054054054,20.73
1080,0.418918918,524.97
2242,0.027027027,59.92
2242,0.013513513,55.80
2241,0.027027027,45.31
2242,0.013513513,67.43
792,0.094594594,53.46
1716,0.310810810,327.64
2242,0.067567567,83.66
537,0.243243243,127.22
2242,0.013513513,20.96
2206,0.040540540,66.28
2242,0.013513513,91.62
1160,0.189189189,283.97
196,4.770270270,7023.67
2241,0.013513513,136.25
2236,0.027027027,109.42
2191,0.013513513,41.66
2241,0.013513513,14.36
2241,0.027027027,66.91
2241,0.013513513,41.65
2241,0.013513513,74.96
2240,0.027027027,46.86
2241,0.027027027,51.62
1162,0.175675675,124.55
2241,0.013513513,18.96
2241,0.013513513,20.79
2241,0.067567567,40.35
1881,0.121621621,64.21
2241,0.013513513,6.82
2241,0.040540540,42.47
929,0.905405405,626.56
2241,0.094594594,72.70
2238,0.162162162,221.47
2241,0.013513513,195.00
2241,0.013513513,4.92
862,0.391891891,413.64
2241,0.094594594,139.97
2241,0.013513513,24.54
2224,0.108108108,98.17
2203,0.040540540,76.66
2238,0.013513513,10.75
367,0.391891891,287.98
2240,0.067567567,23.79
2241,0.013513513,20.79
2241,0.013513513,26.21
2241,0.040540540,63.91
1983,0.040540540,31.55
2240,0.013513513,65.85
537,0.067567567,129.02
2230,0.027027027,81.59
2240,0.013513513,97.46
1445,0.418918918,207.77
2169,0.054054054,153.85
1857,0.067567567,51.90
1419,0.121621621,190.68
2240,0.013513513,24.99
291,0.297297297,417.97
1968,0.040540540,165.84
2239,0.013513513,18.37
189,0.243243243,131.72
2240,0.013513513,1.93
2240,0.013513513,141.63
1472,0.472972972,1039.90
2240,0.013513513,220.50
2234,0.040540540,39.29
2240,0.094594594,89.98
2240,0.013513513,17.21
1964,0.067567567,84.02
2103,0.054054054,132.65
558,0.824324324,588.96
1765,0.108108108,27.65
2240,0.013513513,104.96
2240,0.013513513,48.71
1620,0.054054054,34.14
2240,0.054054054,86.19
2234,0.013513513,4.87
2078,0.135135135,49.74
1636,0.175675675,42.66
2240,0.013513513,43.00
2240,0.040540540,45.74
993,0.040540540,70.15
2240,0.027027027,54.02
2240,0.013513513,26.21
2239,0.013513513,27.71
2239,0.027027027,45.84
2239,0.013513513,27.71
2239,0.013513513,29.96
2035,0.040540540,131.15
2239,0.013513513,18.29
276,0.175675675,121.48
2239,0.067567567,37.34
2239,0.067567567,67.27
2239,0.148648648,120.20
2060,0.054054054,128.67
2239,0.027027027,12.49
2239,0.013513513,4.12
621,0.067567567,122.80
370,0.148648648,47.91
826,0.121621621,105.95
2239,0.094594594,30.21
2239,0.013513513,18.29
1598,0.094594594,58.99
957,0.067567567,409.21
2239,0.027027027,223.29
1454,0.067567567,76.89
347,0.297297297,215.98
2226,0.027027027,116.50
2239,0.013513513,23.92
2239,0.027027027,49.12
1234,0.297297297,223.30
178,0.067567567,111.99
2239,0.054054054,85.45
2239,0.013513513,51.37
2239,0.067567567,100.80
2239,0.013513513,19.46
1794,0.054054054,68.57
2239,0.324324324,768.01
1929,0.081081081,71.45
2239,0.013513513,16.66
2239,0.027027027,53.41
2239,0.013513513,22.46
557,0.554054054,620.67
2227,0.135135135,103.30
2238,0.027027027,31.74
2238,0.040540540,48.68
471,0.027027027,46.57
2238,0.027027027,41.65
354,0.135135135,96.09
1371,0.648648648,265.74
697,0.189189189,216.05
2238,0.040540540,92.76
1914,0.027027027,61.04
2205,0.094594594,303.47
2238,0.013513513,8.31
2238,0.013513513,90.83
2238,0.013513513,29.13
1542,0.054054054,180.93
1610,0.081081081,66.52
2238,0.013513513,21.47
2238,0.013513513,23.30
1363,0.081081081,20.58
2238,0.040540540,72.32
2238,0.013513513,141.63
2238,0.067567567,56.32
1021,0.067567567,66.28
2238,0.013513513,61.43
822,0.108108108,66.57
1823,0.040540540,57.61
2238,0.027027027,53.31
2237,0.027027027,48.88
2238,0.040540540,61.00
2238,0.040540540,43.98
2146,0.121621621,162.18
2237,0.027027027,15.75
2237,0.013513513,29.13
549,0.405405405,277.25
2237,0.040540540,52.50
2076,0.081081081,264.49
2237,0.013513513,17.93
2237,0.013513513,97.46
1560,0.040540540,31.97
2218,0.027027027,116.22
1527,0.094594594,98.86
2237,0.013513513,18.19
1872,0.405405405,228.57
2126,0.121621621,204.31
2237,0.013513513,27.71
2235,0.027027027,21.25
382,1.000000000,535.56
2237,0.013513513,8.32
1212,0.094594594,68.12
2237,0.013513513,29.13
1461,0.040540540,341.83
2234,0.067567567,28.85
2237,0.013513513,54.71
2237,0.027027027,301.87
2227,0.040540540,133.28
2237,0.013513513,14.58
1983,0.067567567,100.45
2237,0.027027027,50.88
2155,0.148648648,208.05
1170,0.040540540,62.91
251,0.108108108,264.99
2236,0.040540540,38.76
2236,0.027027027,59.92
2236,0.054054054,87.00
2236,0.027027027,17.48
2236,0.013513513,63.71
2236,0.013513513,14.96
2236,0.013513513,19.97
2236,0.027027027,11.41
1482,0.162162162,54.76
492,0.148648648,104.09
2236,0.013513513,20.39
1156,0.175675675,155.95
2236,0.027027027,88.46
1746,0.081081081,33.41
2236,0.081081081,43.43
2236,0.108108108,99.68
2236,0.013513513,16.66
500,0.108108108,71.82
1188,0.013513513,8.11
2236,0.013513513,24.92
2236,0.013513513,54.71
2236,0.013513513,20.21
2193,0.027027027,96.63
1107,0.337837837,468.59
2236,0.013513513,45.82
1747,0.054054054,34.02
2236,0.040540540,60.74
2236,0.040540540,19.45
1128,0.364864864,319.51
2236,0.054054054,62.04
2236,0.013513513,33.33
2087,0.108108108,98.07
2236,0.013513513,16.20
1220,0.054054054,116.81
636,0.418918918,413.53
786,0.040540540,247.03
2222,0.013513513,57.46
2236,0.040540540,8.58
2234,0.027027027,119.01
764,0.202702702,97.02
183,0.094594594,128.52
1609,0.013513513,23.75
2169,0.054054054,40.29
2079,0.013513513,54.12
414,0.108108108,152.25
2235,0.067567567,45.72
1606,0.135135135,217.30
1923,0.013513513,22.26
2126,0.027027027,49.36
2235,0.027027027,38.75
544,0.013513513,25.33
2235,0.027027027,52.84
672,0.081081081,123.36
2235,0.040540540,7.08
2235,0.054054054,19.34
1085,0.040540540,39.37
2235,0.081081081,36.11
2235,0.013513513,27.71
2235,0.013513513,230.42
2235,0.081081081,94.93
2235,0.013513513,16.58
2145,0.027027027,24.98
905,0.135135135,168.02
2215,0.027027027,210.44
2235,0.027027027,52.83
867,0.202702702,271.76
2235,0.013513513,110.80
426,0.270270270,389.96
2235,0.027027027,116.48
680,0.040540540,58.07
187,0.162162162,110.48
1808,0.027027027,16.52
2235,0.013513513,22.08
1721,0.027397260,40.21
2130,0.027027027,134.92
2235,0.013513513,54.71
2000,0.148648648,91.59
2235,0.013513513,18.71
2235,0.013513513,42.71
432,0.500000000,299.89
2235,0.013513513,18.71
489,0.027027027,16.86
2235,0.054054054,100.21
386,0.175675675,180.20
2235,0.040540540,15.26
2091,0.040540540,99.77
2235,0.013513513,36.72
2235,0.013513513,37.46
2084,0.162162162,65.74
2200,0.094594594,109.02
442,0.905405405,768.56
919,0.067567567,111.47
886,0.067567567,58.44
2235,0.013513513,7.42
246,0.067567567,46.55
1541,0.175675675,247.31
728,0.081081081,162.14
2235,0.013513513,9.99
862,0.121621621,60.04
274,1.500000000,1017.32
1626,0.108108108,73.37
1959,0.040540540,118.74
1285,0.054054054,38.04
2235,0.013513513,8.32
1927,0.027027027,9.78
943,0.108108108,112.07
186,0.918918918,419.94
2235,0.027027027,25.88
1502,0.081081081,56.69
200,0.216216216,129.60
1856,0.027027027,10.78
2234,0.067567567,53.94
2226,0.202702702,249.13
2234,0.013513513,20.82
2233,0.013513513,41.66
2234,0.067567567,118.40
2006,0.432432432,371.27
2234,0.013513513,12.49
2227,0.040540540,91.51
2234,0.027027027,59.72
2234,0.013513513,162.09
2234,0.013513513,8.48
2234,0.027027027,24.88
706,0.270270270,417.15
1582,0.027027027,120.04
1185,0.054054054,42.11
619,0.459459459,396.25
2234,0.027027027,42.33
2165,0.081081081,86.45
1282,0.148648648,225.89
280,0.135135135,128.94
1628,0.027027027,35.92
785,0.121621621,165.79
2234,0.013513513,49.99
2234,0.013513513,29.13
2234,0.013513513,131.67
221,0.054054054,62.04
2233,0.013513513,34.34
2234,0.027027027,58.01
2234,0.054054054,41.94
2234,0.027027027,136.42
2234,0.040540540,51.60
2213,0.027027027,133.32
2234,0.067567567,43.20
2037,0.040540540,44.32
2234,0.027027027,48.29
2234,0.013513513,132.50
501,0.229729729,177.94
2234,0.027027027,50.74
1267,0.067567567,71.64
523,0.013513513,7.46
2234,0.013513513,58.29
1308,0.094594594,150.80
169,0.027027027,23.02
2234,0.027027027,63.67
1619,0.121621621,107.95
308,1.000000000,132.41
1430,0.283783783,397.96
1969,0.175675675,428.11
1556,0.027027027,33.14
2234,0.013513513,16.66
2234,0.027027027,24.92
1073,0.054054054,144.94
818,0.013513513,19.37
529,0.121621621,101.11
2234,0.013513513,23.30
2234,0.040540540,63.38
2234,0.013513513,1.66
275,0.364864864,380.38
2222,0.027027027,399.00
1137,0.040540540,49.63
1757,0.094594594,32.63
2234,0.054054054,21.73
2234,0.054054054,66.16
1030,0.324324324,295.15
2234,0.054054054,96.86
2233,0.013698630,18.71
747,0.808219178,628.56
1924,0.068493150,238.11
1961,0.027397260,71.96
2233,0.013698630,262.50
2233,0.013698630,41.66
1742,0.041095890,51.82
1105,0.041095890,69.76
2233,0.041095890,24.08
2218,0.041095890,99.99
2233,0.054794520,160.33
1065,0.041095890,9.43
2233,0.054794520,48.38
2233,0.013698630,110.80
2217,0.027397260,80.31
2233,0.013698630,286.88
546,0.013698630,99.67
1639,0.191780821,99.68
2233,0.013698630,21.15
2233,0.013698630,44.96
2185,0.013698630,15.71
166,2.739726027,2009.11
1565,0.027397260,17.28
1917,0.013698630,141.83
499,0.095890410,61.10
2233,0.013698630,26.63
588,0.191780821,224.98
1295,0.054794520,588.58
2233,0.027397260,43.93
2076,0.027397260,46.27
2233,0.013698630,29.13
2233,0.013698630,16.66
2233,0.013698630,24.99
2233,0.013698630,15.30
2228,0.027397260,116.58
2233,0.013698630,56.19
2233,0.027397260,66.41
1918,0.178082191,124.07
2233,0.013698630,43.31
1258,0.109589041,212.91
2233,0.123287671,125.58
261,0.082191780,120.69
2231,0.082191780,129.49
1408,0.095890410,101.54
2233,0.041095890,48.53
224,0.123287671,124.97
1005,0.109589041,143.00
2232,0.068493150,77.01
662,0.205479452,106.64
1184,0.164383561,152.88
2231,0.013698630,8.29
2232,0.013698630,63.71
2232,0.013698630,45.38
189,0.616438356,415.03
2232,0.123287671,43.39
2232,0.013698630,59.96
2232,0.013698630,56.18
2217,0.041095890,34.01
2231,0.027397260,26.27
2232,0.013698630,12.46
214,0.068493150,102.50
1810,0.082191780,-66.78
2226,0.041095890,198.01
2109,0.054794520,104.47
2232,0.013698630,27.68
2232,0.013698630,24.98
2232,0.013698630,8.29
2232,0.013698630,49.99
344,0.178082191,108.30
682,0.013698630,6.66
2004,0.150684931,117.40
2232,0.027397260,45.17
1349,0.136986301,119.13
2152,0.082191780,183.14
459,0.342465753,232.84
2232,0.027397260,29.12
2232,0.027397260,37.30
2189,0.054794520,419.70
1975,0.095890410,141.04
2231,0.013698630,70.75
1605,0.219178082,283.72
2231,0.013698630,16.58
1861,0.315068493,581.73
2226,0.013698630,49.40
2171,0.014084507,14.88
2231,0.068493150,85.71
2231,0.013698630,67.46
1011,0.150684931,173.82
2231,0.013698630,45.83
2231,0.027397260,62.48
2231,0.013698630,15.95
2006,0.123287671,261.60
2231,0.013698630,27.71
2231,0.013698630,24.92
176,0.027397260,45.79
2231,0.027397260,50.96
2231,0.013698630,5.33
243,0.082191780,380.24
1184,0.054794520,29.21
1543,0.027397260,163.99
187,0.698630136,550.94
250,0.273972602,328.42
2231,0.013698630,162.09
1404,0.342465753,510.28
2231,0.013698630,32.70
2230,0.054794520,126.48
2231,0.013698630,61.43
2231,0.013698630,49.99
2231,0.027397260,56.88
2231,0.027397260,40.64
2231,0.027397260,22.15
447,0.027397260,6.88
2218,0.027397260,83.32
2231,0.027397260,56.89
2231,0.013698630,24.99
2188,0.095890410,93.10
2231,0.013698630,41.66
1583,0.191780821,99.55
1236,0.342465753,312.55
2230,0.027397260,432.33
1482,0.041095890,51.74
1427,0.219178082,393.21
1881,0.054794520,67.38
2227,0.041095890,63.31
2192,0.082191780,77.96
1612,0.027397260,101.67
2230,0.013698630,33.30
2230,0.027397260,71.99
911,0.123287671,45.83
1684,0.150684931,91.12
2230,0.082191780,55.53
2177,0.068493150,144.87
2230,0.013698630,7.42
2218,0.068493150,104.30
2230,0.013698630,60.75
2230,0.054794520,85.88
2228,0.164383561,387.96
2230,0.013698630,13.95
2230,0.013698630,33.20
2226,0.013698630,20.39
2230,0.027397260,43.35
2230,0.013698630,16.60
2230,0.027397260,26.64
2230,0.041095890,19.32
2230,0.013698630,179.50
2230,0.013698630,49.99
2230,0.013698630,9.99
2228,0.013698630,26.33
2230,0.013698630,61.43
2230,0.027397260,21.20
2229,0.027397260,99.96
978,0.027397260,149.44
2229,0.054794520,16.00
2229,0.041095890,81.95
1398,0.095890410,184.25
365,0.219178082,271.20
2229,0.013698630,29.13
1388,0.054794520,63.52
2229,0.013698630,13.88
1705,0.054794520,42.77
2229,0.068493150,117.59
1674,0.027397260,39.08
1518,0.082191780,112.32
1838,0.054794520,52.77
2229,0.013698630,22.46
2229,0.068493150,27.08
2229,0.027397260,68.05
1612,0.109589041,135.13
209,0.287671232,289.82
2229,0.123287671,286.68
1234,0.027397260,25.21
2229,0.041095890,197.08
1905,0.054794520,62.37
2220,0.027397260,65.25
2229,0.041095890,20.12
2229,0.150684931,153.85
2229,0.082191780,16.34
2229,0.054794520,18.94
1925,0.027397260,46.80
2229,0.013698630,61.43
1388,0.150684931,68.63
2226,0.013698630,22.46
2229,0.041095890,36.14
2229,0.027397260,23.04
847,0.301369863,409.14
2229,0.013698630,18.36
2228,0.041095890,51.18
2229,0.013698630,67.46
1906,0.054794520,44.41
2222,0.068493150,132.51
1960,0.082191780,123.51
2228,0.013698630,160.94
2228,0.013698630,11.58
2228,0.027397260,42.71
2228,0.013698630,141.63
1422,0.027397260,37.35
521,0.041095890,64.31
2228,0.054794520,127.21
2228,0.109589041,79.94
2228,0.013698630,67.46
2228,0.013698630,10.46
1811,0.150684931,160.49
283,0.136986301,342.37
2228,0.013698630,835.09
2228,0.027397260,47.91
250,0.109589041,138.45
2120,0.041095890,238.29
2228,0.013698630,9.88
2228,0.027397260,35.35
681,0.027397260,90.40
1577,0.219178082,284.45
1944,0.027397260,171.62
2228,0.109589041,115.10
2213,0.027397260,217.50
2228,0.068493150,41.17
2228,0.054794520,57.17
2227,0.054794520,180.70
2228,0.054794520,90.54
2181,0.027397260,76.74
1999,0.027397260,58.28
2228,0.068493150,9.11
842,0.041095890,194.18
2227,0.082191780,108.15
2228,0.068493150,107.52
162,0.684931506,380.27
476,0.054794520,104.12
2118,0.136986301,273.27
2228,0.013698630,16.66
169,0.205479452,372.25
2228,0.013698630,66.59
2228,0.013698630,24.99
2228,0.027397260,40.38
561,0.082191780,93.13
498,0.383561643,104.92
838,0.356164383,369.46
2106,0.136986301,143.56
2228,0.027397260,79.14
1030,1.273972602,1961.08
2227,0.013698630,142.46
2227,0.013698630,69.96
1852,0.054794520,55.81
2227,0.013698630,29.13
2227,0.041095890,234.85
1859,0.109589041,530.65
2227,0.013698630,23.96
2227,0.013698630,18.38
2227,0.013698630,16.66
2227,0.068493150,42.21
2227,0.027397260,96.00
439,0.068493150,64.57
2227,0.027397260,41.65
2227,0.027397260,27.97
2227,0.013698630,49.99
824,0.150684931,65.14
822,0.068493150,20.29
605,0.109589041,253.65
529,0.095890410,196.34
2227,0.054794520,165.60
1866,0.712328767,425.85
2227,0.013698630,186.75
2179,0.109589041,157.48
263,0.698630136,941.11
2227,0.013698630,24.92
197,0.890410958,622.54
2000,0.109589041,179.18
2227,0.013698630,27.05
2227,0.027397260,69.91
2227,0.027397260,22.80
1236,0.164383561,126.18
2227,0.013698630,18.29
1225,0.191780821,109.73
1147,0.123287671,126.78
2227,0.013698630,16.66
2227,0.013698630,164.25
2227,0.123287671,164.52
2227,0.013698630,8.96
2227,0.013698630,24.37
2227,0.013698630,18.68
1676,0.041095890,226.91
2227,0.013698630,12.46
2227,0.027397260,11.00
840,0.041095890,235.04
2227,0.041095890,18.12
2227,0.246575342,206.75
1902,0.082191780,156.62
1365,0.178082191,130.42
2227,0.219178082,142.62
2227,0.013698630,20.96
2227,0.013698630,64.99
2227,0.068493150,101.10
261,1.643835616,1288.49
2216,0.027397260,131.65
2227,0.013698630,64.99
2226,0.013698630,27.71
560,0.109589041,98.96
2169,0.041095890,22.60
2072,0.095890410,183.94
1106,0.013698630,16.64
1873,0.054794520,102.90
411,0.561643835,288.60
2226,0.082191780,45.51
1371,0.041095890,51.67
2226,0.013698630,15.30
2226,0.068493150,32.63
2226,0.109589041,95.32
313,0.041095890,36.22
992,0.095890410,74.46
2226,0.013698630,11.42
2226,0.013698630,18.38
2142,0.027397260,53.37
993,0.054794520,61.58
2223,0.013698630,16.66
2226,0.013698630,32.21
981,0.246575342,208.62
2226,0.013698630,49.99
1129,0.082191780,83.09
2226,0.013698630,49.99
2226,0.027397260,43.70
1613,0.109589041,163.20
1383,0.027397260,114.65
846,0.095890410,174.02
1909,0.260273972,133.14
2226,0.013698630,21.67
747,0.616438356,349.83
340,0.342465753,88.13
2225,0.013698630,4.99
681,0.287671232,248.71
2225,0.027397260,64.52
981,0.232876712,193.06
2162,0.150684931,166.23
2171,0.027397260,94.51
2225,0.054794520,44.76
2225,0.013698630,20.82
492,0.109589041,87.71
2225,0.013698630,6.10
2211,0.041095890,139.99
2225,0.027397260,11.92
2225,0.027397260,56.89
199,0.136986301,70.11
2225,0.013698630,12.46
2220,0.027397260,121.50
986,0.054794520,193.82
2225,0.013698630,11.63
2225,0.013698630,34.98
1492,0.205479452,80.88
718,0.027397260,46.31
1977,0.041095890,154.92
2225,0.013698630,16.65
2225,0.013698630,24.99
2225,0.041095890,24.79
393,0.493150684,347.28
2225,0.013698630,10.08
2225,0.013698630,35.92
2225,0.027397260,17.71
2225,0.013698630,23.30
815,0.123287671,94.74
2172,0.041095890,94.92
893,0.287671232,280.10
2225,0.054794520,39.38
1635,0.095890410,52.82
2225,0.013698630,45.82
2225,0.068493150,110.85
431,0.082191780,318.54
2225,0.013698630,60.00
2225,0.013698630,119.25
2225,0.027397260,52.36
1964,0.068493150,233.04
2225,0.027397260,41.15
2224,0.013698630,8.29
1875,0.095890410,214.76
692,0.219178082,147.45
1472,0.041095890,139.90
1659,0.123287671,72.22
1673,0.068493150,43.85
