recency,frequency,monetary
2716,2,33.98
1030,51,1124.09
2754,1,18.71
2487,8,120.13
1136,10,157.64
2754,2,27.33
1498,13,298.58
1914,7,90.24
598,5,251.60
2349,21,443.56
2754,1,41.65
2754,2,61.51
2754,1,19.75
439,3,60.39
2707,5,103.04
872,14,201.71
2480,10,179.46
826,52,1147.29
2753,3,47.40
2753,1,79.13
2753,1,34.96
2753,2,88.55
2136,3,74.85
367,4,46.18
2699,3,99.93
594,16,27.89
2753,3,56.43
2753,2,10.71
2753,1,4.08
2753,1,29.76
2745,12,270.46
540,99,945.88
2753,6,44.95
2753,5,85.29
2753,1,16.33
524,19,317.70
2753,6,28.58
2753,7,64.09
2117,3,101.86
2753,1,31.63
2326,2,42.71
2753,2,43.92
2753,1,29.08
2753,1,29.97
2753,1,41.66
2128,2,46.06
2753,5,54.22
2753,2,46.08
2753,1,49.00
2753,1,13.95
1359,52,524.15
2753,7,80.60
2645,8,157.01
2753,2,54.90
2323,4,42.71
2341,7,298.92
2730,6,116.49
787,10,214.10
2753,2,51.23
2753,5,123.65
2753,1,19.75
2753,2,18.56
1183,20,265.62
292,51,367.10
2752,1,17.45
1062,13,114.26
2734,2,183.14
2753,2,47.41
2087,45,362.96
507,15,247.87
2753,1,42.00
2753,18,144.18
954,42,469.89
1899,1,8.82
2744,2,32.83
2654,4,61.10
2752,1,19.05
2752,1,178.47
2752,1,39.54
349,39,330.11
1559,6,223.94
1900,5,46.89
350,21,255.41
2752,4,121.03
2752,1,72.25
2752,4,47.13
2219,40,1203.29
2752,3,24.33
2742,17,86.58
2752,2,37.85
2702,6,114.26
2694,2,41.64
2641,16,88.88
1637,6,98.02
2752,1,16.33
2752,1,265.84
2752,1,145.83
2490,8,84.23
2061,20,300.71
2752,3,50.65
2752,1,35.62
2752,4,49.03
2751,4,98.93
2751,2,36.62
193,36,750.19
910,3,71.07
2751,3,70.04
2751,1,23.29
2694,7,169.87
2751,3,82.38
1641,5,159.88
2745,2,48.79
2751,1,13.95
2751,1,41.21
2751,5,50.57
1777,2,70.18
1314,5,58.83
2751,1,292.50
2751,1,15.76
2749,5,97.04
2584,3,21.58
2738,2,71.18
2751,3,35.06
2335,2,95.10
2751,1,3.67
2751,1,62.50
2751,1,21.63
2751,4,45.96
2751,1,55.33
2751,2,104.74
1319,13,196.33
2751,1,120.00
2751,2,12.42
539,4,135.67
2751,1,62.50
2597,6,258.69
2751,4,50.16
2750,1,11.24
2750,1,89.25
2417,4,96.80
2750,5,308.99
1365,49,530.93
2750,3,93.23
2091,12,145.07
443,19,187.67
2750,1,149.17
536,33,325.40
325,64,1473.65
2738,1,19.34
2750,1,51.75
1112,4,41.13
2750,1,12.47
2750,4,50.42
2750,4,48.68
2750,1,6.25
2749,1,24.69
2371,4,113.24
2746,4,29.56
2750,1,7.71
2649,3,90.32
2750,6,145.50
1756,5,113.65
2750,6,102.89
2737,3,68.49
2750,6,132.25
2750,1,23.27
2750,1,57.75
2159,2,47.06
2470,5,183.66
2750,1,178.47
1924,4,94.46
414,80,4038.91
200,2,37.31
2750,1,265.84
2164,7,277.17
909,8,228.45
2238,3,66.42
2749,3,44.26
2749,1,22.26
2749,3,88.25
2749,1,16.58
1573,4,135.08
2749,4,15.80
2749,8,28.48
1559,2,85.90
2749,1,38.93
2568,2,77.00
2743,6,44.63
2139,2,14.49
2749,1,9.95
2749,2,98.46
2749,1,62.26
2491,4,71.92
2748,2,101.17
2749,2,71.30
2749,3,77.71
2749,3,26.27
2749,1,31.22
2749,1,14.58
2371,11,188.83
503,9,66.03
2507,5,200.82
2749,2,19.88
2749,1,11.47
2749,1,127.46
733,104,1755.05
2749,3,45.38
2748,1,18.58
2748,1,29.98
2748,1,32.37
2748,1,26.00
2748,2,70.80
2106,3,108.14
1158,12,79.68
2748,1,36.37
169,17,298.44
2748,1,24.33
2631,5,90.33
2748,2,94.92
2345,6,101.42
1452,10,208.20
429,104,989.78
831,9,147.10
2748,1,52.17
2748,2,242.60
2748,3,53.96
2748,3,83.98
1486,6,47.27
338,169,1442.04
2576,5,97.88
2391,10,146.84
2748,1,34.12
1350,8,82.45
2748,1,31.63
2748,4,28.65
222,28,493.64
2336,28,309.75
2747,2,4.79
2747,4,65.04
490,20,129.62
2747,1,27.04
2045,7,254.80
2745,3,275.82
1969,8,123.18
2747,6,47.61
812,12,167.28
2310,30,451.75
2683,3,131.96
2747,3,29.94
2747,5,34.55
2747,2,49.71
463,4,91.88
2747,3,54.31
1082,40,328.65
2747,1,21.61
2543,8,119.30
2595,3,120.42
2747,1,34.35
995,23,370.54
1236,7,52.82
2720,6,199.02
2747,3,74.89
2747,1,145.83
354,44,387.86
2747,1,124.50
2747,1,42.43
2691,8,90.42
2747,4,57.00
2747,3,59.83
2747,1,7.72
1058,25,206.03
2747,1,43.91
238,32,470.72
2746,7,201.21
1550,9,108.42
2746,1,59.97
2089,5,191.62
481,20,276.64
1873,16,301.88
2746,1,11.83
653,27,736.13
2521,10,111.40
2746,1,33.31
2573,3,118.59
2251,9,127.54
1756,12,93.44
1153,1,24.98
2746,1,42.44
1939,4,230.01
2746,1,51.67
2746,2,58.21
2746,5,93.82
1627,11,200.05
2720,14,197.33
2746,2,47.45
2746,1,14.10
2746,1,54.71
2746,1,39.36
2746,1,7.28
2746,1,24.96
2746,1,59.97
2654,2,55.55
2746,1,63.68
1891,3,64.29
2746,1,36.25
2743,1,123.00
2746,1,54.11
2746,1,109.76
2746,3,36.33
2276,1,17.21
2746,2,43.08
2746,4,45.50
1279,30,341.60
909,4,38.75
721,11,105.43
2746,1,50.85
2746,1,85.00
2746,4,67.50
2746,1,31.20
2746,1,51.67
2746,1,48.67
2745,1,17.59
2745,2,15.06
1952,8,132.47
2210,2,287.46
2745,2,42.83
2745,1,7.92
2038,10,204.07
364,14,109.09
2693,17,321.55
2745,3,37.19
2745,1,24.96
2745,1,134.28
858,4,133.95
868,3,61.72
289,4,100.55
2745,1,322.50
246,84,1254.41
2722,2,10.08
1493,8,81.23
2745,1,29.97
2745,1,28.42
2745,1,33.31
877,35,1053.70
2745,2,22.14
2745,2,58.29
2745,1,21.77
2566,2,24.67
2745,1,56.21
2745,2,51.67
2745,1,15.79
2077,4,280.60
2661,28,369.65
2745,2,15.73
2745,2,47.89
212,9,106.58
900,3,76.59
1518,14,380.75
1286,13,84.92
1591,10,282.71
202,32,346.07
218,38,608.43
2689,3,69.71
2744,1,27.90
2744,1,17.47
442,1,25.83
2227,2,114.60
2744,9,70.02
1068,17,173.21
2744,2,39.50
2744,6,44.50
1871,4,49.86
1192,25,360.50
2744,2,60.20
1601,3,165.79
2183,1,230.42
339,32,1068.99
641,16,610.16
2703,1,16.64
314,1,13.25
1369,2,11.69
2744,2,23.73
2744,4,104.27
2721,7,209.81
2044,6,207.84
2725,10,130.64
1420,27,411.88
274,18,153.21
2744,1,64.13
603,1,23.97
2578,4,296.75
511,9,216.72
1433,8,171.50
1505,51,666.25
2744,6,26.40
2519,4,87.81
2508,3,32.97
845,12,160.97
2336,21,220.44
2134,54,945.37
617,61,744.77
2329,1,39.00
2743,6,68.00
2743,1,11.62
644,5,313.38
1359,4,171.39
1089,21,72.47
2743,3,12.67
2743,3,119.09
1675,17,305.85
1022,11,171.49
692,26,170.43
1644,7,128.53
2058,5,109.21
2706,7,94.27
2743,3,42.70
1587,12,201.62
2741,2,10.26
2117,2,53.06
2743,6,44.36
2743,2,53.92
2743,3,63.50
2743,1,12.47
2239,12,41.84
500,23,269.95
2356,7,133.93
1170,7,130.73
2743,2,74.96
2743,5,74.58
2743,1,7.46
2743,2,47.26
2743,1,52.43
2743,1,48.75
1725,3,83.84
1371,8,21.64
2742,5,63.66
2614,14,159.06
2178,27,650.36
590,44,303.00
2569,3,100.35
976,3,52.48
2742,1,37.46
205,2,48.27
1845,4,29.00
1909,8,102.15
632,30,194.83
1455,5,48.56
2742,1,59.92
2742,1,14.56
2742,5,251.17
2742,1,39.99
897,20,154.15
595,5,68.19
2457,5,103.88
174,7,190.78
2742,3,56.57
2742,5,168.12
2742,2,31.15
2742,4,46.94
2736,3,44.38
2742,1,27.71
2742,8,42.16
191,6,93.61
2731,1,54.71
739,26,299.52
2741,6,80.47
1746,55,494.28
1412,18,168.84
2725,8,97.44
2646,2,49.99
1182,14,389.97
2741,2,184.61
2626,6,66.99
1070,10,241.38
2741,1,16.60
693,40,704.84
2741,5,46.57
1014,12,46.97
2741,1,54.13
2731,3,106.15
2680,3,88.50
404,29,344.65
540,2,38.19
2735,6,104.43
465,3,61.55
2561,14,163.27
2347,11,106.48
1251,5,134.05
2740,2,42.18
2741,9,53.06
1849,22,286.42
422,27,372.70
1003,46,858.98
350,5,125.32
2644,6,115.75
2740,3,58.38
2394,11,150.85
2740,2,104.13
2740,1,12.49
2740,1,141.00
1038,7,64.49
2740,1,23.25
2740,1,26.63
2592,14,89.44
2723,1,46.60
2739,2,48.15
2556,5,55.28
1262,2,184.52
2740,1,99.95
2321,12,211.35
2740,1,44.93
2479,4,355.46
2740,1,93.68
2740,1,10.76
2740,3,55.92
530,6,464.24
2044,10,88.37
2740,1,24.68
2717,5,94.84
2740,4,43.09
2740,5,43.10
2740,8,177.93
2740,2,57.67
648,62,1101.16
282,12,169.38
1557,5,119.12
2739,4,47.25
2739,1,27.39
1190,4,134.38
2071,16,207.37
2739,4,75.13
173,5,155.37
1528,12,166.02
2503,8,159.26
648,29,216.73
2739,3,187.50
2739,2,20.54
491,96,838.30
2739,4,55.89
968,5,61.67
571,31,373.02
2739,1,20.75
2658,3,111.10
1884,4,335.69
2739,1,18.33
2739,7,117.80
2739,1,18.67
1649,1,24.67
596,16,260.35
1054,25,353.75
1029,5,110.75
2191,12,226.57
2739,1,90.00
2739,5,63.73
2739,1,66.00
2632,3,109.42
1551,65,1496.18
2739,2,30.79
2739,2,58.45
2739,4,24.05
2739,2,40.79
509,28,1702.82
2738,6,24.87
1768,18,203.60
2692,2,20.92
2560,10,90.21
2738,1,8.25
2738,1,18.68
2339,5,125.37
2593,25,1222.39
2227,10,250.47
2738,2,144.56
988,28,309.43
249,20,284.42
1642,11,161.66
1216,35,534.60
2738,1,24.67
2738,1,10.79
1433,11,125.20
1018,45,293.60
2410,10,415.18
2738,3,55.34
1909,26,255.36
2388,9,132.84
2603,6,55.83
2738,2,45.23
632,1,11.24
2738,2,9.63
2738,1,6.65
2738,1,145.83
2144,6,167.33
2711,1,42.50
2738,2,58.40
2656,2,18.64
2738,1,170.42
914,2,193.66
2597,4,106.61
293,60,555.87
2612,8,84.16
2738,4,116.84
2738,1,54.13
2726,1,39.67
1719,4,59.89
2671,4,109.95
1453,4,25.51
2336,27,695.66
2475,31,196.12
1227,7,119.23
2737,1,114.95
1503,10,88.83
2737,9,314.44
2727,2,133.32
2714,4,94.75
2737,10,71.40
2731,3,80.77
1714,6,55.53
2696,1,19.34
370,1,14.78
2737,1,44.96
2737,1,37.34
2737,3,44.22
2737,2,31.09
2737,5,53.92
2737,1,54.13
2723,4,75.49
2511,4,20.07
934,8,38.22
2737,1,16.65
2737,10,180.10
2726,4,105.17
2288,1,67.46
2474,3,110.05
2737,3,50.32
2737,2,35.92
2221,16,119.59
2737,1,145.83
2737,1,26.33
2720,5,75.49
2056,1,29.21
1526,22,456.42
2735,4,73.70
1440,15,200.64
176,14,409.98
2127,6,114.87
2737,1,103.29
2737,1,22.12
2737,2,99.96
2729,1,59.96
2737,5,75.75
2736,4,42.10
1285,34,910.96
2736,1,99.38
2520,3,33.13
776,5,275.69
2736,1,32.92
1610,19,151.88
2736,2,42.32
570,12,184.04
2736,4,8.47
323,10,158.44
2736,7,76.83
2736,2,86.63
2714,2,51.71
2485,12,131.32
2736,1,170.42
2736,5,91.84
2736,3,42.81
702,6,56.61
2736,2,55.77
1837,3,57.60
2736,1,29.96
2038,5,216.20
2736,1,14.08
1596,2,29.03
499,17,156.48
2736,2,100.27
2668,4,121.03
1007,3,30.93
2729,4,83.45
2732,9,29.42
2731,11,175.17
2705,10,118.04
2735,1,633.00
2735,2,129.95
2559,11,226.04
2654,3,57.42
528,6,70.21
1917,6,104.47
2735,1,41.21
937,98,1283.75
1590,3,276.69
2589,3,34.61
2735,1,23.74
2735,2,24.66
2735,2,21.19
2735,2,65.89
628,15,193.10
2725,8,325.48
2734,4,47.00
2735,1,19.75
1111,56,1096.87
2735,6,70.84
2735,1,47.92
2626,7,85.55
2735,8,132.08
1970,74,792.18
2735,5,43.25
519,13,355.19
1953,22,270.94
2696,1,4.13
2735,1,12.27
1529,18,222.25
713,20,401.39
2735,3,54.94
1604,15,208.39
2726,2,57.07
1237,13,240.77
2735,1,8.32
2735,1,32.49
2735,3,60.61
1899,16,310.93
2734,1,133.33
2734,3,29.68
482,6,97.29
2734,3,35.76
2707,8,474.75
2381,3,112.91
436,46,563.04
2734,2,20.29
1625,13,488.65
2580,6,142.82
1570,22,114.04
2475,7,109.75
192,17,204.34
1169,5,75.61
205,24,260.44
2734,2,17.48
1900,12,267.19
274,6,139.53
680,2,6.92
2734,7,44.18
2733,18,333.54
2734,1,64.50
2539,36,738.05
1584,61,1003.77
2326,9,246.74
2734,2,11.58
1968,13,343.04
2734,1,113.67
2711,2,43.88
2734,2,61.42
1491,17,153.23
720,3,64.97
846,5,58.07
799,19,788.32
704,5,49.45
1230,25,371.18
2734,1,34.12
1947,3,190.85
2733,6,106.73
950,8,116.98
2727,1,40.42
2634,9,101.64
2671,2,119.11
175,6,87.48
1815,75,747.11
2731,1,55.00
2597,6,70.67
1575,23,203.23
170,100,719.56
1315,8,35.63
1500,15,175.00
2411,17,160.93
2733,2,31.95
2006,6,179.61
196,8,378.89
1082,18,632.06
2732,2,83.72
822,6,88.63
2413,14,75.97
2162,8,100.34
2445,10,177.66
2733,3,82.94
2202,27,1104.24
2733,4,77.70
2733,3,79.29
2733,1,23.21
2733,6,245.68
2382,5,114.26
2733,8,33.12
2021,5,141.31
724,2,51.34
2733,2,34.37
2733,1,64.42
2239,21,283.09
1345,1,11.63
2688,3,54.69
2733,1,54.71
2733,4,16.98
1464,15,192.76
2289,3,109.57
2733,1,21.81
2728,2,67.01
1027,9,150.40
1707,2,6.33
2715,1,8.32
2075,1,16.18
2319,3,89.08
2431,10,132.91
2701,3,71.89
510,59,1056.35
2732,2,13.28
2204,46,591.12
617,10,56.54
2732,3,48.78
2732,1,53.96
442,37,412.43
2254,37,326.52
2732,2,16.47
527,10,284.14
2469,23,170.29
2732,1,7.38
715,7,101.58
2732,5,60.06
1391,60,1177.54
2732,1,7.96
2732,1,11.45
266,158,2872.29
2730,2,49.98
2732,4,14.71
2732,2,40.33
2732,3,20.84
2695,2,43.25
282,10,166.16
2732,1,37.42
2726,1,49.96
2732,3,67.71
2381,6,116.52
439,20,550.56
1834,26,256.76
190,9,171.12
524,11,235.30
2732,7,46.88
287,10,77.92
875,73,664.07
2732,1,54.13
2732,1,15.54
2732,2,158.18
226,1,6.91
2732,1,34.46
450,19,193.71
2732,1,282.43
819,9,94.52
2642,4,33.25
2568,1,24.99
2702,5,94.27
989,60,318.38
821,14,114.21
2684,3,70.09
2731,2,164.04
2732,5,114.02
2119,1,48.63
2686,6,643.12
2730,2,17.05
2489,7,130.77
2731,3,84.33
1336,10,372.54
503,2,18.01
501,30,388.55
2731,1,22.46
2731,1,48.71
994,66,1134.31
2731,1,145.83
1717,25,469.47
300,15,222.29
1267,18,549.88
2728,12,214.03
2731,1,8.96
454,33,350.59
2727,14,91.10
2721,4,122.59
2731,3,25.44
2731,5,36.08
1408,9,74.41
2664,2,80.61
2731,3,31.16
2731,4,182.23
2696,5,134.05
2129,9,207.81
2731,3,85.00
2731,1,20.81
1767,23,285.48
2731,1,48.75
2731,3,107.83
2723,3,46.16
2731,1,1.98
175,6,670.90
2731,1,54.13
175,42,659.64
1953,13,376.59
2731,1,49.43
1542,119,1327.05
2731,2,22.48
880,5,82.09
2731,2,75.00
637,5,174.35
2724,4,198.32
2725,3,54.62
2602,11,76.31
876,37,585.30
2693,4,128.77
2731,1,29.58
2717,3,366.03
1318,4,30.50
1440,8,168.17
2341,3,135.65
2730,18,71.87
2730,1,31.50
2730,2,9.84
176,23,359.39
2157,15,323.73
169,8,261.31
2730,1,54.71
871,4,74.10
2243,27,521.21
2730,1,57.32
2730,1,89.25
2730,2,44.92
712,15,376.01
2730,1,37.50
1404,4,75.64
1085,5,70.83
1283,2,97.47
2730,1,48.75
2067,8,194.54
2730,1,17.50
2683,9,128.53
2730,6,74.01
2125,4,65.07
2730,2,44.86
2730,1,16.66
2730,8,160.42
2729,1,99.08
435,34,486.63
2255,2,50.89
349,12,163.82
799,4,287.95
2728,2,19.75
2730,1,99.95
2729,1,145.83
2540,5,114.46
2730,1,11.63
1771,8,66.67
2730,2,63.82
2217,52,943.10
2730,3,22.73
2730,3,41.09
499,18,112.49
290,203,2064.28
2729,2,29.52
2720,3,14.43
2729,2,24.14
2676,3,67.32
2591,6,136.74
1194,23,356.84
2713,12,118.43
1607,24,163.93
1646,3,60.55
942,11,193.20
2729,2,167.37
2704,8,161.38
569,4,48.21
2729,3,31.72
2610,5,51.05
2729,4,591.89
318,4,115.47
2729,2,24.84
1607,9,60.65
2729,3,64.35
227,5,196.25
2729,4,47.77
2729,2,40.30
2729,3,54.30
2729,2,54.96
2729,1,149.50
2725,3,81.38
2729,1,16.63
2729,4,42.02
1639,25,415.18
579,1,99.99
2729,3,55.41
2048,6,49.85
2096,5,109.27
2727,3,42.87
1280,4,142.74
2729,3,42.93
2691,3,72.59
2729,5,209.40
1837,3,44.84
1778,9,357.19
2720,2,64.15
2723,4,71.80
1234,14,203.14
1800,25,294.03
2729,2,40.81
2445,6,70.97
673,69,856.64
2729,1,35.38
2729,3,72.71
2708,13,90.93
1089,5,93.10
1048,13,188.99
2728,1,13.87
2728,1,57.41
2091,9,209.06
498,6,99.32
1188,7,98.07
2728,3,58.89
2728,1,51.75
1294,6,67.45
2728,1,26.62
2728,1,30.83
2728,1,15.56
1796,5,119.01
2725,11,131.82
2717,2,49.90
2326,20,224.07
2620,2,27.40
2728,1,29.55
2728,1,36.26
372,19,272.82
2728,1,230.42
2728,1,11.56
2728,1,29.79
173,7,152.26
2696,2,232.16
2728,2,45.35
2728,2,71.17
2728,1,74.93
2184,2,15.59
1777,10,87.04
2728,1,225.72
2347,7,83.76
203,2,102.26
182,48,919.71
2728,1,24.96
2728,4,42.89
2728,2,140.18
2728,1,29.55
2728,2,40.28
2728,6,31.25
2728,3,37.81
2727,4,22.74
2692,26,665.33
2727,1,41.65
2727,1,54.13
2727,2,26.46
1614,4,104.15
2727,1,48.72
2359,12,285.32
2727,3,42.36
2295,3,73.98
2727,2,57.68
2727,2,88.25
2727,1,14.96
655,120,2677.21
2727,3,39.18
2727,1,11.33
560,14,160.72
1641,6,74.12
2727,4,97.74
2372,12,210.46
2030,2,125.96
1572,2,46.41
2726,4,50.77
2727,2,99.46
2727,2,62.87
2727,3,51.19
469,52,1085.15
2724,2,20.96
333,11,84.17
2603,3,159.16
2727,1,11.62
1651,24,253.84
1721,17,136.20
2726,3,89.18
1479,2,49.80
2726,1,22.50
425,6,139.68
2726,1,22.46
2726,2,79.42
1266,17,364.81
2726,1,67.46
2726,5,557.84
2585,10,283.59
327,18,193.29
1638,11,423.58
2726,1,19.87
2726,1,54.68
2726,2,22.18
2726,2,275.93
2348,7,115.06
2726,1,24.08
2726,1,7.67
2726,4,36.92
308,11,179.21
2726,2,41.40
2726,1,18.71
2726,1,41.21
1353,14,128.69
1608,7,33.54
2646,6,96.33
1366,19,178.07
646,16,118.23
1190,25,197.48
2726,1,14.17
2638,2,29.90
1087,16,263.99
2726,1,53.30
1240,5,78.94
2140,27,247.90
2208,17,177.51
2726,1,23.33
2714,7,66.67
789,186,4380.43
2714,4,240.48
896,46,890.60
2035,8,162.06
1956,21,466.85
2725,1,4.99
2018,21,229.33
2725,4,70.66
359,7,129.91
2411,2,115.80
500,10,237.91
2725,1,46.60
1693,47,545.29
2725,1,14.60
2724,1,178.47
2452,11,112.30
2725,1,18.71
2725,1,14.60
2725,3,50.13
2725,2,68.95
2725,1,1.92
2725,3,53.87
2620,8,175.97
2449,12,212.38
2725,3,67.44
2725,3,43.32
931,6,90.38
2724,1,104.92
2226,5,190.57
2725,2,71.17
2725,1,24.88
2666,2,96.15
2467,4,97.00
907,3,150.07
2725,1,14.38
2725,1,19.84
2724,2,30.76
1820,16,214.87
2725,4,35.04
2725,1,9.48
2725,1,49.43
2725,4,23.44
302,51,433.73
2725,1,28.50
2725,2,51.12
2725,1,30.83
2725,1,282.43
402,6,61.00
1885,13,234.21
444,23,335.13
1953,29,403.13
1771,53,683.59
2725,1,29.96
2721,3,158.28
2724,1,16.63
2724,3,45.95
373,13,560.12
2724,1,46.60
963,2,90.73
2237,3,90.43
2724,1,18.69
1391,14,69.46
2661,7,51.01
2724,1,26.21
2724,1,100.50
440,142,1018.10
2723,7,66.64
1414,69,967.07
2693,4,70.86
2724,2,49.96
2723,7,126.17
170,5,35.67
2230,3,58.68
2705,2,145.34
2713,17,304.43
2724,1,29.98
2724,1,54.30
2724,2,15.30
2724,2,62.84
2724,1,11.21
2724,2,136.50
1866,4,52.87
2724,1,19.99
2724,1,51.67
2724,2,32.14
1929,4,57.81
2724,1,14.96
1298,5,114.79
2724,2,45.42
2340,4,135.37
2724,3,85.43
2232,8,110.78
2487,6,145.61
2112,7,122.90
854,29,444.23
2724,1,93.75
2724,1,44.93
2724,1,56.25
2723,2,33.28
2723,4,68.69
2679,3,68.60
340,32,274.44
2460,17,317.00
2328,7,192.75
274,11,69.67
2253,10,255.05
2723,2,42.01
2723,1,54.13
1899,40,364.48
2723,2,48.90
2723,1,54.71
2723,3,69.08
2723,1,239.25
2723,1,87.30
2723,1,33.32
1638,6,127.13
2604,5,81.80
608,35,771.79
886,2,51.26
2723,4,68.12
2723,1,66.62
1784,4,87.98
2723,6,122.14
2723,1,65.25
2654,4,37.34
1792,1,14.46
2723,3,58.07
1469,7,119.40
2723,1,154.99
1586,9,279.09
1120,14,115.94
2709,3,69.57
1923,5,65.56
2723,1,41.18
2721,2,9.76
2723,1,36.37
2096,3,138.28
2717,1,24.71
2581,6,124.29
2723,1,29.96
2723,8,65.20
2723,1,163.28
502,10,111.71
2723,1,96.25
2585,1,49.99
2723,2,41.62
1138,28,372.02
2722,4,51.58
2721,3,56.21
2722,4,48.24
2717,1,68.92
2319,3,45.77
253,139,2559.64
627,54,637.21
2722,3,21.59
2722,3,67.85
2702,3,148.82
2722,2,44.19
917,7,58.07
2722,2,48.41
432,25,477.29
2722,1,29.21
2722,1,33.32
570,17,196.60
2722,2,140.18
2722,1,14.17
2722,1,12.46
2722,3,23.28
2479,9,127.46
2722,1,33.32
2722,1,44.33
2722,3,101.92
2722,1,33.71
343,57,1075.27
2597,2,64.65
2715,9,55.70
2722,1,52.46
2722,3,20.75
2630,3,78.67
820,10,154.61
1394,17,155.02
2722,2,36.64
2722,1,23.16
577,24,375.89
2719,4,54.51
2722,4,68.59
2722,1,65.34
2722,1,24.96
1907,16,120.57
392,15,300.01
320,15,121.54
2719,2,36.57
2598,4,90.99
2722,1,59.96
2722,1,23.67
2721,1,120.00
2721,1,79.17
2721,1,734.20
2721,1,24.96
1799,16,265.19
2499,2,757.20
2721,3,53.50
2721,4,143.73
2706,2,149.92
2500,1,45.83
2702,3,43.32
1717,7,105.48
879,17,469.85
2721,8,104.17
2144,10,134.17
205,9,297.73
2721,2,72.74
834,28,392.97
2721,3,77.86
873,11,81.19
2721,1,54.00
2721,1,48.75
2721,1,28.90
2228,3,57.57
2652,18,209.55
1713,8,47.30
2721,1,48.71
2264,2,46.36
2721,1,56.88
454,28,572.29
1533,4,84.80
2721,1,55.42
1660,4,46.30
1126,3,42.40
2721,1,37.48
2721,2,24.91
2721,2,62.17
2457,4,285.30
2566,3,70.35
2721,5,75.62
2721,1,12.48
2721,3,94.83
2716,6,91.42
2721,1,41.66
2344,2,133.21
1521,11,266.23
181,4,421.36
1360,11,285.19
2720,4,78.83
2163,2,170.81
660,10,123.14
2720,3,47.59
2285,5,92.84
2720,1,41.65
1282,41,335.09
1076,2,40.29
2720,1,89.25
1838,9,192.21
2720,1,26.67
2287,18,255.63
2720,2,22.37
2720,1,11.21
2489,6,60.92
2711,3,47.88
2720,2,51.85
2720,9,42.92
2720,1,6.83
327,6,156.81
2720,2,60.79
459,18,182.86
2417,10,276.99
1721,4,64.79
2720,3,325.25
2633,5,327.76
2720,2,89.88
2720,3,64.35
2720,1,19.00
2572,5,137.99
923,2,40.55
2243,11,143.60
2720,5,76.09
2693,1,52.12
566,13,72.66
726,25,469.12
769,8,114.81
2585,9,130.38
1098,10,252.82
2720,4,106.46
2720,1,5.27
2378,30,462.85
2719,9,42.37
1186,3,23.01
2719,3,36.81
1827,14,572.68
2719,1,18.75
2719,1,33.32
2315,1,31.25
2719,4,54.69
2686,9,122.58
2292,6,208.95
1973,2,67.35
2715,5,55.61
1679,2,40.94
2719,2,31.59
2719,2,57.67
872,23,268.90
2719,2,77.49
2719,1,82.42
1648,25,263.41
2719,1,46.60
2719,1,19.05
1869,5,21.04
2719,1,26.62
505,19,126.30
2718,2,53.21
2719,1,53.30
2691,11,89.63
2479,1,33.32
2327,7,72.43
2652,13,124.29
1556,22,349.98
1556,20,392.66
2719,1,8.33
2719,2,35.81
585,1,66.32
1883,2,77.72
2719,1,48.13
2719,5,52.43
1061,5,125.34
1234,2,41.38
964,31,364.71
617,15,97.80
2719,1,62.08
1005,7,98.21
2719,1,12.63
1784,1,12.43
2703,2,154.50
2699,3,96.18
2719,3,43.57
2675,10,57.17
2549,20,211.29
2718,4,59.51
1842,7,97.34
1513,33,693.44
274,92,640.47
2718,5,64.06
2718,6,147.61
1571,9,129.68
2718,2,38.88
2718,2,54.02
287,76,815.08
2340,3,100.30
2718,1,116.25
2443,1,48.00
447,104,846.72
1747,1,65.33
2317,8,110.32
1717,43,263.31
1052,15,105.26
2651,3,72.68
2713,1,54.71
2718,2,59.49
2718,2,71.68
2718,2,93.67
2718,4,47.51
305,9,162.22
2718,6,89.39
1678,1,100.17
1340,27,288.59
398,2,18.65
420,7,89.56
2718,1,59.96
1998,1,39.60
935,6,219.10
939,3,28.51
2605,2,97.42
2718,1,18.18
2718,2,41.86
2718,1,20.82
2718,1,29.96
2718,1,26.63
2011,1,39.97
1999,4,476.28
2718,2,142.43
2718,1,64.28
194,83,514.54
565,176,2860.02
2718,4,62.95
2718,2,58.31
2718,1,55.42
2718,7,26.27
764,2,42.48
2295,2,74.89
2718,2,37.83
2718,1,28.71
2718,1,39.67
1618,7,135.36
2343,8,159.59
2385,33,658.34
2718,1,29.12
2718,1,46.60
2493,23,333.11
2718,1,40.47
1991,3,99.10
2500,7,96.22
2718,2,47.17
2718,4,52.20
2718,1,52.42
1175,29,425.39
2710,2,42.16
2717,2,52.40
471,6,57.45
290,44,508.24
2717,1,166.60
2043,9,94.70
2717,1,27.97
889,30,708.06
2522,3,46.23
2714,1,18.69
2717,1,40.56
2717,1,133.25
2717,1,127.22
1992,3,86.31
1904,19,454.30
1601,2,53.61
2717,1,22.46
521,26,286.28
2717,1,21.64
2717,2,46.54
1360,43,893.82
1637,2,104.12
2641,11,274.37
471,19,309.61
2669,2,89.88
199,6,76.57
2717,8,132.41
675,17,115.33
437,17,175.88
2544,6,27.15
2706,3,88.59
244,13,109.07
1527,1,16.71
547,53,521.18
2717,4,81.18
2717,1,54.71
1242,2,63.14
2420,4,33.65
2702,3,62.06
2717,1,43.69
1676,11,115.60
1560,3,40.97
2296,2,113.96
2717,1,26.30
2688,6,336.11
2717,1,20.55
2335,4,52.39
1745,26,245.98
2717,1,64.28
2717,1,9.29
