recency,frequency,monetary
483,11,97.34
1673,1,20.62
1673,1,40.83
713,11,74.71
1608,14,293.22
1672,2,23.88
1125,8,110.16
1672,1,19.50
1672,2,16.51
1672,2,5.53
344,93,1030.44
1671,1,12.10
1192,5,114.29
616,2,41.46
1293,4,25.17
1672,8,12.67
1659,2,21.50
1672,1,62.67
1243,2,27.30
1672,3,9.30
1672,1,6.69
1672,5,18.23
1672,2,31.30
1160,9,47.74
1155,17,161.90
1558,2,19.37
1672,1,24.99
1672,1,5.69
1393,2,55.67
1672,1,12.82
1672,1,14.70
668,1,55.98
1672,1,6.20
1672,2,14.56
1672,2,15.84
1661,4,34.64
1672,2,25.66
1672,1,20.75
1669,5,27.47
1672,4,23.31
1670,3,16.53
1672,3,23.96
1672,4,25.68
1672,1,8.41
1672,4,17.79
1672,1,4.85
871,4,44.35
1672,3,40.53
1639,7,29.60
440,5,61.32
595,215,1382.60
690,5,24.48
1302,86,599.38
1671,1,21.60
1005,12,52.60
1372,5,15.13
1671,1,21.60
1671,3,27.15
1170,3,63.36
1671,2,20.52
1160,3,18.41
197,5,99.00
1197,7,67.13
1671,1,25.93
655,4,22.38
1671,2,9.45
1267,1,17.66
1671,3,11.09
960,8,106.28
353,6,28.16
1671,1,33.87
1671,1,50.00
1671,2,22.37
1058,45,306.94
170,10,126.78
1159,4,25.39
471,4,29.68
1667,1,20.75
1670,1,0.76
454,15,183.08
1670,1,18.22
1670,1,6.33
1481,6,63.90
1576,4,16.42
1670,1,7.68
870,22,106.17
1379,5,98.61
660,26,101.60
1670,1,30.09
863,2,18.59
1670,4,18.48
1670,1,9.87
1093,4,66.00
1371,6,43.79
1367,8,154.38
1642,1,9.74
1670,4,19.41
1639,11,137.43
671,8,74.93
1192,6,72.69
1670,1,18.48
1670,4,45.87
1670,1,6.08
716,4,43.24
1196,2,34.79
1670,3,30.87
1662,8,82.90
894,17,100.34
1586,3,74.84
1669,1,9.58
1595,5,41.63
1669,4,29.52
1669,2,41.50
1637,11,113.07
1669,1,23.28
442,8,90.20
1669,1,27.80
1332,7,39.76
1669,1,52.46
351,9,79.84
1340,2,34.18
850,5,61.10
1607,3,31.21
1669,2,20.94
1669,1,12.02
1669,1,9.16
1669,3,16.76
1669,3,33.83
1669,1,17.15
1669,1,18.99
1669,5,32.32
1659,3,131.98
567,3,42.21
1669,2,16.10
1669,1,9.41
916,12,63.40
1295,10,65.06
1669,1,39.67
936,24,220.19
1668,2,85.10
1603,8,17.00
1533,9,32.61
1668,1,27.80
272,26,362.80
1162,12,101.78
1599,8,110.20
1668,3,10.79
1668,1,37.94
1668,2,21.84
1668,1,26.54
1668,9,13.95
1668,18,94.86
747,19,153.71
1668,4,29.72
1668,1,92.98
1668,1,37.54
1668,6,63.15
1668,1,6.66
1202,15,74.87
1668,11,28.34
1668,8,22.24
1088,5,60.88
1668,3,10.19
1668,1,22.45
1169,28,181.77
1668,1,23.78
1021,12,127.27
1668,1,10.87
1668,1,5.49
765,12,201.65
1668,1,22.43
1668,7,50.20
1016,15,150.25
1668,1,19.41
1668,1,69.67
637,11,74.01
1668,1,12.19
1597,3,42.19
1668,2,24.96
1386,3,23.45
1668,2,33.52
1668,1,6.23
1668,1,34.22
641,2,20.33
449,4,33.20
1668,2,40.59
267,5,54.89
1667,1,16.09
1667,2,11.56
1667,2,4.94
618,51,646.06
1667,3,28.01
1667,1,5.83
1524,5,39.68
933,3,52.63
1411,6,138.10
1639,3,26.54
1429,2,89.11
1667,1,7.68
1128,4,48.36
1667,1,6.33
1619,7,56.31
1667,1,35.79
1667,1,18.89
1667,3,17.62
1667,1,8.51
509,8,74.12
715,13,31.53
1667,1,6.33
1506,16,109.69
1666,1,20.51
1667,1,22.76
1667,1,7.49
1666,1,5.02
933,8,86.98
1667,1,9.85
1667,1,12.02
1667,1,12.72
1410,4,46.32
503,3,49.07
1650,3,148.13
1667,1,24.16
1667,1,5.85
503,2,69.18
1667,1,7.90
1216,2,41.05
1667,1,4.88
1232,3,76.97
1667,1,30.50
1667,3,14.34
1667,14,61.14
1667,1,7.03
1627,1,6.68
1666,1,10.74
1525,5,65.64
1667,1,3.28
1181,5,61.51
1666,1,35.27
1666,1,17.90
1666,2,16.10
444,10,178.37
484,10,131.26
1666,1,65.33
594,5,34.43
179,9,154.13
1666,1,54.79
1666,3,27.32
1666,1,23.82
436,5,75.34
1666,2,52.58
1666,2,14.14
1034,16,100.38
1666,2,23.87
1666,1,20.75
275,12,111.20
1665,1,14.92
1666,2,28.48
1459,7,32.55
1666,1,12.83
296,9,63.59
1666,4,25.64
1666,1,23.75
1666,1,37.94
1665,2,8.81
1586,9,86.70
1666,4,25.48
580,3,106.66
1666,2,21.97
1666,1,29.15
1658,4,32.02
1666,5,27.17
1666,1,19.59
1666,3,18.18
1666,2,15.48
316,8,73.73
1666,1,16.66
1666,1,22.59
1666,4,15.98
903,12,54.50
557,1,20.15
1611,7,42.75
596,19,298.24
1573,4,43.57
876,45,245.62
1226,2,22.64
502,3,24.50
1005,8,33.64
1665,1,69.67
209,17,103.21
1542,14,120.02
1665,1,7.68
1665,2,64.10
688,18,307.45
1665,1,9.74
1291,3,38.46
274,70,393.54
1665,2,47.36
1665,1,27.72
1665,1,12.19
1665,1,7.36
1179,2,17.39
417,18,102.65
1012,6,78.32
1665,1,18.33
1665,2,8.04
1665,1,10.87
1665,1,8.66
1546,4,119.80
1665,2,35.62
1519,11,157.68
1552,8,31.29
1665,1,22.28
1665,2,8.70
633,26,211.60
1665,1,11.44
982,9,83.55
178,3,44.59
1665,1,13.20
1665,1,31.22
1665,1,64.22
1665,2,19.56
1664,1,4.21
1664,1,11.08
344,5,117.65
1664,1,23.53
1664,7,34.10
1664,1,10.07
1664,1,17.90
1664,2,8.18
934,7,31.67
1162,10,121.07
1664,1,8.66
812,3,27.12
1664,2,4.29
714,29,143.03
1664,1,9.08
1664,1,14.65
1664,3,20.18
1664,5,13.06
1664,4,45.44
569,2,36.09
1663,3,19.63
1651,4,58.34
1664,6,33.65
1664,4,23.22
1537,1,4.30
826,5,41.01
1664,2,12.13
1663,2,31.75
874,18,82.80
1483,7,90.14
862,13,78.64
1663,2,32.32
499,3,107.40
1663,2,28.48
374,102,774.63
1635,2,26.93
1491,6,41.34
1540,2,19.67
1219,4,68.25
1663,1,20.80
223,3,32.25
1663,1,10.58
1650,2,30.38
633,14,161.96
696,16,195.62
1591,3,45.51
1555,3,12.86
635,1,28.35
1663,1,4.34
1663,5,162.05
1663,1,11.62
1663,1,21.66
1191,14,75.95
1663,1,20.75
1662,3,21.73
1662,1,13.60
1379,6,40.27
932,9,72.25
1662,1,8.93
1662,1,19.97
716,6,92.29
1662,1,33.13
170,2,32.71
387,5,52.46
1657,3,33.15
233,8,72.36
1662,1,10.75
1662,1,12.97
1662,4,20.76
1662,2,29.83
1662,1,20.86
1579,2,18.48
1662,2,15.92
1662,2,107.54
1167,6,77.29
1662,1,12.94
650,5,45.32
1384,2,34.21
1662,1,4.12
1662,1,1.03
1662,1,81.67
1662,1,7.49
1650,2,28.32
1662,3,29.49
1662,8,31.24
1662,2,41.20
1662,1,12.56
440,8,130.67
1624,2,23.51
1637,2,29.71
1661,5,45.65
1662,1,95.42
567,18,313.85
1637,6,23.44
341,27,167.36
1661,1,36.18
894,5,160.20
1661,1,12.29
1661,1,12.34
1639,4,45.55
1624,2,31.71
1661,3,10.11
1133,11,125.11
1574,3,9.55
1661,1,12.19
1661,2,4.58
1661,6,26.37
1661,1,23.75
1661,3,44.44
1661,2,17.26
1661,1,65.33
1661,3,19.39
524,14,331.03
1661,3,129.86
1661,1,7.94
1661,1,9.41
1428,7,81.21
1661,1,9.48
1661,1,26.85
1556,7,27.94
1661,1,23.75
1172,2,7.90
1623,3,53.65
1661,2,24.58
580,6,8.39
1661,1,5.85
1661,1,13.76
1661,4,11.86
1661,1,5.70
1661,2,15.09
1310,2,36.14
1165,4,41.76
1661,1,21.58
1533,20,154.68
1661,4,63.38
1661,1,30.07
1661,3,12.57
511,12,107.64
1660,2,64.15
1661,1,7.42
1661,1,34.22
1661,7,7.97
1563,2,20.45
265,6,34.81
238,10,65.79
1566,3,26.58
902,4,129.66
1660,2,17.29
1243,8,102.65
1428,12,104.94
1660,3,21.51
1551,2,25.20
1657,2,49.76
567,30,279.82
1660,1,16.09
1660,3,4.86
560,3,78.81
1660,1,8.38
1540,7,42.24
1660,1,22.70
334,2,32.89
1192,12,92.77
1660,1,24.99
371,14,106.08
1660,1,3.33
1660,2,35.78
693,9,83.08
1660,1,18.22
1660,3,35.46
1240,4,36.54
1660,3,25.11
1658,1,27.27
1660,3,20.71
1095,2,15.31
1660,6,87.50
1660,1,18.80
1658,7,24.80
1645,2,11.70
380,7,85.93
1660,1,23.43
197,22,158.36
1576,6,32.90
1448,3,77.06
869,10,17.25
1660,1,47.13
1078,9,41.35
1650,1,20.75
1659,1,8.78
1659,1,20.70
1623,2,21.71
1659,1,8.05
1469,11,102.36
1520,5,53.92
858,3,36.03
655,4,44.55
1659,2,16.69
1659,3,3.81
1613,24,88.02
1659,2,7.51
1659,3,51.83
1659,1,15.59
1196,3,40.02
1571,14,128.71
1188,2,19.15
1659,4,86.89
289,21,180.41
1659,1,14.48
1389,4,21.83
1659,1,63.28
1659,1,88.33
1659,3,62.44
1592,3,52.33
1659,1,8.41
1659,2,12.15
980,3,144.57
1108,15,102.47
1659,1,8.41
1650,4,106.47
1659,4,18.76
1286,4,60.54
1658,3,29.54
1658,1,107.13
1593,1,20.15
1658,5,17.69
1658,2,23.72
1658,1,5.70
1658,3,13.71
1658,1,18.89
662,21,142.25
1658,1,13.96
1452,21,304.87
1658,3,24.67
1499,4,37.85
443,3,59.72
1658,1,22.39
1658,1,88.33
238,8,81.35
1596,2,75.93
1469,4,30.68
1223,5,15.82
1658,2,41.22
1658,2,27.80
596,3,19.56
1658,1,15.67
1658,1,15.82
1658,2,25.61
1658,1,5.29
1658,7,23.78
1658,4,42.03
1574,7,99.54
1658,1,10.77
1658,1,81.67
1644,3,28.42
1657,3,18.03
1621,1,55.39
1625,9,116.03
815,6,78.78
1657,2,3.76
827,5,48.44
1657,2,56.25
1590,2,19.24
1657,4,20.68
1653,7,241.12
1657,1,14.93
1657,1,13.92
1657,2,34.56
1657,1,13.06
1657,1,6.33
1238,10,94.85
1657,2,71.22
1350,6,65.92
1657,3,46.59
1650,2,43.10
301,25,220.21
1657,2,5.18
1657,1,21.87
714,7,52.71
1657,7,19.35
1597,4,96.15
1657,1,17.02
1561,4,32.72
684,6,153.73
209,5,63.57
1657,1,18.99
1657,1,12.56
1657,1,18.56
453,3,29.88
1289,5,85.21
190,11,122.50
1657,1,22.46
1657,1,78.42
1657,3,51.38
860,10,52.10
1027,32,135.93
1657,1,53.66
1112,3,91.50
1590,14,144.64
1119,7,113.48
1657,1,18.99
1657,6,27.14
1657,1,13.25
1162,5,53.93
1656,1,21.11
728,42,863.53
1122,9,66.54
1656,6,41.88
200,2,32.59
1656,1,12.34
894,4,72.91
866,4,53.57
1201,9,119.92
1656,1,15.41
1656,1,13.29
508,5,23.87
1656,1,6.33
1656,8,147.06
241,36,200.62
1644,1,34.22
1656,1,15.68
1259,8,125.91
1656,2,22.79
1656,1,23.75
1656,1,25.44
1635,6,31.06
1656,1,5.82
1656,3,45.72
1656,1,19.01
1656,2,14.80
1656,2,33.08
231,9,178.60
1091,10,73.64
1656,1,27.67
1656,3,28.35
1656,3,22.13
1087,3,22.42
1656,1,9.04
894,1,-2.10
1656,1,8.78
1654,1,18.99
1656,1,21.11
1656,1,11.07
1656,1,15.43
1656,1,21.11
1656,3,28.93
1656,6,59.83
1520,2,99.93
1655,2,12.54
421,9,145.42
1652,1,65.33
1655,1,23.74
1655,1,30.50
1655,1,13.92
1655,3,32.24
171,12,72.44
1655,3,32.50
1552,9,47.61
1655,2,53.02
562,2,49.21
1648,1,7.49
1606,1,26.30
1655,1,19.46
1655,1,8.41
505,28,238.23
1426,2,9.90
1586,11,116.11
1655,2,42.48
1655,1,49.21
1655,1,15.43
1655,1,14.10
329,24,118.30
1655,1,49.99
1655,1,8.41
1652,3,6.72
1655,1,20.83
1655,2,32.32
1655,1,35.58
1655,1,16.36
1655,1,4.74
1655,6,20.61
551,23,152.98
1655,1,23.75
1655,1,12.50
1655,1,23.75
1626,6,36.22
1583,2,7.91
1654,2,101.64
1646,10,107.65
1567,9,115.59
1654,1,24.87
815,2,12.03
1654,1,14.16
378,10,76.93
1654,2,8.14
1654,3,35.17
351,15,132.64
1654,1,8.41
1654,1,26.26
1654,1,49.99
1654,5,49.24
415,2,15.97
293,17,127.57
1142,14,61.75
1234,11,62.13
1654,1,7.13
1654,3,7.64
1654,2,20.87
1576,2,44.04
1654,4,37.48
1654,1,3.57
1654,1,26.60
1654,1,3.23
1654,1,21.11
1654,1,7.68
1654,2,18.77
1024,10,125.92
1654,5,21.21
1563,9,57.96
1654,1,10.77
215,3,36.54
1654,1,26.13
1654,7,42.37
1654,6,81.79
1654,6,47.53
1654,1,5.52
549,5,55.41
872,28,143.71
1654,1,10.82
1654,1,10.77
1654,1,14.65
563,5,120.47
1653,1,49.99
1619,9,65.63
797,48,290.99
1654,2,22.51
1654,2,4.10
1256,3,22.25
1654,2,23.40
1654,3,16.90
1638,12,375.71
1654,6,160.73
1654,1,14.25
1654,1,6.33
1654,1,10.88
1122,20,172.67
1654,1,14.15
1654,1,35.72
1654,1,7.31
268,14,81.18
929,4,21.87
1654,1,9.58
435,32,125.24
1654,1,23.28
1654,1,8.85
1654,1,14.98
1652,4,27.20
870,15,176.82
1651,2,15.70
1653,1,2.67
669,8,54.09
1653,1,19.55
1653,1,17.90
1653,2,24.05
792,5,34.74
1561,23,135.51
1653,4,55.02
1653,1,28.13
1441,8,43.30
1653,5,28.44
1414,6,51.07
1653,1,26.85
282,13,92.10
1653,1,37.33
503,6,120.96
1653,3,7.51
1653,1,35.17
1653,2,24.72
1653,1,6.66
418,5,45.39
1653,1,21.55
1653,1,14.16
1653,1,9.16
820,4,3.25
1653,1,14.10
921,5,38.21
1653,3,12.22
1653,1,25.61
180,8,131.51
1653,1,95.42
1653,2,24.14
1653,3,9.95
1560,3,23.34
1653,1,65.33
1315,2,13.79
1653,2,25.92
1625,3,36.29
1653,4,91.54
1653,1,12.99
1652,2,40.48
530,25,215.22
1652,1,19.46
1652,5,103.52
1604,8,279.72
1652,1,24.60
692,1,8.97
1652,1,22.39
1264,8,174.52
1652,3,46.76
1652,1,8.78
498,44,608.68
1652,1,14.27
502,4,63.06
1652,3,21.02
1652,2,60.76
215,20,279.09
1652,1,20.75
1651,1,19.05
1652,4,24.68
1652,1,23.63
176,39,272.54
1652,1,13.63
1652,1,10.07
1652,1,13.06
1652,1,65.33
1652,1,11.98
1652,1,13.05
1652,2,23.61
1315,15,227.98
1535,3,158.42
1652,1,14.25
664,8,86.22
1652,2,67.66
1651,1,8.63
442,3,31.37
1588,2,23.04
1526,6,48.11
1651,3,39.26
1651,1,20.51
1651,1,8.44
1651,2,22.00
1651,1,35.18
1651,1,10.49
1651,4,40.91
1651,1,9.63
813,14,50.66
1651,1,11.70
1040,10,44.45
1651,1,8.83
932,27,342.95
1651,4,12.49
428,3,29.74
196,24,142.91
1651,2,20.03
824,6,88.43
1607,4,63.31
1651,1,8.41
1605,2,14.75
1651,1,17.37
1546,4,17.52
1651,1,4.12
870,2,40.12
1651,1,3.54
1651,1,70.11
1646,3,45.34
1651,2,10.53
207,5,75.57
1651,4,35.19
1651,1,21.21
1651,2,18.01
1651,3,20.91
1282,7,67.74
1651,3,36.10
1651,1,2.76
1650,3,11.58
1650,1,3.44
1636,4,47.77
1650,1,49.99
1650,1,15.39
432,2,35.50
1650,2,25.40
1361,4,38.92
1314,1,19.79
1650,1,3.36
1650,1,20.49
1650,2,86.81
1626,6,48.12
1184,2,21.24
1650,2,27.24
1649,4,132.36
1650,10,15.77
1650,6,33.57
1650,1,1.28
1650,1,21.11
1650,1,26.71
1510,2,16.42
1650,1,13.60
1646,3,25.90
712,18,58.39
1641,6,98.07
1650,2,21.08
1650,3,10.89
1649,7,45.50
356,12,90.61
645,33,190.75
600,5,52.47
640,4,51.90
671,16,250.53
1535,8,70.97
1649,1,6.98
1649,1,1.73
1649,3,19.12
271,1,12.33
1649,1,6.94
1615,1,12.38
932,3,36.35
1649,1,11.70
1649,2,4.29
1649,1,1.73
1242,9,86.22
1624,2,29.91
1649,5,20.23
950,9,65.42
1649,1,26.24
1649,3,36.01
1649,1,18.74
1649,5,29.94
1585,2,44.25
660,30,228.76
1247,17,118.80
1358,2,25.19
679,2,102.00
1502,6,51.43
1649,3,14.77
1649,2,6.87
264,48,654.69
1649,2,62.98
1649,1,26.71
1649,1,23.28
1138,3,61.61
222,105,441.56
1648,1,37.33
1616,3,49.81
1648,1,23.75
1648,4,34.08
196,3,57.39
1241,20,87.82
1329,7,64.96
1648,1,19.15
1228,2,21.67
232,30,728.32
633,4,43.35
1648,1,17.75
1648,1,67.46
1648,1,7.68
1648,2,15.09
453,39,402.36
755,12,66.86
1648,1,20.83
1634,5,15.90
1562,4,19.81
1648,4,17.79
1648,1,15.39
1648,2,12.79
1648,1,17.02
1648,3,16.82
1648,1,11.70
1648,1,9.25
1648,1,9.74
1648,6,32.74
995,8,40.25
1648,1,6.59
733,47,364.30
1648,1,7.28
1648,1,49.99
1647,7,37.21
611,11,183.41
1647,2,19.12
1062,3,43.03
414,6,97.54
1647,1,8.78
1647,2,14.47
1647,5,38.78
1620,3,21.65
1647,2,16.36
1647,4,31.83
1647,1,37.33
1647,3,58.15
1569,1,8.93
1647,3,17.78
1647,2,38.79
1647,4,85.86
1647,1,25.61
1044,11,150.56
1647,3,25.29
241,9,68.89
1647,6,13.13
1221,9,81.18
1389,1,29.84
1647,1,7.91
1647,1,9.27
1647,1,32.05
1647,7,39.63
1647,2,8.95
1647,2,10.79
1647,1,14.25
1647,1,7.56
1647,1,12.04
1629,1,7.72
1647,3,26.35
1208,4,84.80
1647,1,26.63
1647,3,15.64
1562,9,59.63
490,12,95.77
1647,1,10.98
1647,1,19.21
1527,4,100.79
1647,1,23.53
1606,5,10.63
1647,2,20.40
1646,4,9.03
1647,1,6.66
1646,1,4.20
1106,14,50.69
1646,2,3.19
1646,1,7.49
1241,12,101.65
1646,6,184.47
1646,1,8.41
1646,3,14.79
1646,3,22.03
541,1,15.93
1646,1,9.10
328,12,184.91
1646,1,28.99
1646,1,49.99
1646,1,10.88
1646,5,34.00
694,17,276.42
1588,2,23.60
1455,5,79.50
1646,2,29.66
1643,1,13.76
1646,1,9.74
1646,7,22.93
978,37,163.79
1646,2,18.47
1646,4,10.95
548,30,229.79
710,3,44.09
645,7,32.21
1615,10,49.62
824,10,88.00
1086,12,75.44
1646,2,17.75
320,10,108.61
1601,3,43.65
1601,1,14.25
1644,6,16.54
1356,9,54.37
1276,3,56.56
1645,2,21.12
1635,2,32.91
1645,2,26.41
1616,7,92.92
1645,1,84.27
1391,2,29.40
1645,1,12.59
1645,1,32.96
1645,1,26.24
377,21,131.73
1634,7,47.93
990,3,89.39
1629,2,35.72
1645,1,34.22
1645,2,26.67
1645,1,23.43
1171,4,60.68
196,3,28.63
1645,1,9.62
1470,2,15.44
204,5,14.52
1645,1,30.50
450,4,76.60
1645,2,21.07
1645,1,19.01
360,2,19.46
1645,4,34.87
503,7,273.16
1645,1,6.46
1645,2,29.18
1645,1,19.39
1607,2,12.67
1645,4,37.58
1642,2,31.49
533,11,80.44
1645,2,19.48
1645,2,24.27
1623,2,11.72
1330,11,103.94
1353,6,67.84
229,513,4126.96
516,22,169.01
566,8,60.18
1645,2,27.89
1645,1,10.73
1645,12,14.10
1645,1,15.43
1584,8,39.70
781,14,111.21
1645,1,3.98
1645,1,49.99
1644,1,28.99
1644,1,9.74
1537,2,17.70
1518,9,41.56
1644,5,30.21
1640,4,13.80
1508,9,74.22
1644,1,6.63
1644,1,11.62
1644,2,19.63
1644,3,27.67
657,3,56.63
352,10,75.82
1638,4,29.74
1644,1,6.62
1015,15,132.04
1158,5,50.81
1044,10,116.61
1281,4,107.26
1644,1,10.18
1633,1,4.83
1644,1,4.49
1643,5,54.77
1641,1,83.32
814,60,414.95
1294,6,86.48
826,1,14.88
1028,4,28.71
1631,3,156.48
1339,5,32.70
1555,1,13.33
1643,3,21.90
1156,9,28.33
1553,2,12.43
1644,2,12.19
1559,6,41.05
1638,1,37.49
872,21,200.88
516,4,22.60
1633,3,19.70
1644,4,32.11
1089,99,1344.73
1644,2,27.85
296,3,49.61
619,3,47.87
446,2,11.68
262,3,25.22
1607,1,13.33
1407,10,80.74
507,2,65.62
179,6,102.56
1583,1,8.66
799,5,13.23
1644,1,12.34
1632,2,66.64
1644,1,12.34
1185,8,75.17
1643,1,49.99
214,18,197.70
1644,1,34.65
1644,1,49.99
1644,4,55.91
619,10,51.32
1644,3,116.40
1643,3,39.94
1581,14,42.55
1643,2,21.96
1643,1,9.74
1013,12,122.48
1643,1,12.34
686,6,77.01
277,15,175.54
873,1,38.92
1267,1,18.81
730,5,73.13
267,78,736.41
1242,3,55.20
691,3,38.61
1626,3,15.49
1643,1,34.22
1519,7,87.34
935,4,73.38
1196,2,47.53
1015,7,63.79
260,3,42.92
1007,1,16.62
683,3,43.41
1212,3,37.76
1625,1,13.54
284,8,115.76
1626,1,6.49
1643,4,92.65
1383,1,3.59
1643,1,14.53
1617,1,2.40
1642,1,6.83
1642,4,43.05
1355,2,86.37
1643,1,14.53
196,29,259.15
1322,8,70.55
1641,1,88.33
1250,3,25.68
1643,2,17.19
1020,1,5.77
366,5,50.97
1580,6,125.33
484,1,9.40
1642,5,16.27
711,10,83.68
560,1,27.49
1642,1,25.61
1641,7,75.74
1642,1,18.22
1085,2,47.87
862,1,4.91
1642,7,52.28
552,8,101.46
1642,2,9.82
1642,3,25.08
1642,1,20.83
1637,1,14.53
962,4,32.39
1574,3,57.69
629,1,30.33
275,1,9.13
1642,3,18.22
1642,1,15.70
1642,1,36.00
1249,2,33.39
1018,3,40.03
1638,1,23.75
1642,1,5.83
1360,1,4.92
187,1,23.08
1642,1,29.14
221,7,109.72
1641,2,27.68
1218,4,45.67
1642,4,39.95
1547,11,134.56
1642,1,18.29
1642,2,27.88
214,10,222.68
1378,7,92.22
1642,1,5.45
1642,1,12.34
1642,2,38.50
313,9,87.92
1642,1,21.11
1639,1,14.61
773,2,2.59
1550,5,52.96
1642,1,7.72
1642,1,65.00
1496,4,51.29
1642,1,49.99
1641,1,12.34
1519,3,16.35
627,27,134.37
1641,2,13.06
786,2,65.70
314,38,415.93
1641,1,4.83
1191,1,5.47
664,9,112.71
1641,5,33.01
1641,1,19.20
1373,3,20.74
1641,1,64.92
1641,1,18.22
540,1,10.15
1408,3,30.79
1241,5,40.04
1097,4,63.46
621,9,117.90
241,7,67.10
1640,1,3.70
1641,1,13.93
1457,14,89.06
1557,1,13.33
765,3,26.94
1427,9,82.12
1637,1,6.36
781,7,63.08
1641,1,16.80
1641,1,6.97
1297,12,24.39
304,14,145.43
1641,1,12.34
287,12,106.71
1591,5,99.40
1604,9,102.29
315,2,34.03
1641,1,7.35
849,32,257.80
1641,1,7.49
1641,1,7.13
1601,1,3.93
820,5,33.60
455,12,193.98
1185,1,14.33
1640,1,17.09
1028,2,29.27
916,12,55.57
1641,1,14.33
1641,2,19.42
1640,2,10.98
1641,1,12.34
1248,5,57.76
504,7,186.65
1560,8,48.32
1550,2,33.70
729,25,106.68
1638,1,12.34
1140,9,34.67
948,1,51.06
1479,2,36.52
868,5,32.07
1597,2,29.93
867,16,98.46
1527,3,60.32
1179,2,16.90
1135,5,78.07
1633,2,29.06
1314,9,66.51
1640,2,12.73
1025,8,65.02
1636,3,27.63
1577,1,65.33
1640,7,46.76
1640,4,18.07
1227,10,72.45
1640,1,6.83
1639,4,31.49
769,1,5.10
1640,1,14.53
428,4,73.52
1472,16,122.83
435,3,43.12
560,1,10.98
1635,1,12.34
434,6,113.82
1298,2,20.84
1640,1,8.78
985,4,104.52
1640,1,9.58
1616,8,189.25
1640,2,7.83
1395,2,30.62
1637,2,17.27
1013,6,67.16
1377,2,6.92
1640,1,12.34
1640,5,48.20
1590,1,45.30
1640,2,14.07
1640,1,12.34
545,20,131.18
1330,3,41.50
1523,1,8.57
232,3,26.22
1348,3,6.58
204,17,224.41
1479,3,57.25
1640,2,11.13
1640,2,21.88
1389,1,9.36
1478,5,84.04
935,3,42.53
1618,2,40.96
1640,1,15.96
195,5,51.92
1338,7,23.53
1640,2,18.80
1640,2,64.15
1536,1,13.33
1640,2,6.75
185,4,62.02
1570,4,36.69
1491,2,24.47
1632,2,17.05
1640,1,19.57
1640,1,7.28
1479,3,60.18
1640,1,7.68
1639,2,15.93
1479,2,63.85
1208,8,59.52
599,1,38.18
1025,3,46.70
1640,1,19.39
1587,6,58.56
1640,1,14.53
1560,11,95.94
1590,5,52.89
882,2,64.04
1416,4,30.83
206,5,61.83
905,26,226.24
1640,3,34.82
1599,8,80.67
1640,4,11.44
1524,11,53.41
1092,5,58.39
1640,1,16.24
1640,1,3.70
1636,1,12.34
446,4,44.97
571,6,71.58
1640,1,31.49
496,13,168.99
1606,7,104.49
1467,1,13.11
1640,1,14.63
557,5,55.05
1547,16,59.92
1640,1,17.17
1640,4,20.31
430,4,37.85
1640,7,70.59
1274,1,0.83
1514,6,22.09
1028,5,39.26
470,14,111.09
1180,4,93.98
1640,1,8.78
1640,1,14.53
1201,7,61.95
1385,3,18.14
1136,1,85.68
464,28,115.68
1607,4,24.24
1231,3,36.08
1640,1,11.98
1171,4,66.89
1640,2,20.70
1640,1,15.59
1632,5,36.12
1640,1,33.70
855,2,26.59
227,9,19.31
1635,4,24.40
1640,1,7.72
1622,3,46.00
1640,1,7.96
447,5,89.90
1607,2,19.58
561,1,7.27
1095,6,73.43
1508,13,76.20
1639,5,46.77
1639,1,12.34
1639,1,6.63
365,12,131.70
1629,2,54.06
918,4,9.90
782,2,15.87
1639,1,5.49
1177,35,303.21
757,4,101.92
1639,1,34.10
1452,4,39.69
1639,2,53.31
1639,1,21.50
1639,1,6.98
1639,4,40.78
1229,8,123.16
1639,1,13.38
1515,5,25.83
1634,2,9.67
1639,2,33.65
1637,3,46.47
401,28,226.38
1639,1,8.74
1639,1,10.03
1070,19,219.60
1456,3,47.94
895,12,112.32
1639,1,8.31
1639,3,44.79
1639,1,29.98
1525,19,71.14
1639,2,12.46
1639,3,31.57
272,2,172.71
885,9,115.12
1639,1,8.74
1607,4,31.89
1606,3,16.87
1612,3,13.60
1639,1,23.74
1602,7,48.95
1365,13,59.19
1639,1,6.74
1638,4,50.66
1638,3,30.36
1639,5,55.36
1638,1,20.83
1638,3,7.25
1638,1,192.67
594,3,9.78
1084,5,26.17
1638,3,83.59
1638,2,35.97
1638,4,33.28
1000,22,296.22
1638,1,9.74
1638,1,29.47
1638,2,22.70
1636,1,43.33
1638,5,22.35
1184,8,54.96
305,5,76.79
1638,1,25.48
1601,5,40.39
1638,1,8.03
1638,4,20.48
1638,2,22.80
1638,1,14.53
1624,2,3.98
454,3,33.49
1636,2,9.77
244,26,223.90
1212,12,114.03
1196,10,50.89
1638,5,27.50
1049,7,65.84
1637,2,15.71
1638,2,14.32
1638,1,13.50
1378,7,97.80
1638,1,69.67
1282,6,39.87
397,32,308.16
1638,5,43.18
949,9,157.05
1638,1,21.11
1637,1,7.49
559,21,170.39
1637,1,12.49
1637,1,37.33
1327,2,25.89
1637,1,19.15
1167,9,103.64
1025,13,132.67
712,7,198.64
1637,1,4.11
1637,1,39.98
173,19,117.84
1637,1,13.33
1637,1,8.18
1637,1,10.43
1637,1,4.11
175,1,25.48
858,9,82.00
1637,2,21.43
