recency,frequency,monetary,variety
531,13,297.80,13
666,2,78.91,2
1017,6,20.32,6
1286,58,1075.72,49
201,5,81.03,5
1599,1,36.96,1
508,3,45.28,3
1975,4,93.54,3
343,24,161.41,17
435,2,16.30,2
1088,21,242.63,17
2521,2,17.34,2
435,30,402.04,24
916,7,87.74,7
1606,11,171.56,9
2338,12,518.26,10
1242,2,14.78,1
681,16,264.53,16
1031,127,1743.86,98
1592,39,369.03,17
201,149,2525.61,90
1217,9,107.71,8
1810,32,325.00,30
1475,145,1344.14,94
2610,4,106.30,4
2127,21,145.79,19
2100,19,273.06,17
2920,7,62.20,6
284,1,19.07,1
499,5,25.87,5
2482,4,42.49,4
2052,3,72.05,3
524,1,11.13,1
2320,6,133.46,5
1359,41,441.10,37
895,5,16.47,3
2586,3,117.02,3
1538,12,113.23,11
1384,3,8.71,3
326,5,26.82,5
2774,4,43.84,4
2361,1,29.16,1
180,11,131.99,11
1753,36,557.67,27
1748,16,40.34,13
1105,2,30.95,2
2203,4,83.83,4
398,7,114.61,7
321,26,198.35,21
421,43,713.73,35
2227,154,8138.62,68
1607,15,-66.82,13
1160,35,386.90,25
2441,22,249.92,17
222,2,40.48,2
337,67,765.26,53
319,12,60.87,10
1814,1,18.88,1
420,1,16.54,1
292,4,11.54,4
1242,12,81.43,11
2324,12,110.70,10
2505,7,87.11,6
2244,1,7.42,1
1409,5,97.26,5
2119,18,375.98,16
1790,178,3116.88,109
790,17,169.31,15
1596,15,248.94,15
2496,2,14.82,2
872,7,80.58,4
1299,11,91.34,10
266,1,16.01,1
1972,3,60.75,3
811,5,34.34,5
331,51,1188.83,39
293,4,31.58,4
900,2,100.17,2
2518,6,238.99,6
889,1,11.97,1
2485,8,46.09,7
657,6,83.58,5
527,33,543.73,30
1638,1,35.99,1
832,11,109.78,10
506,14,299.04,14
994,4,31.26,3
2412,14,147.10,14
501,16,149.97,15
2319,1,22.45,1
1932,12,79.52,11
893,67,836.67,47
1855,55,1058.77,49
455,7,290.11,7
2541,2,106.66,1
211,28,188.18,24
2512,2,162.71,2
1373,33,303.00,30
499,28,335.68,21
2734,5,31.69,5
895,7,47.48,7
2022,7,126.86,5
2495,2,28.31,2
2525,5,87.40,4
1605,3,50.01,3
1054,2,7.71,2
789,16,260.62,14
1971,4,121.50,4
1298,7,67.42,7
230,34,581.71,25
503,24,367.79,22
1311,8,37.18,8
413,1,13.98,1
552,53,407.12,46
448,42,456.14,39
2641,5,77.74,4
2655,1,99.33,1
1016,10,50.99,9
175,4,42.44,3
1005,15,187.23,13
2607,2,45.08,2
1616,1,8.05,1
2895,2,36.62,2
347,1,9.20,1
543,10,214.00,10
2335,9,194.96,8
1246,14,347.33,14
2539,4,73.58,3
1813,9,291.26,9
1680,11,157.02,11
935,10,74.46,10
1813,3,36.47,3
1217,3,17.12,3
2230,40,990.81,36
2718,2,53.92,2
629,100,1036.96,82
1765,2,12.87,2
2216,1,33.32,1
2283,5,46.13,5
1499,4,78.93,4
568,6,73.11,4
252,6,60.16,5
1219,5,58.42,4
2176,4,30.96,3
585,60,1058.06,47
2732,3,30.52,3
2694,1,48.75,1
507,51,961.13,35
1242,1,3.32,1
2229,2,26.65,2
1174,1,6.49,1
2343,15,197.34,11
171,10,96.15,10
2639,16,792.84,12
1859,5,38.01,5
2743,62,621.25,45
2696,6,58.11,6
2326,25,385.13,23
2500,3,125.13,2
2239,4,175.54,4
1992,1,39.97,1
455,4,50.60,4
1623,7,100.88,7
2413,2,66.65,2
1629,1,18.63,1
1243,17,245.91,17
210,1,4.17,1
1024,15,311.59,8
197,42,298.29,36
2325,12,383.28,11
1737,8,168.58,8
692,2,13.22,2
219,145,1609.69,89
2078,3,95.78,3
239,1,9.33,1
636,4,27.64,4
2399,1,53.30,1
1725,1,3.33,1
2298,4,52.48,4
171,39,228.44,32
704,16,170.86,13
662,8,90.44,7
1751,3,48.51,3
2160,14,242.56,12
439,14,186.02,13
717,37,669.54,31
2535,11,145.03,11
1028,7,199.84,7
1376,4,55.26,4
295,1,8.23,1
2418,11,142.69,8
2329,2,69.37,2
187,33,269.92,30
596,41,495.02,37
411,23,355.34,23
2539,1,11.63,1
438,21,440.20,20
274,157,2159.35,136
2730,5,46.54,4
1300,9,153.21,9
2211,12,105.40,6
539,34,602.01,25
1936,16,47.90,16
958,2,24.34,2
1028,3,15.04,3
1677,3,134.95,3
663,6,36.91,6
1588,3,61.78,2
1491,10,168.75,10
190,23,639.37,20
2256,5,110.26,5
2436,4,76.91,4
932,22,360.48,21
2893,4,192.99,3
872,29,373.43,25
389,224,4382.26,149
916,27,385.00,21
1520,3,67.83,3
1659,2,68.49,2
1255,8,162.46,7
2082,46,631.39,40
2512,20,245.53,16
1229,9,125.90,6
1676,15,173.51,14
555,17,425.92,16
1756,27,36.97,10
2751,2,45.93,2
1953,16,342.16,10
1023,51,280.21,43
2897,6,150.89,5
244,69,945.78,65
1934,1,7.00,1
809,1,7.79,1
2363,1,16.66,1
1727,8,58.00,8
690,24,259.98,24
1528,19,278.56,19
1876,1,5.22,1
1468,12,172.10,12
1106,1,1.05,1
2635,1,62.93,1
2584,1,27.51,1
974,2,36.62,2
575,20,191.97,18
1387,4,19.32,4
1157,9,11.88,5
197,4,81.59,4
2212,1,67.46,1
209,127,1000.22,106
312,18,544.34,13
207,23,278.78,21
2527,3,98.81,3
2778,5,64.70,5
1516,16,435.97,13
524,7,49.13,6
1340,1,1.39,1
300,7,56.33,7
1797,3,55.79,2
294,60,398.02,48
887,1,108.33,1
2350,20,226.55,12
1479,4,104.36,4
571,55,523.60,50
1701,1,5.18,1
206,8,62.34,4
1604,12,260.53,7
2091,1,19.92,1
394,17,233.36,15
203,3,36.30,3
2089,14,730.34,10
1392,36,284.27,32
1819,9,132.92,9
514,21,142.49,21
1163,2,27.02,2
191,10,212.20,10
1338,19,93.48,18
1100,2,10.22,2
221,95,1884.80,63
1218,14,411.23,14
302,11,187.35,11
1599,2,18.11,2
2688,1,115.83,1
660,6,34.82,6
2841,3,162.20,3
1241,1,24.29,1
2238,3,31.79,3
328,4,21.40,4
1603,3,66.42,3
569,13,232.34,13
724,18,173.66,17
181,294,2398.00,199
694,2,11.40,2
660,1,8.18,1
425,11,219.04,11
543,42,455.18,40
1980,1,8.32,1
565,23,440.23,22
202,16,220.26,16
588,11,106.46,8
2010,10,127.35,9
2716,1,31.88,1
337,183,3206.85,54
1381,10,60.15,9
643,2,27.42,2
586,36,288.93,32
1607,2,102.21,2
338,105,1736.68,80
505,4,27.37,3
1659,1,38.98,1
2132,3,209.89,3
1581,29,404.76,25
351,25,614.09,24
2200,9,243.86,8
2897,4,399.53,4
1606,9,60.74,8
2098,15,340.90,15
1911,6,107.71,6
493,30,793.34,21
2020,5,198.90,5
867,1,33.34,1
2922,2,13.20,2
250,20,147.82,15
2729,2,67.46,2
872,4,93.18,4
851,14,246.66,14
714,2,40.70,2
2689,9,156.52,9
408,25,471.35,21
1448,1,15.21,1
2390,12,274.29,10
1008,1,35.99,1
897,84,1733.33,75
1678,16,197.81,12
875,17,127.30,10
705,16,163.80,15
2322,6,42.85,6
1174,5,81.44,2
296,46,366.70,35
2274,6,157.55,6
1217,78,1887.22,37
1044,5,67.16,5
2541,3,30.17,3
2689,2,59.35,2
291,14,200.17,14
175,6,31.58,6
766,2,36.47,2
2523,8,141.84,8
1264,1,14.68,1
1885,1,26.38,1
268,71,1813.06,54
498,13,203.34,12
2809,1,23.33,1
779,21,431.75,18
259,48,685.39,38
212,19,440.59,18
2548,2,38.65,2
2497,2,20.36,2
2334,8,191.50,6
1581,1,142.25,1
1843,22,218.65,18
501,1,30.88,1
1503,2,20.51,2
2060,2,719.12,1
266,7,99.63,2
2584,10,114.90,10
768,7,96.51,7
1607,4,103.97,4
2585,9,69.09,7
1560,31,691.96,30
171,36,592.82,29
1645,2,24.68,1
2409,20,158.46,19
2254,2,16.95,2
2535,15,88.80,13
2484,2,43.47,2
2194,1,65.93,1
2547,1,28.74,1
2758,5,92.89,5
649,4,52.99,4
2733,3,75.48,3
2092,9,683.38,7
2379,9,149.23,9
1017,9,84.62,8
1877,3,26.84,3
2405,22,287.88,19
302,1,7.48,1
381,24,306.12,23
1287,4,67.91,3
2940,2,27.98,2
507,2,16.53,2
668,57,698.98,54
2052,17,307.96,16
1005,18,362.87,13
1063,1,7.97,1
1831,8,188.65,8
800,1,10.14,1
2295,1,74.96,1
446,9,137.66,7
1907,2,26.79,2
2727,1,55.42,1
218,26,326.44,21
2098,1,24.58,1
2040,3,414.97,3
907,3,62.27,3
2690,10,112.77,10
2118,4,226.57,4
2174,6,120.67,6
2710,3,198.51,3
324,4,89.79,4
1244,2,100.03,1
359,2,29.23,2
1247,38,388.30,34
976,23,291.08,19
1358,39,303.75,29
1535,2,32.38,2
551,2,47.40,2
365,29,347.25,22
498,89,1262.52,68
2151,2,59.92,2
833,8,169.93,8
2114,2,41.54,2
685,28,213.62,27
1518,5,134.89,5
1911,1,5.80,1
526,8,131.64,8
174,18,232.64,17
1323,3,116.97,3
1398,38,556.35,32
2857,2,24.96,2
1804,6,42.46,6
1165,11,177.01,11
407,7,46.92,7
1984,1,86.35,1
2540,4,20.14,4
2441,2,6.64,1
1519,3,31.77,3
947,24,483.32,23
666,1,15.64,1
511,9,115.07,9
290,7,44.54,7
1002,2,20.35,2
2462,6,286.13,6
2237,1,7.42,1
1273,2,73.18,2
1885,1,9.02,1
557,4,98.91,4
661,32,442.45,31
946,5,93.94,5
285,1,15.78,1
708,15,152.79,14
1282,12,179.58,12
2179,56,1062.56,50
1203,1,13.97,1
2792,2,64.80,2
942,4,34.01,4
2413,8,61.05,8
432,8,51.55,8
2129,2,83.25,2
552,1,10.22,1
1460,3,22.17,3
569,19,314.87,19
2693,2,90.04,2
829,6,186.90,5
1413,1,20.66,1
1002,1,6.09,1
1550,2,16.59,2
2291,1,33.32,1
1264,16,278.88,15
929,3,42.52,2
284,47,509.84,42
2281,5,76.68,4
1479,15,215.39,13
1967,1,102.71,1
1719,19,153.60,17
626,3,48.91,2
2584,5,64.37,5
2861,1,27.54,1
570,5,53.11,5
2648,10,198.92,10
2216,10,214.59,9
1271,4,22.86,4
1235,38,622.97,35
1673,12,56.57,12
539,264,2364.32,190
912,116,1307.26,71
2681,36,261.93,13
1173,5,18.37,5
703,6,47.54,6
1937,4,74.10,4
894,14,106.67,12
600,3,32.36,3
2045,1,41.10,1
508,12,166.88,12
677,50,722.25,31
619,21,227.29,20
1623,38,170.20,23
911,1,19.77,1
821,21,984.82,20
830,386,4429.91,182
1769,5,134.80,4
1048,24,510.87,22
1174,14,349.25,13
209,28,398.77,27
1184,21,61.76,14
807,1,19.23,1
1848,11,211.17,8
2693,10,106.73,8
1045,7,57.16,5
1675,4,27.78,3
498,60,824.36,46
661,1,7.79,1
2605,14,120.48,14
287,40,481.28,36
545,5,135.86,4
2667,4,49.12,3
2813,6,95.50,5
783,73,949.48,61
1750,9,101.62,8
2113,23,376.03,20
2155,6,105.88,6
2826,1,73.33,1
1492,2,22.66,1
266,4,54.46,4
326,70,684.11,60
500,15,98.78,13
1240,1,10.23,1
2711,27,252.64,26
278,43,564.83,37
2755,4,61.88,4
2270,1,43.16,1
687,28,453.51,21
2793,4,51.66,2
2479,27,283.12,26
831,59,751.19,38
936,4,55.73,4
2867,7,97.79,4
2386,1,94.21,1
203,61,909.16,35
1560,5,12.53,2
1989,16,316.83,12
1819,2,92.88,2
640,11,103.91,11
2730,1,37.48,1
2405,1,24.99,1
193,47,384.44,31
2722,10,97.90,10
2323,6,73.97,5
1771,5,37.30,5
324,29,409.14,29
1923,2,61.02,2
512,4,72.93,4
223,21,207.82,18
990,3,7.64,3
817,6,130.11,6
1949,10,153.48,8
854,24,470.08,21
1015,3,10.64,2
2263,4,79.30,3
2372,1,54.16,1
428,23,281.70,22
1216,10,83.92,10
2577,2,46.08,2
1938,9,154.84,7
1954,3,43.70,3
2829,1,60.21,1
1745,3,11.22,2
1838,1,29.93,1
2541,3,34.98,3
2253,4,76.45,4
531,13,165.57,13
2914,9,159.86,9
1895,5,52.68,5
1971,2,59.91,2
1283,8,47.81,8
1399,15,144.18,14
806,38,776.06,36
2131,7,118.16,7
942,1,16.01,1
1079,2,17.90,1
628,25,176.69,20
1182,1,13.63,1
309,345,3604.67,181
729,25,380.38,24
640,21,367.07,21
2549,14,43.73,4
1015,6,140.92,5
2447,2,43.62,2
2406,4,100.21,4
870,32,238.31,30
792,6,36.93,5
2770,2,58.78,2
2032,3,62.96,3
2831,5,95.50,4
691,48,531.63,45
1596,16,191.26,10
1453,7,216.07,5
474,1,27.65,1
2901,1,58.32,1
353,6,47.52,6
2412,3,62.46,2
1791,2,24.18,2
2678,2,59.33,2
391,2,22.04,2
1299,1,12.68,1
902,24,274.34,22
748,29,141.87,20
1617,6,136.42,4
325,6,66.48,6
1748,2,57.11,2
2480,1,16.00,1
194,33,204.85,25
861,181,1995.48,123
1317,1,15.42,1
530,5,55.43,5
1556,1,8.97,1
293,5,52.36,5
572,2,80.53,2
2466,2,9.90,1
661,7,47.86,5
2650,30,494.84,20
2285,6,68.36,6
1412,9,93.94,8
492,21,636.72,17
1122,2,10.98,2
2786,3,204.11,3
2686,16,257.75,16
2199,49,701.63,45
689,43,692.30,36
1233,1,88.33,1
231,34,409.69,32
2760,2,55.04,2
497,98,1179.37,85
454,1,15.73,1
244,1,29.38,1
2015,1,16.66,1
195,13,201.07,12
2326,4,69.39,4
1375,4,34.70,4
549,3,48.69,3
957,1,25.88,1
1507,8,98.83,5
1550,1,19.93,1
2877,2,37.41,2
1900,2,60.03,2
2869,3,28.65,2
1781,3,52.63,3
453,161,3306.77,100
1971,5,42.88,5
2646,7,474.19,7
2439,4,213.29,3
448,20,95.56,17
1739,4,67.44,4
278,5,32.18,5
811,26,335.34,21
195,7,112.12,7
1582,3,19.63,3
940,41,531.19,34
1999,1,63.30,1
1013,23,196.48,21
924,12,178.39,12
739,11,91.14,11
742,1,8.14,1
195,18,349.02,16
1392,5,112.72,3
673,53,281.34,47
1421,14,60.19,7
1352,8,27.86,8
2659,4,43.90,4
223,14,159.40,10
823,3,37.66,3
1081,5,65.07,5
1477,12,356.11,12
657,3,16.30,3
1687,17,306.72,13
298,34,373.63,28
328,26,477.00,26
686,9,132.81,9
657,14,135.52,12
1969,4,44.15,4
688,3,13.22,3
1930,2,47.41,2
1801,2,21.89,2
704,2,22.98,2
1822,4,150.80,4
2905,3,48.18,3
2345,2,128.45,2
1994,1,92.72,1
2848,3,46.34,3
1063,3,7.16,3
186,3,70.07,3
525,2,70.67,2
1066,2,43.16,2
2037,1,25.75,1
950,101,886.18,71
2182,4,130.35,3
1777,4,44.85,4
283,55,1405.78,40
1798,4,27.09,4
2377,8,211.17,8
177,3,18.55,3
2849,2,27.48,2
449,7,70.44,7
2697,6,91.71,6
371,127,1505.50,91
232,2,24.66,1
2184,1,17.34,1
1398,18,364.21,17
1731,15,85.90,15
197,76,680.88,73
1224,17,260.80,12
1670,1,19.21,1
804,7,120.67,7
2328,6,72.13,6
336,6,89.79,5
2452,20,144.44,20
713,65,399.85,49
1654,13,185.91,13
2761,5,42.79,5
1552,4,27.70,4
1988,1,33.32,1
503,2,83.67,2
2482,3,70.79,3
419,11,67.31,10
360,8,238.53,8
831,56,567.40,53
641,8,184.83,6
2275,3,47.32,2
2832,4,64.80,4
808,6,177.66,5
1832,1,28.25,1
344,92,615.92,79
1607,1,15.46,1
2497,2,39.06,2
2341,6,78.82,6
452,51,285.23,39
2146,28,340.92,19
2189,27,638.84,17
206,33,223.04,31
187,23,278.18,22
209,12,209.76,11
1662,5,29.25,5
413,3,235.95,3
738,4,29.15,4
2630,1,39.95,1
562,96,1731.14,88
266,33,228.42,28
1275,4,41.07,3
2149,5,0.00,5
2317,13,116.49,13
555,1,49.66,1
687,42,242.94,40
643,54,664.79,46
337,10,244.12,10
976,15,276.86,11
776,1,40.88,1
2460,13,278.64,11
1116,3,38.10,3
2718,1,44.93,1
2655,7,45.59,7
432,2,31.98,1
2002,4,215.67,4
2059,4,41.90,4
2821,3,46.25,3
2503,3,131.92,3
1702,1,16.92,1
1420,34,645.22,33
235,246,3303.49,128
825,7,85.68,7
1805,8,52.17,3
1931,5,132.19,5
345,3,22.71,3
393,40,712.72,37
558,2,23.49,2
1466,2,20.36,2
501,8,83.26,7
2377,5,80.69,5
301,34,798.69,25
2699,4,142.53,4
585,7,90.73,7
949,2,80.87,2
681,7,122.77,6
2674,3,45.79,2
2713,6,120.04,3
1982,25,737.91,22
1923,3,39.16,3
185,2,55.44,2
441,4,42.03,4
936,13,100.53,13
1836,26,373.77,21
609,19,181.83,15
1041,6,97.92,6
2551,6,60.42,4
2811,2,43.67,2
2606,11,205.50,10
173,55,521.44,51
494,22,257.19,21
616,15,328.36,11
329,39,795.01,36
1968,22,268.59,22
1049,26,329.18,26
268,2,21.50,2
508,1,15.12,1
170,67,982.07,60
1415,3,425.52,3
484,1,20.01,1
1216,11,365.22,11
1746,5,27.74,5
2115,3,42.34,3
871,51,441.84,48
1918,9,78.80,9
2281,2,104.86,2
515,1,18.24,1
687,2,13.50,2
1225,3,29.37,3
1127,4,35.31,4
2717,46,936.87,41
506,1,11.88,1
564,3,46.92,3
371,33,972.77,24
1878,2,20.90,2
2464,2,11.56,1
2668,2,46.18,2
816,2,21.93,2
2423,7,44.70,6
2126,10,64.44,9
1540,25,310.72,16
2208,7,217.22,5
830,1,13.04,1
548,12,90.25,12
1660,6,135.74,6
1102,35,804.65,25
1011,1,4.99,1
326,5,81.44,4
2857,1,69.42,1
2693,3,20.76,2
631,4,16.55,4
190,37,446.63,29
899,5,27.31,5
1800,3,76.11,3
702,3,9.54,3
300,8,110.61,8
2671,2,27.50,2
2288,4,64.07,4
248,1,33.12,1
1919,2,23.14,2
1654,6,42.05,6
228,12,99.68,9
2394,12,369.40,12
1189,2,14.26,2
591,23,451.82,20
842,2,16.55,2
1229,1,20.29,1
816,7,70.90,6
388,7,119.22,7
863,5,93.72,4
992,5,70.78,5
438,16,262.03,14
2854,12,109.49,11
1783,3,20.59,3
726,10,68.40,10
262,32,569.27,21
1285,1,12.49,1
1927,6,113.73,6
2343,1,136.25,1
499,13,193.98,13
1627,55,1057.13,43
231,26,291.43,23
1227,6,18.67,6
810,1,6.83,1
1139,16,193.19,16
1164,22,209.86,22
2022,1,13.88,1
1326,1,29.84,1
517,2,9.85,2
195,3,46.82,3
491,79,1135.15,58
1199,11,205.71,8
1054,11,48.42,11
1830,16,183.02,16
422,2,45.88,2
286,265,2725.87,174
313,6,84.83,6
1519,1,9.98,1
2499,2,60.16,2
2417,10,78.67,9
203,6,147.92,6
918,1,21.32,1
2757,5,78.08,5
1192,3,44.80,3
669,16,107.03,11
1375,51,440.88,45
2404,2,51.33,2
916,13,249.14,13
435,59,562.65,53
197,3,19.66,3
1481,101,1489.52,85
1462,1,12.04,1
798,2,8.54,2
870,5,67.33,5
1903,3,82.62,2
203,40,352.33,36
179,1,19.43,1
1190,3,75.89,2
2855,1,44.00,1
2221,1,199.08,1
1983,1,58.94,1
1769,14,106.28,11
1607,3,28.97,3
2557,10,225.99,6
2923,1,37.46,1
714,9,70.26,8
1028,20,136.88,11
1441,3,26.30,3
849,3,161.09,3
2703,2,15.73,2
232,13,169.98,8
1322,1,19.79,1
190,3,29.06,3
2111,2,63.68,1
1378,1,11.30,1
1841,2,18.03,2
2458,2,16.64,1
400,2,26.96,2
1285,6,124.31,5
1479,13,165.87,12
2049,5,110.96,5
902,58,1086.29,54
1612,14,80.88,14
499,2,37.82,2
2865,3,92.93,3
1600,1,38.35,1
907,3,16.99,3
280,4,81.41,4
1870,10,70.83,10
1903,20,152.18,20
2857,3,48.71,3
553,2,40.59,1
270,12,79.54,9
421,2,8.42,1
2864,2,51.49,2
1916,3,61.00,3
919,1,13.33,1
947,5,111.15,5
1869,3,92.94,3
1607,24,289.49,22
564,5,64.44,4
1319,2,38.77,2
1533,8,41.29,8
2920,3,105.68,3
548,17,165.18,17
2840,1,133.00,1
1972,1,66.58,1
1943,24,364.04,20
2367,8,103.84,7
1540,4,86.85,4
2696,4,65.29,4
445,16,252.09,16
2016,6,38.27,5
2460,1,11.63,1
662,35,417.83,29
198,9,203.86,8
2147,1,36.75,1
1603,2,34.85,2
602,18,356.47,11
933,5,71.78,5
1659,32,363.83,28
467,6,835.93,6
1957,6,431.40,4
1672,20,890.68,17
1969,10,100.66,10
809,6,29.52,6
406,6,150.56,5
1596,7,128.77,7
1707,15,178.97,14
2149,5,121.49,4
671,45,416.97,38
1506,16,170.54,14
1923,2,19.70,2
887,8,101.82,8
1209,6,46.99,6
1360,1,1.18,1
1153,14,344.04,14
2648,5,46.48,5
461,1,36.66,1
2855,7,111.12,7
976,3,4.65,1
907,10,106.27,10
2503,2,25.29,2
1606,2,14.82,2
1714,3,66.95,3
1225,6,61.74,6
1901,1,45.00,1
2155,6,110.54,6
2338,1,54.16,1
385,30,490.93,26
768,7,83.14,7
1028,75,657.74,65
1453,1,6.28,1
2170,1,22.46,1
253,3,43.92,3
2905,5,111.83,5
621,2,32.48,2
716,26,353.90,26
469,2,53.80,2
1428,6,100.87,6
1191,3,26.39,3
1289,7,128.89,5
897,4,53.14,4
2366,3,111.14,3
318,3,65.43,3
2725,3,44.92,3
2847,6,83.71,6
589,2,16.98,1
2276,5,27.86,5
222,10,131.24,9
1401,4,81.63,4
1905,6,26.50,5
1798,5,37.63,5
907,36,278.13,34
2392,1,54.16,1
577,18,163.57,17
357,4,44.42,4
2906,1,28.33,1
852,42,276.35,31
2026,3,22.64,3
828,8,43.90,6
540,72,1905.26,56
1331,1,19.72,1
1327,6,124.38,6
2316,3,63.58,3
1901,12,51.24,11
562,5,122.35,5
263,2,20.32,1
666,5,21.60,5
311,2,24.16,1
2446,13,98.01,13
2683,4,200.90,4
2735,1,32.92,1
2724,1,16.64,1
1997,15,221.31,13
420,3,11.82,3
170,46,858.25,23
182,23,331.38,17
1544,10,55.36,6
1223,4,44.94,4
2812,3,43.23,3
1898,16,270.30,14
671,1,18.31,1
1905,1,94.00,1
2295,1,104.25,1
2214,2,49.67,2
2447,2,69.96,2
503,19,827.03,18
694,1,17.21,1
888,10,129.28,8
2737,4,128.32,3
392,5,145.77,5
2582,16,166.01,10
508,40,331.73,34
1374,6,83.40,4
293,39,137.99,38
184,68,639.17,63
872,3,63.84,2
1426,8,58.19,8
2118,51,425.35,23
245,33,397.94,32
1856,2,24.11,2
283,1,20.33,1
827,31,476.46,23
2266,2,124.51,2
568,26,535.42,22
869,8,35.20,8
295,4,205.43,3
1152,16,72.48,16
169,259,1632.96,184
2565,4,15.46,2
168,508,8738.40,286
886,13,109.96,12
225,28,310.92,28
2592,1,33.33,1
1430,43,344.00,38
2126,6,107.31,6
492,1,29.27,1
174,110,825.74,69
1595,3,26.09,2
658,20,176.75,17
2704,1,58.42,1
290,17,141.54,15
632,1,14.29,1
1920,31,520.26,25
1027,10,82.66,10
771,14,168.83,13
724,9,25.56,9
175,7,55.67,7
1508,43,287.29,35
1666,3,19.38,3
291,5,20.70,4
1692,16,137.53,15
244,6,26.89,6
1377,1,36.66,1
1624,6,134.78,6
955,2,17.74,2
569,1,24.92,1
2542,4,79.20,3
2561,16,239.16,12
1489,1,49.67,1
2737,18,480.20,18
298,10,71.16,10
2200,2,124.50,1
352,17,107.97,16
871,1,23.33,1
767,252,1984.45,179
1348,22,181.63,15
324,25,213.12,22
756,6,61.43,6
869,5,43.57,5
2833,1,15.58,1
2334,2,99.68,2
2486,2,28.31,2
277,250,4108.63,154
2804,3,57.89,3
174,2,35.10,2
1059,1,4.45,1
855,668,5192.35,225
2035,4,144.40,4
2481,4,57.19,4
2236,9,73.56,8
2808,13,309.56,11
556,1,26.30,1
882,8,141.33,7
2667,3,62.23,3
375,10,63.19,9
1191,9,195.23,5
1594,18,279.42,14
2561,5,58.72,4
2491,8,77.26,8
2483,12,480.05,12
1859,1,7.68,1
2607,1,7.55,1
1844,5,113.94,5
2328,1,44.93,1
2297,5,50.97,5
2329,2,75.26,2
172,159,1371.84,116
1817,9,177.11,7
2815,1,4.99,1
180,52,1400.79,36
1111,10,74.78,10
2338,2,74.56,2
552,2,187.48,2
1219,1,17.60,1
389,20,346.60,20
526,26,219.75,17
2759,1,62.50,1
175,36,331.20,26
786,46,392.22,36
1726,8,53.66,8
519,12,251.80,12
2871,4,139.06,4
1141,2,129.02,1
1687,5,115.67,5
330,9,55.67,8
710,25,301.71,25
447,51,1052.13,48
1080,93,835.23,75
2016,1,16.66,1
374,34,476.81,33
1482,48,403.54,37
284,32,504.94,25
1438,5,162.80,4
2436,5,46.53,5
1505,5,69.76,4
1243,3,45.72,3
1910,6,19.27,6
1627,6,87.39,6
494,104,1341.45,84
551,7,117.14,7
2843,2,67.44,2
2379,13,221.60,12
168,83,1066.95,69
1672,29,318.84,26
274,15,173.46,11
1283,2,41.99,2
1606,5,18.94,5
2493,14,250.69,12
1642,4,91.90,4
2743,3,39.54,3
240,4,64.08,4
1103,3,36.54,3
1002,4,35.92,4
2847,1,18.90,1
2744,3,41.99,3
1449,10,67.15,10
2899,5,24.76,4
371,9,90.65,7
1608,22,364.47,19
1633,10,219.18,8
611,8,144.79,8
1839,15,513.81,15
2253,2,24.88,2
2829,1,131.67,1
170,123,1433.27,94
2549,3,57.64,3
2075,9,116.92,9
2734,1,10.32,1
951,1,29.14,1
2538,3,52.49,3
2066,2,43.34,1
335,51,797.49,44
915,17,169.26,10
340,6,110.70,6
2130,9,119.64,9
818,7,158.77,6
202,26,375.42,23
1836,6,43.39,6
2324,4,94.86,3
442,10,277.94,10
1617,5,33.25,5
2324,28,341.35,22
2242,6,127.47,6
1239,17,189.58,15
2476,7,45.44,7
359,21,211.02,20
696,7,45.94,6
1940,18,394.33,14
2272,5,29.69,5
1590,7,117.00,7
2560,8,289.78,8
895,1,116.14,1
1820,30,923.64,23
2477,19,357.25,17
459,17,287.79,14
2141,11,180.64,9
1999,15,433.33,11
1111,8,83.39,7
2601,2,61.59,2
933,3,33.38,3
2328,2,55.84,2
607,12,103.95,12
653,3,23.51,3
2746,2,87.53,2
798,1,11.17,1
2256,2,77.17,2
1584,1,12.75,1
612,8,152.37,8
562,33,374.90,29
184,151,2001.65,125
718,7,41.03,6
2682,11,217.42,11
2939,1,29.75,1
493,33,654.17,19
2008,2,49.27,2
2920,1,31.63,1
2577,9,135.22,8
2793,4,169.65,2
342,10,50.78,7
2730,4,81.56,4
2486,3,194.75,2
473,7,82.04,7
931,189,3528.11,143
1584,10,325.35,8
2904,1,36.67,1
1421,22,129.13,21
169,1,14.63,1
971,14,198.03,14
355,28,500.51,18
2259,1,33.32,1
305,145,1834.95,102
260,4,101.69,4
1022,30,319.56,25
169,4,57.32,4
410,33,433.93,24
2771,3,69.78,3
2018,17,117.25,14
1353,8,214.42,6
1235,5,58.68,5
991,2,19.48,1
1557,4,91.17,4
2695,11,109.69,10
548,8,98.25,8
982,4,40.04,4
814,27,480.39,24
1775,1,38.50,1
633,10,199.66,9
541,47,681.86,32
2587,6,120.92,6
739,1,4.94,1
1432,5,78.66,5
1025,108,939.78,72
1408,11,53.07,9
1110,27,257.37,25
421,4,23.75,4
169,14,144.26,14
1896,1,7.00,1
2518,2,25.95,2
1225,33,393.78,33
182,88,852.09,78
509,1,107.01,1
346,43,521.39,41
2713,3,31.99,2
356,19,262.15,17
1992,15,288.68,13
2827,1,79.08,1
2153,2,43.16,2
1155,1,22.40,1
1422,5,150.40,5
403,20,67.42,19
2635,15,398.25,14
1539,1,13.49,1
2876,2,27.44,2
1741,2,20.14,1
886,8,91.28,8
2045,12,354.20,10
2627,1,22.88,1
291,50,442.17,42
