recency,frequency,monetary,variety
2286,0.013333333,30.00,1
2286,0.013333333,36.75,1
2286,0.013333333,33.33,1
2286,0.040000000,37.63,3
551,0.066666666,86.17,5
2286,0.013333333,46.66,1
2237,0.040000000,79.83,3
2262,0.040000000,137.46,1
2286,0.013333333,8.32,1
2286,0.013333333,25.00,1
2286,0.013333333,44.96,1
2286,0.066666666,68.18,5
1746,0.080000000,164.16,6
2286,0.026666666,44.60,2
2136,0.093333333,211.06,6
1550,0.013333333,8.66,1
2286,0.013333333,20.75,1
2286,0.013333333,17.93,1
2018,0.106666666,98.41,7
2286,0.013333333,21.25,1
2056,0.186666666,87.84,12
2286,0.026666666,37.93,2
2286,0.013333333,29.96,1
2286,0.026666666,201.66,2
2285,0.013333333,26.21,1
528,1.200000000,1008.77,69
2285,0.080000000,139.13,4
2285,0.026666666,19.38,2
1971,0.240000000,129.97,16
2285,0.013333333,108.33,1
281,1.093333333,487.59,67
2285,0.026666666,157.60,2
829,0.026666666,28.28,2
293,0.080000000,40.30,5
1848,0.026666666,28.02,2
2285,0.040000000,42.77,3
1107,0.053333333,93.40,4
2285,0.066666666,44.20,3
2285,0.013333333,33.68,1
2285,0.026666666,27.45,2
2285,0.013333333,27.71,1
2285,0.013333333,44.93,1
2285,0.013333333,42.71,1
1745,0.386666666,369.69,28
224,1.186666666,564.14,78
2285,0.013333333,11.58,1
2285,0.013333333,132.92,1
266,0.960000000,482.65,69
1591,0.053333333,175.61,4
1541,0.066666666,213.37,5
2285,0.026666666,120.03,2
1816,0.106666666,363.28,8
2285,0.013333333,116.50,1
2261,0.080000000,92.88,4
2284,0.013333333,33.75,1
2285,0.013333333,67.46,1
2285,0.013333333,154.99,1
2107,0.440000000,2894.43,20
1892,0.066666666,39.74,4
2285,0.013333333,28.42,1
2285,0.026666666,59.28,2
2277,0.040000000,110.17,2
856,0.133333333,576.62,10
2285,0.013333333,199.99,1
2285,0.013333333,38.55,1
2260,0.026666666,72.60,2
2285,0.013333333,58.29,1
1923,0.133333333,156.28,9
961,0.026666666,41.58,2
1920,0.173333333,215.72,11
2086,0.146666666,43.20,11
2285,0.013333333,20.21,1
2285,0.026666666,127.42,1
2260,0.040000000,65.20,3
1113,0.280000000,298.21,21
2269,0.120000000,30.81,9
2284,0.013333333,33.32,1
2284,0.013333333,23.96,1
600,0.133333333,205.54,9
2284,0.040000000,81.92,3
952,0.120000000,204.38,6
2273,0.040000000,80.45,3
1962,0.040000000,201.43,3
625,0.280000000,322.61,21
501,0.160000000,184.94,8
2284,0.040000000,367.71,3
2284,0.013333333,41.66,1
2284,0.040000000,42.92,3
2284,0.013333333,41.65,1
2284,0.013333333,63.68,1
2026,0.040000000,38.90,3
2284,0.026666666,59.19,2
2284,0.013333333,40.42,1
2266,0.040000000,83.13,2
2284,0.013333333,100.00,1
349,0.133333333,96.86,10
2284,0.040000000,74.88,3
2284,0.026666666,256.25,2
205,0.053333333,71.97,4
623,0.320000000,221.73,19
2284,0.026666666,61.62,2
2284,0.053333333,47.61,4
2284,0.013333333,41.66,1
2284,0.026666666,44.18,2
1833,0.040000000,53.23,3
2043,0.066666666,184.57,5
636,0.186666666,149.01,14
570,0.026666666,27.89,2
2284,0.013333333,54.71,1
1596,0.106666666,83.63,8
1136,0.080000000,32.10,6
2284,0.013333333,124.99,1
2284,0.026666666,83.30,1
2284,0.013333333,16.66,1
2230,0.053333333,148.32,3
2284,0.013333333,17.53,1
2284,0.013333333,47.67,1
203,0.053333333,66.56,4
2284,0.013333333,33.32,1
2284,0.013333333,29.93,1
954,0.066666666,81.35,5
1587,0.453333333,428.69,30
1650,0.093333333,254.40,5
2284,0.026666666,21.09,2
555,0.573333333,415.03,38
2284,0.040000000,154.86,3
639,0.093333333,181.01,5
2284,0.026666666,44.92,1
643,0.160000000,203.19,12
1225,0.040000000,72.97,2
2271,0.026666666,42.00,1
2275,0.053333333,99.87,4
1768,0.093333333,63.13,7
2284,0.013333333,33.33,1
2284,0.080000000,83.95,6
2284,0.013333333,74.97,1
1351,0.066666666,275.79,5
2284,0.013333333,22.43,1
2284,0.013333333,24.92,1
2284,0.053333333,49.81,4
783,0.026666666,158.17,2
2256,0.040000000,109.60,3
2284,0.053333333,70.22,4
2284,0.013333333,28.42,1
2284,0.013333333,29.31,1
2284,0.106666666,68.72,8
2057,0.240000000,72.52,16
2281,0.080000000,88.51,4
2284,0.013333333,41.92,1
2283,0.013333333,16.66,1
2284,0.080000000,48.16,6
2059,0.040000000,122.90,3
2283,0.013333333,52.46,1
1464,0.453333333,506.54,34
2284,0.013333333,33.31,1
2284,0.026666666,44.89,2
2121,0.080000000,41.96,5
1662,0.106666666,200.88,7
442,1.280000000,1081.91,79
2283,0.080000000,157.62,5
2283,0.013333333,3.58,1
1886,0.066666666,93.61,5
2040,0.040000000,106.31,3
2283,0.013333333,93.68,1
870,0.146666666,353.64,10
352,0.186666666,164.75,14
2283,0.026666666,98.24,2
987,0.120000000,218.46,9
2108,0.120000000,75.01,7
2283,0.013333333,58.46,1
534,0.253333333,117.51,19
2283,0.013333333,162.09,1
2283,0.013333333,29.96,1
1195,0.493333333,892.48,23
2283,0.026666666,41.57,2
316,0.093333333,290.32,6
2283,0.013333333,32.58,1
1464,0.106666666,102.18,8
2249,0.026666666,94.49,2
2283,0.026666666,39.08,2
2283,0.013333333,27.05,1
2283,0.013333333,21.38,1
2283,0.026666666,92.45,2
2283,0.013333333,8.31,1
2283,0.013333333,60.75,1
2283,0.013333333,54.71,1
2283,0.013333333,22.46,1
2283,0.013333333,7.49,1
2278,0.053333333,39.68,4
2283,0.040000000,62.44,3
1071,0.133333333,167.96,8
1971,0.040000000,36.79,3
870,0.040000000,13.82,3
2283,0.013333333,36.00,1
2283,0.013333333,12.49,1
2283,0.026666666,47.13,2
2283,0.013333333,22.50,1
2281,0.026666666,55.18,2
2283,0.013333333,36.00,1
1226,0.080000000,113.68,6
2283,0.013333333,42.71,1
1926,0.026666666,81.68,2
2283,0.093333333,48.27,7
2283,0.013333333,36.75,1
1478,0.040000000,128.50,3
2277,0.026666666,224.67,2
2256,0.106666666,104.22,8
2244,0.093333333,115.76,6
2283,0.013333333,54.71,1
1184,0.013333333,17.08,1
2283,0.013333333,24.96,1
2281,0.053333333,58.45,4
2283,0.013333333,41.65,1
1785,0.053333333,92.82,4
2283,0.013333333,537.53,1
2283,0.026666666,108.27,2
2268,0.080000000,101.42,5
2283,0.013333333,17.21,1
2088,0.040000000,191.91,3
2282,0.013333333,34.92,1
2282,0.040000000,102.84,3
2277,0.026666666,43.50,2
1402,0.440000000,204.20,29
2282,0.013333333,5.65,1
2282,0.013333333,41.67,1
1531,0.160000000,96.35,12
2282,0.040000000,283.30,3
2282,0.013333333,133.30,1
2281,0.026666666,46.09,2
2282,0.026666666,61.20,2
2107,0.146666666,225.09,11
687,0.133333333,84.98,10
2282,0.013333333,45.82,1
2282,0.066666666,43.77,4
504,0.213333333,79.47,15
1286,0.026666666,32.66,2
2282,0.013333333,8.21,1
510,0.653333333,346.76,45
2276,0.026666666,134.92,1
2282,0.013333333,74.25,1
706,0.786666666,711.58,47
378,0.160000000,120.61,12
1252,0.186666666,61.72,10
2282,0.040000000,89.73,3
1486,0.160000000,134.45,11
1338,0.040000000,65.70,3
1241,0.040000000,50.03,3
2282,0.013333333,16.53,1
365,0.600000000,651.14,41
2282,0.013333333,18.34,1
257,0.186666666,208.26,10
1542,0.146666666,269.77,7
431,0.040000000,45.47,3
2281,0.013333333,78.25,1
2234,0.026666666,60.09,2
2281,0.040000000,22.96,3
1802,0.080000000,42.72,5
2141,0.106666666,128.38,7
2281,0.053333333,68.28,4
1512,0.440000000,476.96,31
2281,0.026666666,46.98,2
503,0.093333333,83.22,5
2281,0.053333333,67.38,4
2281,0.053333333,84.13,4
2281,0.013333333,16.53,1
1412,0.053333333,80.19,4
926,0.013333333,9.42,1
2281,0.013333333,8.33,1
2281,0.013333333,10.87,1
2281,0.013333333,44.93,1
932,0.053333333,144.10,4
2231,0.253333333,388.08,19
2281,0.013333333,537.53,1
1547,0.040000000,397.19,3
665,0.026666666,59.94,2
2281,0.013333333,106.50,1
2281,0.013333333,29.96,1
2280,0.026666666,21.63,2
2281,0.013333333,41.92,1
1606,0.053333333,95.72,4
192,0.080000000,271.19,5
718,0.040000000,70.00,3
676,0.093333333,50.61,7
2281,0.013333333,230.42,1
2281,0.040000000,18.73,3
2281,0.093333333,76.72,7
2281,0.013333333,17.62,1
1975,0.080000000,153.51,6
1352,0.453333333,312.63,30
2281,0.013333333,24.99,1
2281,0.013333333,8.33,1
2273,0.053333333,36.05,3
2281,0.013333333,44.93,1
2281,0.013333333,23.21,1
2281,0.013333333,20.83,1
169,0.586666666,344.45,37
2281,0.013333333,179.50,1
2247,0.066666666,247.53,5
2281,0.053333333,270.96,4
2281,0.013333333,41.66,1
2281,0.013333333,39.00,1
229,0.106666666,155.94,8
2281,0.013333333,10.42,1
782,0.040000000,58.15,3
2181,0.026666666,108.26,1
1322,0.093333333,186.05,7
2280,0.013333333,45.81,1
2280,0.013333333,18.68,1
223,0.080000000,81.62,6
2280,0.013333333,37.46,1
530,0.186666666,147.91,14
2280,0.013333333,44.96,1
2280,0.026666666,20.46,2
2280,0.013333333,45.38,1
1991,0.040000000,47.72,3
2280,0.026666666,51.67,2
2280,0.013333333,48.71,1
1702,0.026666666,91.09,2
435,0.066666666,70.59,5
2280,0.080000000,41.96,6
2280,0.053333333,75.38,4
2279,0.040000000,15.78,3
992,0.093333333,23.20,6
1478,0.040000000,16.55,3
2280,0.040000000,35.70,3
2101,0.040000000,35.29,3
2280,0.066666666,65.36,5
187,1.106666666,691.78,68
1920,0.160000000,84.39,12
2280,0.080000000,115.75,6
770,0.080000000,105.64,6
2280,0.013333333,33.71,1
2278,0.026666666,356.17,2
2275,0.026666666,83.32,1
2238,0.080000000,222.26,6
2280,0.053333333,60.91,4
1310,0.173333333,123.03,12
1548,0.053333333,56.26,3
2280,0.013333333,29.96,1
1153,0.293333333,228.04,21
2115,0.066666666,128.26,5
271,0.920000000,805.60,66
178,0.480000000,437.28,32
2231,0.093333333,171.46,7
2279,0.066666666,38.91,5
1960,0.146666666,196.07,6
1750,0.226666666,168.43,13
2279,0.013333333,19.50,1
566,0.093333333,104.63,7
1520,0.253333333,137.08,19
1047,0.400000000,192.51,24
2279,0.013333333,45.82,1
2279,0.013333333,58.31,1
2279,0.026666666,105.63,2
2278,0.053333333,183.26,2
1937,0.266666666,367.29,19
2279,0.013333333,40.95,1
2260,0.013333333,33.71,1
2279,0.013333333,27.71,1
1937,0.026666666,12.66,1
715,0.040000000,73.81,3
1428,0.053333333,65.00,4
2279,0.026666666,30.84,2
2279,0.026666666,60.29,2
2277,0.013333333,23.96,1
2279,0.013333333,99.99,1
453,0.160000000,177.36,12
1599,0.040000000,16.01,3
958,0.053333333,109.63,2
321,0.280000000,322.47,20
869,0.306666666,126.35,22
1373,0.173333333,135.70,12
2278,0.160000000,114.82,10
2234,0.026666666,116.50,1
2278,0.026666666,59.93,2
2278,0.040000000,244.37,3
1754,0.053333333,79.42,4
197,0.360000000,213.08,22
2278,0.013333333,15.82,1
2278,0.013333333,26.21,1
471,0.333333333,376.41,17
2278,0.026666666,207.49,2
2278,0.053333333,94.68,4
2278,0.133333333,128.29,10
2259,0.066666666,224.67,4
2264,0.066666666,113.11,5
2113,0.093333333,200.48,7
2278,0.026666666,84.16,2
2158,0.040000000,177.50,2
2278,0.026666666,48.29,2
2278,0.013333333,37.46,1
1920,0.120000000,162.27,8
2278,0.026666666,94.75,2
2152,0.053333333,142.74,4
2266,0.026666666,136.50,2
2278,0.013333333,7.49,1
2278,0.013333333,14.92,1
2271,0.053333333,44.58,4
199,0.106666666,73.17,8
1750,0.080000000,120.46,4
2278,0.026666666,17.41,2
2278,0.040000000,19.50,3
2278,0.013333333,63.68,1
2278,0.013333333,15.30,1
1626,0.213333333,124.75,16
2270,0.026666666,40.00,1
2278,0.053333333,43.63,4
2031,0.053333333,157.23,2
722,0.133333333,122.31,10
2278,0.106666666,122.43,8
615,0.240000000,178.79,17
2152,0.213333333,67.00,15
2277,0.040000000,69.49,3
2278,0.013333333,66.59,1
2277,0.040000000,54.36,3
2277,0.053333333,76.38,4
1169,0.080000000,162.68,5
2276,0.053333333,91.21,4
2277,0.013333333,45.40,1
2277,0.013333333,19.95,1
211,0.013333333,29.44,1
532,0.173333333,231.07,13
577,0.053333333,427.71,4
1287,0.053333333,123.82,4
2277,0.013333333,4.16,1
2277,0.053333333,38.73,4
2277,0.040000000,62.80,3
2277,0.040000000,30.80,2
2277,0.026666666,59.91,2
2277,0.040000000,25.58,3
1175,0.760000000,313.47,48
2277,0.040000000,22.70,3
2277,0.013333333,20.39,1
1994,0.066666666,56.32,5
2277,0.013333333,16.66,1
2277,0.013333333,29.93,1
2277,0.026666666,28.56,2
2277,0.106666666,156.79,7
1980,0.053333333,81.68,4
2277,0.013333333,67.46,1
2192,0.146666666,212.61,9
1767,0.026666666,24.29,2
2277,0.013333333,43.72,1
2242,0.066666666,110.16,5
2277,0.026666666,94.89,2
176,0.600000000,208.48,35
2277,0.026666666,65.17,2
1922,0.173333333,140.54,9
2277,0.106666666,78.19,8
1560,0.146666666,68.74,11
2277,0.013333333,36.97,1
2277,0.026666666,57.04,2
2277,0.093333333,62.37,6
2248,0.026666666,115.00,1
2277,0.013333333,4.99,1
2277,0.013333333,25.58,1
2277,0.040000000,8.51,2
2193,0.106666666,172.78,8
2277,0.013333333,27.05,1
2277,0.013333333,108.75,1
2277,0.013333333,8.31,1
2204,0.026666666,71.37,2
1715,0.120000000,64.67,9
1721,0.106666666,198.95,6
1948,0.160000000,89.89,10
2205,0.080000000,47.43,6
2270,0.173333333,138.98,13
774,0.026666666,11.98,2
2277,0.013333333,66.16,1
2126,0.066666666,581.86,4
828,0.240000000,201.41,15
1728,0.226666666,160.35,17
2277,0.013333333,48.71,1
2277,0.013333333,37.49,1
512,0.226666666,304.97,16
1947,0.146666666,178.25,10
2057,0.093333333,145.87,6
2277,0.013333333,33.33,1
1598,0.040000000,50.16,2
2046,0.146666666,177.80,9
733,0.200000000,274.32,11
1968,0.653333333,667.20,41
1870,0.520000000,444.84,32
2250,0.040000000,19.49,2
223,1.813333333,905.41,97
1855,0.146666666,58.92,10
2276,0.013333333,41.63,1
1963,0.026666666,66.17,2
2276,0.013333333,29.93,1
547,0.053333333,74.61,4
2276,0.013333333,44.96,1
2275,0.093333333,87.15,5
691,0.040000000,31.27,3
2276,0.013333333,45.82,1
2273,0.026666666,49.96,2
2276,0.040000000,59.96,3
2055,0.066666666,84.31,5
2276,0.013333333,8.32,1
224,0.160000000,177.75,8
2276,0.013333333,24.80,1
2276,0.013333333,66.58,1
433,0.360000000,528.12,19
388,0.160000000,185.26,12
1964,0.040000000,224.12,3
1096,0.213333333,281.11,15
1256,0.080000000,418.85,6
869,0.093333333,93.89,7
2276,0.013333333,31.46,1
2126,0.106666666,34.00,8
1624,0.106666666,70.42,8
2276,0.026666666,25.12,2
2276,0.066666666,43.93,5
1685,0.120000000,287.09,9
2276,0.040000000,90.66,3
2276,0.013333333,26.21,1
2276,0.026666666,53.88,2
1585,0.013333333,8.66,1
2276,0.013333333,61.43,1
921,0.586666666,587.44,42
2276,0.013333333,8.92,1
2276,0.053333333,98.29,4
2265,0.080000000,87.74,6
2276,0.026666666,29.04,2
2276,0.013333333,44.93,1
2254,0.026666666,362.08,1
2269,0.040000000,101.63,3
2275,0.013333333,85.42,1
2275,0.040000000,119.78,3
1133,0.240000000,543.63,17
2272,0.120000000,113.60,9
2275,0.026666666,53.08,2
1641,0.093333333,130.62,7
2275,0.013333333,195.00,1
2275,0.013333333,54.71,1
1019,0.146666666,418.86,7
2275,0.026666666,50.83,2
2275,0.013333333,134.96,1
2275,0.013333333,56.63,1
2271,0.066666666,212.39,4
2275,0.053333333,42.87,4
830,0.093333333,85.69,7
2274,0.053333333,93.25,4
2275,0.026666666,62.42,2
613,0.093333333,141.10,7
2275,0.080000000,24.30,6
2275,0.026666666,17.26,2
1259,0.040000000,37.68,2
1150,0.040000000,99.49,3
2275,0.013333333,45.82,1
2275,0.040000000,41.30,2
2275,0.053333333,88.92,4
2275,0.013333333,62.50,1
2230,0.093333333,345.73,7
2264,0.013333333,115.83,1
2275,0.013333333,44.96,1
2275,0.026666666,39.25,2
933,0.040000000,46.05,3
1716,0.080000000,84.81,6
2274,0.066666666,43.21,5
1538,0.173333333,208.49,11
2274,0.013333333,18.71,1
2274,0.013333333,45.79,1
2273,0.053333333,42.54,3
2274,0.013333333,92.52,1
536,1.200000000,1001.50,72
2274,0.026666666,23.96,2
1055,0.066666666,84.08,5
1241,0.120000000,117.49,8
2274,0.013333333,27.71,1
2274,0.013333333,104.96,1
205,0.106666666,88.89,7
2274,0.026666666,73.20,1
2253,0.053333333,134.74,4
2274,0.053333333,35.48,3
1969,0.053333333,58.25,3
2274,0.013333333,58.29,1
2274,0.013333333,39.56,1
2274,0.013333333,74.25,1
2273,0.013333333,189.68,1
2274,0.093333333,61.61,7
2274,0.013333333,43.30,1
1514,0.133333333,160.01,10
2274,0.026666666,39.26,2
1664,0.013333333,11.19,1
2274,0.026666666,58.91,2
2274,0.026666666,50.78,2
2274,0.013333333,46.60,1
2274,0.013333333,49.97,1
2210,0.040000000,72.30,3
595,0.146666666,248.43,10
2274,0.013333333,24.96,1
2266,0.026666666,83.32,1
2259,0.053333333,42.22,2
2274,0.013333333,44.93,1
2274,0.026666666,69.47,2
2274,0.040000000,27.19,3
2227,0.066666666,125.14,4
2274,0.066666666,51.54,5
2274,0.040000000,47.46,3
889,0.053333333,608.28,4
2274,0.040000000,87.79,3
2274,0.013333333,41.18,1
1913,0.026666666,56.25,2
2098,0.106666666,200.14,8
2224,0.026666666,617.21,2
2262,0.026666666,104.15,2
1095,0.013333333,13.29,1
2273,0.013333333,89.25,1
2273,0.013333333,27.05,1
571,0.240000000,258.21,15
1269,0.093333333,81.92,7
1743,0.173333333,64.91,13
2273,0.013333333,22.43,1
1917,0.080000000,75.38,4
1155,0.173333333,152.11,7
529,0.226666666,368.29,16
606,0.293333333,283.97,22
298,0.053333333,33.31,4
2255,0.053333333,61.98,4
1486,0.106666666,108.90,7
226,0.413333333,554.39,25
1780,0.040000000,93.74,3
2273,0.013333333,59.92,1
2273,0.053333333,53.22,4
1601,0.053333333,166.33,4
832,0.266666666,187.81,19
1995,0.040000000,127.02,3
2273,0.026666666,17.36,2
2273,0.026666666,50.86,2
1777,0.053333333,171.73,4
2273,0.013333333,62.62,1
319,0.466666666,463.05,34
2273,0.013333333,20.83,1
2273,0.013333333,15.75,1
2244,0.106666666,66.68,8
2273,0.013333333,16.66,1
2273,0.040000000,80.93,3
1955,0.053333333,95.23,4
2272,0.013333333,44.96,1
1762,0.080000000,84.18,6
1041,0.333333333,200.52,25
507,0.306666666,211.73,21
2272,0.013333333,45.82,1
2272,0.026666666,33.32,1
1793,0.080000000,78.34,6
2272,0.013333333,27.71,1
1971,0.226666666,293.30,16
2272,0.080000000,45.81,5
2272,0.040000000,40.11,3
2272,0.026666666,59.07,2
1392,0.093333333,86.87,7
2272,0.013333333,24.92,1
2272,0.026666666,93.27,2
2272,0.013333333,29.96,1
2272,0.013333333,28.63,1
1914,0.026666666,39.39,2
1012,0.266666666,135.43,8
265,0.133333333,215.94,10
2021,0.053333333,186.52,4
824,0.493333333,298.85,36
2271,0.013333333,45.82,1
2271,0.013333333,16.66,1
1845,0.146666666,35.57,11
590,0.053333333,77.79,4
2271,0.026666666,30.56,2
2271,0.026666666,29.13,2
2271,0.013333333,43.30,1
2271,0.013333333,67.43,1
1584,1.093333333,1123.60,67
2271,0.013333333,18.71,1
1616,0.186666666,157.07,14
360,0.026666666,18.46,2
2271,0.013333333,62.50,1
2271,0.013333333,26.21,1
2271,0.013333333,17.67,1
2271,0.013333333,14.96,1
1251,0.013333333,-4.13,1
977,0.053333333,32.52,3
1976,0.173333333,274.75,13
2271,0.026666666,39.39,2
2088,0.080000000,38.17,5
2271,0.013333333,49.92,1
2271,0.013333333,12.42,1
2271,0.013333333,31.50,1
2271,0.013333333,20.25,1
1278,0.440000000,565.35,30
2271,0.013333333,48.33,1
1607,0.026666666,28.37,2
2036,0.026666666,54.10,1
2270,0.040000000,60.43,3
2270,0.040000000,58.78,3
2231,0.093333333,157.76,7
2270,0.013333333,18.68,1
2270,0.066666666,22.89,4
2270,0.040000000,55.67,3
2270,0.013333333,27.05,1
2270,0.013333333,43.43,1
1728,0.053333333,172.45,3
2269,0.040000000,86.63,3
2270,0.013333333,12.49,1
2042,0.066666666,121.57,5
2270,0.013333333,156.33,1
2268,0.026666666,43.92,2
2270,0.040000000,66.26,3
2270,0.026666666,31.99,2
2270,0.053333333,17.20,4
484,0.240000000,204.65,17
2270,0.026666666,43.06,2
966,0.120000000,151.10,7
2270,0.040000000,82.38,3
2142,0.013333333,16.66,1
1369,0.026666666,28.11,2
2262,0.053333333,87.96,2
2270,0.013333333,43.30,1
2270,0.013333333,43.30,1
2270,0.013333333,22.46,1
2270,0.040000000,54.65,2
2270,0.013333333,20.39,1
2270,0.080000000,67.77,3
2270,0.026666666,32.38,2
2270,0.093333333,50.70,7
240,0.240000000,161.03,15
2270,0.013333333,39.97,1
1494,0.360000000,555.54,19
2270,0.013333333,130.79,1
271,0.333333333,304.65,22
1884,0.013333333,30.50,1
598,0.026666666,27.25,2
629,0.053333333,149.83,3
2270,0.093333333,83.84,6
1272,0.026666666,38.68,2
1229,0.053333333,94.36,4
2270,0.066666666,80.87,5
2252,0.240000000,559.95,13
1527,0.040000000,45.22,3
1615,0.106666666,176.17,7
2137,0.026666666,84.90,2
234,0.933333333,442.15,46
1920,0.053333333,79.47,4
689,0.586666666,800.00,29
377,0.173333333,253.09,13
1693,0.120000000,201.41,7
1889,0.040000000,29.25,3
2270,0.080000000,85.07,6
1645,0.133333333,89.19,9
662,0.120000000,109.57,9
2270,0.013333333,29.96,1
1686,0.040000000,58.92,3
2270,0.040000000,44.78,3
2270,0.013333333,54.71,1
2247,0.026666666,183.24,1
2270,0.013333333,52.47,1
2119,0.120000000,72.07,9
2270,0.026666666,64.38,2
229,1.054054054,642.83,76
2263,0.081081081,36.97,6
2269,0.040540540,18.27,2
2269,0.013513513,27.05,1
328,0.121621621,74.47,8
435,0.027027027,49.30,2
2248,0.135135135,221.39,10
513,0.040540540,68.45,3
626,0.054054054,56.76,4
2269,0.040540540,45.93,3
2269,0.040540540,92.79,3
2269,0.027027027,22.91,2
1378,0.148648648,126.23,11
2269,0.013513513,41.18,1
2269,0.013513513,43.43,1
2269,0.135135135,82.89,10
2269,0.013513513,49.50,1
2269,0.013513513,37.46,1
2269,0.013513513,53.55,1
771,0.040540540,34.84,3
2269,0.013513513,20.82,1
2269,0.027027027,122.46,2
2269,0.013513513,29.13,1
2269,0.013513513,50.00,1
2269,0.040540540,94.28,3
2269,0.027027027,74.00,2
2269,0.027027027,49.98,1
2269,0.013513513,16.66,1
2236,0.094594594,72.51,7
2088,0.270270270,338.04,20
2269,0.013513513,13.97,1
826,0.175675675,186.27,12
566,0.121621621,266.81,9
2268,0.094594594,24.85,7
2268,0.013513513,2.42,1
2268,0.013513513,132.92,1
2268,0.067567567,540.45,5
1281,0.040540540,124.33,3
503,0.135135135,105.65,10
1023,0.054054054,108.84,4
790,0.216216216,165.67,15
2268,0.013513513,19.50,1
2268,0.013513513,91.62,1
1744,0.081081081,147.16,5
2268,0.013513513,11.63,1
1492,0.108108108,83.72,6
1747,0.054054054,164.00,4
2260,0.027027027,582.87,2
2268,0.013513513,7.10,1
2254,0.040540540,42.01,3
2268,0.081081081,53.94,6
2268,0.013513513,136.25,1
567,0.027027027,40.11,2
584,0.716216216,1067.80,40
2268,0.013513513,67.46,1
2267,0.013513513,59.96,1
2268,0.121621621,61.55,9
2069,0.148648648,118.54,11
2268,0.027027027,34.42,1
1320,0.040540540,142.84,3
2219,0.054054054,94.09,4
2268,0.135135135,45.98,10
940,0.027027027,152.54,2
248,0.067567567,19.04,4
2094,0.081081081,155.95,6
2263,0.040540540,116.96,3
2268,0.027027027,56.55,2
2253,0.135135135,301.13,9
2268,0.027027027,35.02,2
2268,0.040540540,199.88,3
2267,0.027027027,41.64,1
1168,0.148648648,72.34,11
1604,0.054054054,66.70,3
2211,0.027027027,50.28,2
2266,0.027027027,68.53,2
2220,0.027027027,54.75,1
1080,0.121621621,138.39,7
2267,0.013513513,20.21,1
1006,0.121621621,170.03,9
2267,0.013513513,18.68,1
1565,0.027027027,14.86,2
2267,0.013513513,79.89,1
658,0.148648648,305.30,11
2265,0.040540540,29.11,3
2267,0.013513513,16.63,1
1945,0.094594594,236.36,7
2258,0.027027027,209.92,1
659,0.108108108,455.74,6
2267,0.081081081,143.97,6
2267,0.027027027,38.32,2
2267,0.013513513,28.30,1
735,0.094594594,157.89,7
2267,0.040540540,50.36,3
1919,0.027027027,104.08,2
2267,0.027027027,105.34,2
1957,0.202702702,212.69,15
2254,0.054054054,89.55,3
2256,0.054054054,66.28,4
2267,0.013513513,32.46,1
2236,0.013513513,115.83,1
2267,0.013513513,22.46,1
2175,0.121621621,102.35,9
1486,0.054054054,73.84,4
964,0.243243243,281.54,15
2115,0.027027027,84.94,2
2267,0.013513513,34.31,1
2107,0.040540540,124.98,1
2259,0.040540540,122.41,2
1870,0.040540540,28.94,3
2267,0.013513513,12.46,1
2116,0.040540540,68.70,3
2267,0.027027027,51.67,2
2227,0.081081081,110.46,6
1401,0.837837837,416.85,58
2266,0.013513513,99.00,1
2266,0.013513513,37.49,1
2266,0.013513513,26.34,1
2233,0.054054054,123.30,3
2266,0.027027027,59.70,2
1900,0.013513513,26.71,1
2266,0.027027027,30.85,2
2266,0.013513513,6.19,1
1015,0.121621621,294.56,6
1513,0.162162162,211.14,6
230,0.202702702,108.60,15
438,0.459459459,468.92,33
2266,0.040540540,27.77,3
2266,0.040540540,56.90,2
2010,0.027027027,73.38,2
2266,0.013513513,5.82,1
2266,0.013513513,22.43,1
1166,0.054054054,77.94,2
2266,0.027027027,30.62,2
2266,0.054054054,44.09,4
2266,0.013513513,26.21,1
2266,0.067567567,52.65,5
2266,0.013513513,89.93,1
2265,0.013513513,59.92,1
2265,0.013513513,26.18,1
295,0.702702702,1189.60,28
2265,0.013513513,34.34,1
2265,0.067567567,78.17,5
2265,0.013513513,116.17,1
2265,0.013513513,29.21,1
2265,0.013513513,93.90,1
1158,0.256756756,95.54,19
2265,0.013513513,45.82,1
2262,0.027027027,82.42,2
2265,0.013513513,63.68,1
2265,0.013513513,5.82,1
2264,0.040540540,70.78,3
2265,0.013513513,62.50,1
2265,0.013513513,16.66,1
1202,0.216216216,86.72,16
2265,0.067567567,30.85,5
2265,0.094594594,140.90,7
2265,0.054054054,67.38,4
250,0.310810810,529.91,21
2265,0.027027027,48.90,2
2265,0.013513513,7.97,1
2265,0.013513513,18.73,1
2125,0.054054054,64.49,4
2265,0.013513513,41.66,1
2265,0.027027027,29.15,2
2194,0.054054054,168.38,4
567,0.121621621,173.13,9
2264,0.013513513,8.32,1
690,0.229729729,362.81,11
2264,0.054054054,139.51,4
2264,0.013513513,61.43,1
2264,0.067567567,33.47,5
870,0.108108108,101.98,7
2264,0.067567567,50.07,5
947,0.040540540,50.63,3
2264,0.040540540,58.72,3
2264,0.013513513,27.71,1
449,0.162162162,436.53,12
505,0.027027027,118.87,2
552,0.445945945,313.64,27
2264,0.081081081,48.21,6
2264,0.013513513,24.99,1
2264,0.013513513,29.52,1
567,0.189189189,145.29,14
2014,0.121621621,84.76,9
2264,0.027027027,24.88,2
1010,0.081081081,53.93,6
1768,0.040540540,37.17,3
