recency,frequency,monetary,clusters
2732,3,149.77,0
2552,14,212.83,0
493,4,125.44,0
2761,2,14.03,0
270,52,386.05,0
538,28,566.79,0
2760,2,27.37,0
966,5,76.79,0
2760,1,10.79,1
844,27,499.78,0
2161,2,46.24,0
2760,4,66.59,0
1393,63,733.27,0
2760,1,16.63,1
2747,1,39.99,1
2760,3,92.04,0
2760,1,79.1,1
2760,1,7.42,1
1629,6,74.76,0
2258,1,165.0,1
238,3,94.48,0
2064,3,72.39,0
2760,3,28.96,0
1078,33,425.09,0
1648,17,155.78,0
179,7,57.97,0
2760,7,102.35,0
2760,1,34.92,1
2760,2,41.19,0
2760,1,47.42,1
2760,1,86.25,1
2760,1,83.29,1
2425,5,179.67,0
2760,1,9.92,1
1224,29,389.14,0
1668,18,575.45,0
2760,2,43.79,0
2759,5,148.09,0
2759,1,16.58,1
2759,3,31.03,0
2759,1,11.8,1
1757,5,155.91,0
2520,14,408.75,0
2759,1,34.18,1
1028,16,210.43,0
2759,2,86.92,0
2759,2,24.73,0
2759,5,91.85,0
2759,2,22.87,0
2413,3,84.97,0
893,1,24.23,1
2758,1,17.92,1
2758,1,68.75,1
1024,37,608.44,0
2758,1,2.07,1
2758,2,58.46,0
1043,6,112.4,0
2758,1,108.29,1
542,19,319.08,0
1255,2,118.23,0
2758,1,44.08,1
2758,2,31.16,0
2039,3,83.85,0
2758,6,21.92,0
2758,2,363.71,0
2758,4,88.51,0
1947,13,243.96,0
2758,1,17.58,1
2758,1,9.08,1
1440,13,151.68,0
2758,1,24.92,1
2758,3,43.26,0
2758,1,14.65,1
1004,37,480.7,0
2758,1,22.48,1
2758,1,27.08,1
1354,2,30.32,0
2757,1,27.63,1
1284,78,829.16,0
1417,5,120.57,0
551,64,624.38,0
1749,6,42.5,0
2312,24,437.02,0
2757,2,46.85,0
1498,44,1690.44,0
715,8,186.12,0
2757,3,29.66,0
2756,2,54.08,0
843,11,177.27,0
886,9,184.24,0
2296,9,283.62,0
1604,12,292.22,0
565,15,125.74,0
2756,1,11.8,1
2741,22,250.56,0
2756,6,64.46,0
2756,1,24.99,1
2756,2,91.48,0
2756,1,66.62,1
2756,1,12.14,1
2756,1,20.75,1
2754,2,110.75,0
2749,2,102.83,0
2187,13,192.63,0
2756,1,14.16,1
2756,1,63.91,1
2756,1,95.5,1
2500,1,8.33,1
2756,1,49.95,1
2755,1,57.0,1
2755,3,43.92,0
1829,6,149.94,0
1179,3,199.06,0
2755,1,35.55,1
2755,2,89.54,0
2755,1,19.75,1
1427,13,264.56,0
2356,15,131.63,0
701,2,66.38,0
2755,1,46.88,1
2125,3,104.14,0
2755,1,23.71,1
2755,2,67.29,0
2752,6,108.16,0
2580,6,218.17,0
246,32,501.28,0
2647,4,45.4,0
2754,1,7.42,1
2754,1,10.62,1
2754,1,20.98,1
2502,5,79.17,0
2090,11,180.68,0
2753,1,26.08,1
2754,6,86.26,0
2754,3,50.94,0
1991,4,91.37,0
700,18,373.03,0
2754,3,16.64,0
2753,1,16.66,1
869,5,339.59,0
2155,2,43.25,0
2753,3,36.13,0
2753,1,29.99,1
2753,1,18.75,1
2753,3,34.5,0
1214,5,75.32,0
2753,7,74.19,0
494,27,200.05,0
2737,1,57.41,1
2753,6,117.72,0
2542,4,94.69,0
2753,1,82.5,1
2753,5,71.63,0
2753,1,134.53,1
2753,1,11.8,1
2753,3,32.45,0
1762,14,421.03,0
1249,11,187.52,0
2751,2,49.68,0
1826,2,43.71,0
4,10,537.32,0
2752,1,69.96,1
2752,1,58.33,1
2150,5,71.79,0
2752,1,29.13,1
333,4,62.95,0
2752,1,20.75,1
2752,1,41.58,1
558,22,573.71,0
2752,1,41.64,1
2752,2,21.81,0
1858,16,112.62,0
2752,1,16.66,1
2317,14,139.12,0
2586,3,45.71,0
2752,3,30.16,0
2752,4,91.22,0
2752,8,105.98,0
2738,6,243.52,0
2752,1,42.43,1
1959,5,98.51,0
2751,1,99.23,1
2656,3,47.08,0
2751,7,198.6,0
702,2,178.54,0
679,1,26.3,1
2751,2,19.58,0
8,161,1494.26,0
2751,2,20.5,0
2751,1,26.04,1
2751,1,29.06,1
2751,1,62.42,1
2751,10,155.75,0
2751,2,54.02,0
2615,16,410.24,0
2751,5,57.85,0
2751,1,9.96,1
167,43,544.26,0
2447,2,104.55,0
2751,2,38.46,0
2751,1,35.75,1
2751,1,66.0,1
2750,8,53.08,0
1869,12,377.28,0
2750,1,19.71,1
1887,3,39.88,0
2738,3,46.59,0
42,89,1159.54,0
2674,6,108.81,0
547,4,47.8,0
2750,2,74.89,0
2750,5,95.46,0
854,36,331.39,0
2716,8,99.05,0
472,9,193.63,0
2043,10,142.96,0
1146,3,149.16,0
2749,1,36.68,1
2430,2,90.81,0
2749,1,12.42,1
1879,4,142.52,0
11,44,280.17,0
2749,4,98.08,0
2172,22,266.93,0
2749,1,12.67,1
1267,20,252.88,0
2746,1,41.58,1
118,42,248.6,0
2656,3,55.6,0
852,58,1615.14,0
2124,9,113.94,0
2748,4,94.81,0
1640,40,451.15,0
2748,1,15.04,1
2328,3,53.2,0
21,136,1450.64,0
1993,9,256.07,0
2748,1,110.79,1
2748,5,44.49,0
2731,6,176.03,0
2748,1,26.25,1
2287,24,267.06,0
2748,1,55.37,1
282,9,51.25,0
855,5,59.89,0
2679,4,109.71,0
2746,2,41.5,0
881,3,174.99,0
2747,1,24.9,1
2747,6,225.55,0
1690,10,160.3,0
2676,7,72.48,0
2738,2,133.28,0
2411,38,572.99,0
2747,1,131.25,1
2747,1,67.85,1
2747,1,19.96,1
2747,1,108.29,1
2746,1,15.79,1
2585,79,1305.01,0
1250,9,251.74,0
1569,2,27.59,0
2746,1,46.82,1
2746,1,15.04,1
1193,15,180.6,0
1306,8,153.57,0
249,4,20.25,0
2746,1,40.41,1
2746,4,63.41,0
2746,1,7.46,1
2746,1,49.17,1
123,4,123.4,0
2109,7,115.87,0
2746,1,47.46,1
1418,4,82.4,0
2746,1,4.99,1
2746,1,108.29,1
2746,3,65.67,0
2746,1,54.5,1
2746,1,15.75,1
2745,1,20.79,1
2745,4,37.68,0
1781,36,435.67,0
2739,1,5.46,1
2745,1,19.96,1
2222,1,179.25,1
2745,6,49.06,0
2745,1,41.63,1
2742,1,79.01,1
2745,4,44.02,0
2126,9,317.67,0
2744,2,15.75,0
2744,7,98.68,0
956,31,432.55,0
2734,3,80.7,0
2600,7,134.06,0
2682,4,109.36,0
2744,1,42.67,1
1407,7,73.87,0
2744,9,216.8,0
2744,5,42.21,0
2744,1,131.25,1
2744,6,82.01,0
2744,2,22.45,0
1310,13,199.91,0
69,9,120.52,0
334,5,126.72,0
2744,2,62.98,0
2676,8,48.43,0
2744,1,9.08,1
1799,4,175.85,0
665,2,18.02,0
2744,2,53.15,0
2267,3,43.24,0
2743,1,131.25,1
2556,3,129.17,0
2743,1,18.4,1
2411,3,33.98,0
761,9,622.89,0
2743,3,50.01,0
2312,2,169.64,0
2676,1,18.3,1
2743,5,153.06,0
2503,3,78.09,0
2719,3,100.38,0
2743,3,46.16,0
561,3,52.62,0
2743,7,57.95,0
2219,4,43.6,0
217,2,96.18,0
2289,6,95.3,0
381,26,445.91,0
2328,15,216.1,0
132,6,70.47,0
2743,1,20.83,1
1958,40,608.73,0
2688,3,49.58,0
1634,3,124.72,0
643,6,139.73,0
2743,5,88.3,0
435,22,264.13,0
71,3,32.67,0
651,20,211.9,0
1820,21,572.89,0
158,2,39.59,0
2732,2,45.77,0
2742,2,17.66,0
2743,4,170.71,0
830,24,219.23,0
2285,7,77.48,0
1953,7,49.98,0
2742,1,26.25,1
2742,1,13.42,1
2524,2,55.96,0
2742,1,55.34,1
2742,1,78.37,1
2742,1,13.29,1
2742,2,554.11,0
644,4,59.23,0
2742,2,32.45,0
907,7,96.49,0
2657,5,70.88,0
2275,7,151.01,0
2742,1,41.58,1
2742,3,58.22,0
2742,14,175.17,0
2270,13,246.09,0
32,66,699.04,0
231,11,135.76,0
2742,2,47.47,0
2592,2,42.25,0
1082,6,59.39,0
333,2,21.4,0
2536,9,115.46,0
2607,1,25.0,1
2121,43,481.01,0
2738,2,47.48,0
892,3,30.57,0
2742,2,19.34,0
330,26,418.93,0
2464,3,63.46,0
2612,7,90.98,0
928,18,153.66,0
255,63,463.97,0
2605,6,173.42,0
2741,1,42.5,1
2741,3,98.73,0
1009,12,106.2,0
212,5,54.76,0
2728,5,112.99,0
2741,1,16.58,1
2323,17,300.28,0
2516,1,62.5,1
1578,9,225.94,0
2741,1,26.63,1
2000,8,25.04,0
2739,2,85.86,0
2741,2,53.94,0
1382,2,30.42,0
2310,8,87.31,0
2672,4,41.86,0
267,10,179.16,0
2740,2,8.8,0
707,16,101.99,0
577,7,136.3,0
1333,16,342.84,0
2471,4,102.9,0
163,4,80.49,0
2739,1,49.98,1
2208,4,83.39,0
2374,5,102.39,0
2207,6,165.06,0
1524,5,92.7,0
2740,2,62.67,0
2618,6,162.2,0
2125,20,615.13,0
2740,3,52.76,0
2740,1,7.92,1
955,7,90.03,0
2701,6,212.87,0
1026,2,90.84,0
2740,2,52.42,0
2740,2,25.06,0
2057,3,272.39,0
2724,3,88.31,0
2738,3,6.9,0
1652,22,195.92,0
2739,1,92.89,1
2739,1,24.88,1
2739,4,51.51,0
184,36,938.29,0
2739,1,275.0,1
2739,1,12.42,1
1008,3,21.64,0
2168,10,225.15,0
2739,1,55.38,1
2654,3,116.94,0
1146,12,64.56,0
2537,4,54.38,0
2739,1,48.17,1
2739,1,24.87,1
2738,5,19.47,0
2739,3,62.48,0
2725,8,728.9,0
2474,4,36.55,0
696,27,273.14,0
2739,1,39.75,1
447,2,24.62,0
2599,9,294.54,0
2739,1,41.66,1
1013,2,96.44,0
2738,5,53.09,0
2739,7,24.76,0
2738,1,37.46,1
1671,63,705.97,0
2738,1,66.66,1
803,2,64.83,0
2738,3,124.91,0
2105,2,73.1,0
317,34,368.25,0
2735,4,46.32,0
1432,2,150.46,0
1286,2,77.43,0
2736,1,49.92,1
2738,1,21.58,1
2738,3,18.43,0
2738,1,49.91,1
2738,6,91.54,0
2738,3,120.47,0
2738,1,62.5,1
2738,1,3.33,1
2738,2,59.33,0
2738,2,15.75,0
1154,31,415.68,0
1440,4,60.53,0
1353,15,319.75,0
2600,3,125.58,0
2731,4,60.55,0
2659,6,145.69,0
2738,2,33.87,0
2733,3,41.98,0
2738,2,20.5,0
2738,1,230.42,1
334,172,2147.56,0
120,128,2568.46,0
2737,1,15.04,1
2064,62,2232.84,0
2737,2,56.91,0
2508,4,110.48,0
2223,15,126.51,0
1512,7,81.28,0
2737,1,12.46,1
2621,12,119.4,0
1695,2,39.74,0
1456,10,123.43,0
1969,10,172.94,0
2737,2,49.84,0
1715,32,399.97,0
2192,11,310.77,0
2737,3,51.97,0
2737,2,39.5,0
2737,6,21.17,0
2736,5,130.46,0
2736,1,20.82,1
2736,1,42.67,1
2736,6,34.21,0
2736,7,55.32,0
392,28,257.07,0
2722,2,19.98,0
342,27,919.48,0
2385,5,76.28,0
2299,13,181.61,0
2736,3,17.67,0
2736,4,58.98,0
1622,3,700.79,0
1750,46,178.38,0
1669,16,373.59,0
2522,2,44.18,0
2736,1,49.91,1
586,3,119.65,0
1804,8,170.75,0
2736,5,110.67,0
2736,1,39.95,1
2736,1,16.63,1
2736,3,33.89,0
2735,2,50.5,0
2735,1,19.67,1
2585,3,14.97,0
1490,5,551.44,0
4,10,154.71,0
787,16,226.83,0
2735,1,33.16,1
1466,6,92.76,0
2735,1,19.96,1
2735,1,29.12,1
2735,3,42.82,0
2735,1,16.58,1
475,18,87.66,0
266,8,81.9,0
2550,2,39.29,0
1785,5,49.8,0
2735,5,49.35,0
2734,4,118.16,0
2734,3,93.54,0
2734,3,78.79,0
2734,7,221.91,0
91,52,631.9,0
1390,11,122.13,0
2686,6,127.76,0
2734,1,82.92,1
2627,6,103.22,0
2734,1,19.71,1
2734,1,27.63,1
2733,1,58.31,1
2695,2,22.5,0
276,1,62.65,1
2347,14,204.27,0
2734,3,68.65,0
2734,1,15.04,1
2733,4,91.59,0
2733,2,134.13,0
2731,1,268.75,1
2732,3,35.12,0
2733,1,33.0,1
2733,1,110.79,1
2733,1,8.25,1
1243,4,54.45,0
2733,1,23.75,1
2733,2,43.4,0
2485,6,210.12,0
2724,10,245.62,0
2733,2,36.25,0
1923,19,453.75,0
2733,10,284.5,0
2733,1,29.16,1
2733,1,58.33,1
2655,1,53.12,1
1911,10,168.73,0
2590,14,423.96,0
2733,5,45.87,0
2733,3,29.67,0
2732,1,31.58,1
269,30,409.11,0
2732,4,58.03,0
2727,5,83.95,0
707,24,454.55,0
2732,3,48.2,0
2492,6,159.75,0
2732,1,18.21,1
2732,5,111.67,0
2732,2,42.15,0
2732,2,129.96,0
2732,3,14.74,0
2505,10,236.31,0
241,32,652.81,0
661,3,22.24,0
120,4,37.39,0
2732,1,14.65,1
2732,3,65.47,0
2632,2,58.47,0
2164,3,105.09,0
2731,4,499.76,0
1982,3,58.13,0
2731,6,31.19,0
2731,7,64.51,0
2731,1,57.5,1
2731,2,54.98,0
2731,1,3.92,1
2299,7,63.58,0
702,4,46.49,0
2731,1,49.17,1
2731,1,24.92,1
1722,4,96.02,0
2324,23,252.22,0
2166,5,146.13,0
1432,2,176.39,0
2731,1,15.79,1
2730,1,33.25,1
2730,3,63.83,0
2302,9,196.5,0
661,3,326.02,0
310,21,232.28,0
2729,2,35.71,0
2451,10,87.78,0
2730,1,24.88,1
2589,10,37.07,0
1941,3,163.53,0
1479,2,46.31,0
763,12,70.52,0
2728,1,16.66,1
2014,2,52.66,0
2730,1,2.63,1
1330,6,207.54,0
2730,1,108.25,1
2730,5,65.03,0
2730,1,15.23,1
2691,15,87.14,0
2602,2,16.01,0
2618,2,313.34,0
1960,25,186.58,0
2729,1,3.53,1
2729,1,33.33,1
2729,1,22.04,1
1078,4,113.43,0
113,4,113.48,0
2729,1,63.29,1
2665,25,484.05,0
2492,10,192.67,0
2595,7,378.8,0
141,1,26.73,1
2152,3,84.6,0
114,102,959.71,0
494,2,88.6,0
1674,1,60.46,1
1487,13,86.35,0
558,24,242.18,0
2689,2,79.88,0
1222,8,126.99,0
197,48,659.0,0
2064,2,43.24,0
2385,4,87.94,0
2492,5,42.77,0
2727,3,53.7,0
1376,2,9.24,0
2393,4,208.2,0
2722,3,24.67,0
2729,5,15.44,0
2688,8,111.72,0
2729,1,6.73,1
2580,4,557.93,0
1599,12,130.45,0
1086,5,120.33,0
2313,4,60.98,0
2642,8,91.2,0
2728,1,23.66,1
1536,5,35.49,0
2662,3,122.42,0
2398,43,355.67,0
2728,4,87.03,0
2681,5,144.1,0
2682,18,130.58,0
2711,1,14.96,1
1804,27,345.01,0
458,6,86.51,0
128,7,131.13,0
2728,8,59.53,0
2728,1,26.44,1
1811,1,16.63,1
2682,3,131.13,0
2727,3,52.7,0
2728,1,6.33,1
2728,4,70.71,0
2451,1,19.5,1
2153,4,65.15,0
2728,1,14.41,1
2728,4,45.19,0
2251,22,420.21,0
101,6,219.47,0
1332,7,98.8,0
254,65,1279.4,0
62,19,243.17,0
1456,6,91.85,0
2727,1,55.37,1
192,67,1781.29,0
708,1,15.5,1
2727,1,49.79,1
194,22,268.76,0
2727,1,20.75,1
2727,1,8.27,1
2590,11,191.4,0
725,45,690.41,0
2727,1,7.49,1
799,3,54.91,0
567,11,109.81,0
2725,2,23.68,0
2376,3,33.34,0
2727,1,26.67,1
2727,1,26.67,1
237,10,158.75,0
2726,8,207.76,0
2545,6,212.86,0
858,3,128.44,0
1382,13,47.6,0
2726,2,483.58,0
2726,1,10.75,1
2726,1,22.46,1
1225,3,16.41,0
2726,1,29.99,1
2726,1,57.0,1
2726,1,43.5,1
2726,1,497.0,1
2726,8,60.82,0
856,13,211.04,0
2726,2,42.67,0
2726,6,92.08,0
888,10,97.94,0
2173,1,44.93,1
1311,8,133.0,0
1730,47,752.58,0
2724,5,72.42,0
509,31,244.88,0
1218,8,65.99,0
442,42,1136.29,0
2725,2,71.17,0
2489,6,82.83,0
278,86,595.24,0
2724,2,49.9,0
2725,2,64.84,0
2268,10,102.35,0
2725,1,29.98,1
1610,7,178.69,0
2168,3,64.88,0
2713,2,137.59,0
2688,7,91.6,0
2725,3,49.01,0
84,26,329.0,0
846,1,13.63,1
2725,1,154.17,1
2544,5,112.28,0
2048,13,262.24,0
2725,3,74.6,0
2725,1,29.08,1
2725,1,55.38,1
1183,7,86.23,0
1022,5,46.86,0
2207,5,364.06,0
2725,1,47.46,1
1274,13,148.94,0
2717,3,134.51,0
2598,3,97.93,0
1518,22,82.7,0
2724,2,74.98,0
2724,1,57.5,1
2682,2,92.37,0
2724,1,27.51,1
2724,4,109.0,0
2579,1,57.32,1
2122,24,324.99,0
1063,36,423.74,0
2664,3,157.55,0
1547,13,336.37,0
590,28,451.45,0
2724,1,18.17,1
1733,17,194.8,0
1492,20,132.3,0
2724,1,49.92,1
163,6,100.18,0
1973,19,295.13,0
2724,4,50.2,0
2724,3,103.29,0
1021,12,127.26,0
582,5,88.21,0
1897,2,119.7,0
2723,1,71.21,1
2723,2,109.96,0
171,5,110.6,0
2667,4,39.31,0
2723,1,15.3,1
2723,2,42.38,0
2491,5,357.65,0
2166,1,44.93,1
2723,1,41.66,1
2723,2,23.32,0
2720,1,18.97,1
765,28,482.74,0
2507,3,215.46,0
2689,1,9.97,1
2723,2,59.75,0
2712,9,99.95,0
507,17,348.76,0
172,24,259.78,0
2176,9,128.81,0
2723,1,24.94,1
58,17,289.33,0
2722,1,83.1,1
1755,19,431.82,0
2297,3,44.38,0
2670,2,165.8,0
275,45,348.85,0
2722,1,24.94,1
2722,1,24.94,1
2722,1,24.94,1
1850,25,870.46,0
2722,1,15.79,1
1397,5,43.76,0
322,41,855.8,0
835,86,1457.87,0
1742,7,131.24,0
2368,24,272.2,0
2718,5,64.32,0
2722,1,106.25,1
1739,4,139.45,0
2653,7,39.73,0
424,19,172.82,0
2722,2,67.96,0
2722,1,49.08,1
2055,13,156.71,0
2129,2,59.94,0
1466,2,34.91,0
2722,1,38.5,1
2722,1,47.5,1
2722,1,29.12,1
2697,4,155.06,0
2722,2,50.5,0
2722,2,14.45,0
2117,6,167.58,0
2722,2,205.68,0
2721,1,133.78,1
2562,4,68.16,0
2721,2,57.45,0
2721,1,16.55,1
2721,1,28.26,1
1286,1,16.99,1
363,21,213.22,0
76,27,295.66,0
2721,1,19.96,1
42,3,29.11,0
1262,15,461.25,0
2555,9,74.74,0
2237,3,85.08,0
717,2,154.32,0
2721,1,57.75,1
2709,2,65.98,0
2721,2,18.17,0
2640,4,93.61,0
31,21,595.17,0
2714,8,48.7,0
2541,4,172.32,0
2721,1,38.5,1
1550,11,177.89,0
2721,1,62.5,1
1891,5,138.46,0
92,14,456.04,0
2094,36,351.34,0
1471,7,45.16,0
2546,4,126.56,0
2720,2,159.67,0
2720,8,41.78,0
426,35,925.47,0
398,2,22.28,0
2720,6,124.97,0
673,13,198.81,0
2720,6,127.79,0
2719,3,62.34,0
1768,7,72.75,0
2720,1,19.67,1
1988,1,41.66,1
767,2,4.92,0
1368,4,34.58,0
2720,3,58.81,0
458,22,629.9,0
1281,70,973.73,0
2720,2,61.12,0
1326,11,86.13,0
2679,5,95.96,0
1739,5,46.84,0
2719,1,15.23,1
333,4,63.4,0
2719,1,62.5,1
1172,1,28.63,1
535,5,103.39,0
2719,1,23.71,1
2569,11,72.4,0
1418,10,59.34,0
757,5,76.53,0
2716,2,66.55,0
2157,5,209.61,0
2718,6,101.74,0
2719,3,93.67,0
2719,4,103.0,0
2717,1,55.38,1
2719,2,21.85,0
2719,1,10.79,1
2719,1,118.75,1
2033,14,449.62,0
2208,4,128.25,0
118,16,351.62,0
2463,8,155.44,0
916,28,212.65,0
2718,1,17.58,1
2718,1,56.82,1
2718,1,16.58,1
1769,9,201.65,0
2453,1,54.63,1
2718,1,114.79,1
2718,1,63.58,1
1083,24,364.77,0
110,341,2331.52,0
2718,4,28.43,0
2531,8,121.79,0
2718,1,51.33,1
2717,9,51.52,0
2718,2,11.96,0
2636,10,110.05,0
2718,1,19.92,1
2718,1,16.58,1
2715,6,18.88,0
2389,6,266.85,0
274,4,87.33,0
2718,3,18.75,0
2641,8,51.47,0
955,7,167.83,0
1253,7,92.29,0
1198,7,136.75,0
2717,2,21.21,0
2633,2,75.26,0
2296,14,219.14,0
2717,6,32.35,0
2700,7,89.28,0
1678,40,743.58,0
2662,2,84.0,0
2690,1,43.27,1
654,14,367.3,0
2717,5,51.96,0
2717,1,17.54,1
2716,1,315.88,1
1948,1,27.59,1
2716,1,10.83,1
2441,2,80.76,0
2296,6,230.71,0
2716,1,17.54,1
1777,6,92.92,0
2716,1,18.72,1
2699,6,54.99,0
2716,1,34.52,1
2716,1,12.46,1
2716,2,48.27,0
2597,3,189.51,0
2658,6,66.69,0
2716,6,43.0,0
235,4,69.15,0
2716,1,16.65,1
2716,3,33.76,0
2716,2,26.61,0
2152,19,288.75,0
2716,1,36.21,1
2715,2,69.86,0
619,4,161.95,0
2715,1,13.3,1
1260,5,53.75,0
1991,1,52.46,1
2708,3,78.66,0
721,5,140.03,0
1426,53,898.76,0
375,5,91.06,0
2362,10,471.99,0
2671,2,36.63,0
2715,1,18.71,1
1998,5,154.69,0
2715,1,43.46,1
2715,1,16.63,1
262,21,255.96,0
2715,1,49.96,1
2715,4,77.03,0
1305,12,335.84,0
2652,6,85.74,0
1828,6,157.0,0
2714,4,37.89,0
2714,1,17.5,1
2715,1,19.67,1
2715,1,41.66,1
2713,1,19.67,1
1428,4,107.67,0
2714,1,29.08,1
1951,3,109.39,0
2618,1,74.96,1
2714,4,106.03,0
2714,1,2.08,1
2714,1,12.46,1
2714,1,29.25,1
1080,5,93.96,0
2714,1,13.92,1
2714,9,91.32,0
2714,2,34.95,0
2714,3,24.26,0
2714,7,45.02,0
1918,10,56.73,0
2311,7,43.29,0
2713,2,80.84,0
2713,2,20.33,0
1354,34,403.34,0
2713,3,259.55,0
183,5,288.84,0
2713,2,35.67,0
2713,2,12.84,0
1074,21,388.14,0
2682,8,144.12,0
440,7,110.6,0
2713,3,89.72,0
2713,1,58.33,1
2533,9,125.7,0
2156,4,75.59,0
69,38,631.54,0
2713,2,11.88,0
2713,4,29.6,0
51,198,1259.9,0
1951,3,155.36,0
2621,1,169.17,1
1266,11,208.48,0
2694,15,121.05,0
2713,1,106.25,1
2712,1,22.46,1
2595,2,46.2,0
184,34,458.92,0
2710,4,88.35,0
943,96,1908.6,0
2712,2,59.12,0
2512,8,339.78,0
1943,5,52.08,0
678,18,211.18,0
2675,9,113.68,0
2712,1,19.67,1
493,14,131.0,0
2215,10,152.88,0
2526,3,38.88,0
2659,9,160.01,0
832,3,26.86,0
2683,2,60.13,0
851,83,717.78,0
2712,1,5.23,1
2712,1,25.25,1
2712,1,29.96,1
195,19,122.11,0
2712,1,26.28,1
2712,3,38.67,0
2689,3,144.24,0
2712,1,55.37,1
1601,5,106.86,0
2032,13,169.49,0
2544,2,55.93,0
645,11,110.9,0
2475,7,131.04,0
2712,1,15.79,1
2712,3,47.51,0
2712,3,80.12,0
1661,4,41.74,0
2712,1,35.55,1
2712,1,34.75,1
2360,12,351.2,0
2103,11,153.03,0
2712,1,15.16,1
48,13,140.2,0
2711,3,44.26,0
2711,1,8.0,1
2557,6,145.89,0
1171,2,458.33,0
1987,23,290.64,0
285,6,53.0,0
63,109,1195.73,0
2711,1,49.74,1
2711,1,12.58,1
2711,4,55.58,0
1074,12,259.59,0
2711,1,71.21,1
1125,2,65.66,0
2711,1,15.79,1
2040,6,79.29,0
1632,5,649.66,0
1825,5,301.9,0
2711,3,82.59,0
2459,9,159.63,0
1440,5,65.02,0
2711,1,35.34,1
811,17,168.9,0
2249,20,308.53,0
2711,2,39.84,0
2541,19,397.96,0
2038,1,136.25,1
2702,2,19.7,0
1029,3,45.97,0
33,3,51.6,0
2467,3,77.17,0
67,27,138.29,0
2711,1,33.16,1
39,12,315.51,0
2692,7,106.03,0
203,42,510.35,0
2711,1,23.75,1
47,25,260.18,0
227,48,487.32,0
2710,1,20.83,1
1117,8,182.24,0
1313,11,129.97,0
2567,5,172.47,0
2711,1,39.54,1
2711,4,123.97,0
2069,6,154.78,0
2711,1,96.74,1
2711,2,42.56,0
2710,1,24.88,1
2303,11,195.22,0
2711,1,13.26,1
338,48,633.85,0
2710,3,256.22,0
2710,1,41.66,1
1457,99,1077.61,0
2648,2,43.23,0
1804,1,16.66,1
2545,7,102.16,0
2710,1,15.79,1
2710,2,34.96,0
2551,3,67.97,0
211,78,479.04,0
1221,1,12.09,1
2710,1,50.0,1
328,10,185.72,0
2710,1,106.8,1
2710,1,41.35,1
2696,2,9.89,0
1187,6,48.19,0
2681,2,44.76,0
1931,61,463.51,0
268,93,1575.98,0
1375,1,11.52,1
597,9,28.23,0
2636,2,4.92,0
2350,7,64.45,0
521,8,78.37,0
2710,1,8.75,1
2710,1,108.29,1
209,83,987.48,0
2085,5,100.28,0
2687,8,179.51,0
1135,23,293.71,0
2709,4,28.54,0
2279,9,274.2,0
2031,5,126.86,0
1225,178,3310.35,0
2557,4,35.08,0
2523,2,13.34,0
2710,1,10.25,1
2412,18,156.03,0
1020,4,46.8,0
985,21,479.9,0
2709,2,166.58,0
2709,1,19.67,1
510,14,262.45,0
1580,5,36.56,0
95,79,958.46,0
2470,1,83.33,1
1664,3,12.81,0
1912,6,52.59,0
2093,5,119.13,0
2709,1,33.25,1
2709,1,33.25,1
1751,4,15.02,0
2709,4,24.27,0
440,15,373.76,0
1785,13,311.31,0
1839,3,79.26,0
2585,5,88.42,0
2709,1,31.19,1
2708,5,21.83,0
2389,2,21.05,0
2709,6,198.65,0
2709,2,89.42,0
2709,1,57.78,1
2709,16,301.12,0
899,7,127.54,0
2709,1,106.25,1
1150,13,261.23,0
1694,1,2.78,1
2709,1,91.67,1
150,28,182.71,0
233,142,1633.32,0
2709,1,20.83,1
2709,1,58.33,1
2709,2,34.88,0
1815,4,88.76,0
1285,3,15.08,0
1733,1,3.32,1
88,27,472.51,0
2708,4,54.94,0
1257,7,123.4,0
2708,1,5.15,1
1732,7,92.42,0
758,34,567.46,0
2708,1,223.13,1
1739,4,42.59,0
2595,9,147.75,0
2708,2,11.29,0
2707,1,37.17,1
2483,4,57.93,0
2708,1,63.29,1
2485,4,81.48,0
1797,2,51.62,0
2708,2,22.5,0
2708,1,79.13,1
2708,1,37.46,1
1928,2,28.05,0
2677,6,163.46,0
1983,3,68.64,0
2676,10,99.27,0
2291,15,210.35,0
1017,7,86.26,0
1082,9,108.25,0
1439,17,116.64,0
2708,1,21.58,1
2522,6,71.64,0
2708,1,47.42,1
2708,3,41.87,0
2681,3,12.04,0
1002,3,70.23,0
2707,1,91.67,1
2678,1,46.64,1
1719,17,193.08,0
1591,23,204.37,0
2707,2,29.0,0
829,28,515.96,0
1145,17,161.92,0
1786,2,45.84,0
1428,6,114.31,0
2707,1,12.63,1
2707,1,14.84,1
2707,2,54.02,0
1003,11,314.54,0
2707,1,17.5,1
281,2,121.04,0
491,1,59.22,1
2707,1,36.68,1
2321,5,42.87,0
30,103,623.21,0
1243,6,54.27,0
2700,5,186.84,0
363,16,269.47,0
2707,1,108.29,1
47,5,67.89,0
332,4,33.56,0
2657,2,47.33,0
1251,2,16.82,0
2706,4,67.96,0
2706,10,136.38,0
2706,1,108.29,1
97,64,761.27,0
2340,5,46.95,0
365,77,436.55,0
2706,5,183.34,0
2706,1,15.04,1
2675,17,165.22,0
2706,2,51.34,0
2706,1,16.67,1
2033,3,62.95,0
2706,1,108.29,1
2213,9,97.79,0
1310,3,79.01,0
2706,1,47.42,1
2694,10,116.48,0
536,10,81.88,0
