recency,frequency,monetary,variety,clusters,kmeans_cluster
2679,0.010752688,3.51,1,1,0
2680,0.064516129,86.43,5,0,0
2680,0.010752688,23.25,1,1,0
2680,0.021505376,131.67,2,0,0
2680,0.010752688,29.75,1,1,0
1478,0.268817204,259.59,23,0,3
829,0.161290322,110.3,15,0,1
2680,0.064516129,89.6,5,0,0
2680,0.043010752,25.29,4,0,0
2680,0.010752688,15.46,1,1,0
2680,0.043010752,28.75,4,0,0
2680,0.021505376,19.72,1,1,0
2680,0.150537634,107.2,9,0,0
2680,0.021505376,41.72,2,0,0
2680,0.021505376,24.45,2,0,0
2680,0.010752688,8.67,1,1,0
2680,0.021505376,44.52,2,0,0
2654,0.064516129,65.44,6,0,0
2680,0.010752688,4.08,1,1,0
1635,0.204301075,164.97,18,0,0
2680,0.010752688,12.42,1,1,0
2680,0.010752688,29.75,1,1,0
2037,0.064516129,73.61,5,0,0
280,0.247311827,410.97,23,0,3
2680,0.010752688,99.95,1,1,0
2680,0.010752688,60.14,1,1,0
216,0.774193548,987.12,67,0,3
1348,0.075268817,86.81,7,0,0
1573,0.17204301,237.35,16,0,0
2680,0.021505376,42.36,2,0,0
2679,0.021505376,54.9,2,0,0
2679,0.043010752,42.42,2,0,0
329,0.548387096,927.17,46,0,3
39,0.043010752,50.0,4,0,1
2680,0.032258064,43.7,3,0,0
2679,0.043010752,45.79,4,0,0
2680,0.010752688,28.9,1,1,0
2680,0.010752688,37.47,1,1,0
2679,0.021505376,105.79,2,0,0
443,2.021505376,2942.03,130,0,2
2520,0.096774193,509.57,9,0,0
772,0.021505376,21.44,2,0,1
2679,0.010752688,16.99,1,1,0
2679,0.043010752,287.81,3,0,0
1911,0.043010752,71.85,4,0,0
2679,0.010752688,39.75,1,1,0
940,0.032258064,14.88,2,0,1
2679,0.043010752,148.84,3,0,0
2679,0.043010752,20.36,3,0,0
1741,0.086021505,568.45,8,0,0
2679,0.010752688,99.99,1,1,0
812,0.344086021,180.18,27,0,3
2087,0.05376344,119.0,4,0,0
2127,0.075268817,90.16,6,0,0
1373,0.021505376,30.87,2,0,0
744,0.193548387,459.77,18,0,3
2679,0.021505376,16.68,2,0,0
2568,0.021505376,145.75,2,0,0
2679,0.010752688,35.35,1,1,0
2679,0.021505376,290.83,2,0,0
55,1.05376344,955.73,87,0,3
216,0.247311827,235.25,20,0,1
2679,0.010752688,53.05,1,1,0
187,0.344086021,432.21,26,0,3
2679,0.032258064,22.94,2,0,0
1054,0.204301075,258.42,18,0,1
2536,0.05376344,75.82,5,0,0
2679,0.064516129,89.49,6,0,0
1027,0.279569892,994.86,23,0,3
2458,0.129032258,155.52,11,0,0
2230,0.29032258,318.89,23,0,0
2676,0.043010752,106.27,3,0,0
2678,0.043010752,79.48,4,0,0
2678,0.05376344,76.11,4,0,0
2678,0.010752688,21.58,1,1,0
1014,0.075268817,233.52,6,0,1
2551,0.05376344,117.57,5,0,0
2678,0.021505376,11.31,2,0,0
2678,0.075268817,67.2,5,0,0
2678,0.010752688,24.58,1,1,0
2678,0.043010752,77.99,4,0,0
2678,0.032258064,32.95,3,0,0
233,0.064516129,105.75,6,0,1
2678,0.032258064,79.23,3,0,0
762,0.623655913,1010.63,50,0,3
1337,0.182795698,569.67,10,0,0
1725,0.032258064,24.99,2,0,0
332,0.268817204,193.02,23,0,1
2209,0.118279569,268.85,11,0,0
28,0.107526881,127.13,10,0,1
2678,0.096774193,80.31,9,0,0
2678,0.010752688,49.51,1,1,0
2537,0.129032258,369.29,10,0,0
2678,0.021505376,82.87,2,0,0
2678,0.021505376,26.92,2,0,0
2678,0.021505376,44.48,2,0,0
2558,0.086021505,234.82,8,0,0
2676,0.032258064,44.09,3,0,0
2678,0.032258064,29.3,3,0,0
2678,0.021505376,33.25,2,0,0
2678,0.05376344,20.99,4,0,0
2673,0.118279569,187.12,8,0,0
2081,0.086021505,184.08,8,0,0
1471,0.064516129,91.84,6,0,0
728,0.268817204,174.98,24,0,1
1443,0.161290322,186.64,13,0,0
2539,0.139784946,439.17,13,0,0
2678,0.021505376,42.91,2,0,0
2678,0.010752688,268.75,1,1,0
2396,0.021505376,13.67,2,0,0
2678,0.010752688,49.96,1,1,0
2678,0.010752688,32.37,1,1,0
2395,0.150537634,284.34,14,0,0
93,0.258064516,251.83,23,0,3
2677,0.010752688,29.5,1,1,0
2677,0.086021505,42.56,8,0,0
2676,0.043010752,81.57,4,0,0
1584,0.279569892,301.97,25,0,3
1786,0.268817204,385.36,24,0,3
1613,0.322580645,745.91,28,0,3
1815,0.075268817,152.97,6,0,0
2677,0.032258064,34.58,3,0,0
2677,0.010752688,9.14,1,1,0
2677,0.010752688,109.76,1,1,0
202,0.279569892,314.8,25,0,3
2271,0.107526881,77.6,10,0,0
2677,0.021505376,31.62,2,0,0
2677,0.032258064,46.33,3,0,0
2677,0.010752688,3.33,1,1,0
2651,0.032258064,70.98,3,0,0
9,0.731182795,518.74,64,0,3
2677,0.032258064,45.95,3,0,0
2677,0.010752688,26.17,1,1,0
1455,0.107526881,221.11,10,0,0
2677,0.064516129,62.35,6,0,0
2660,0.043010752,10.78,2,0,0
1420,0.064516129,89.79,6,0,0
2562,0.05376344,73.86,5,0,0
2677,0.010752688,37.42,1,1,0
2677,0.010752688,48.21,1,1,0
2677,0.021505376,9.1,2,0,0
2677,0.010752688,13.46,1,1,0
2128,0.17204301,233.76,16,0,0
105,0.075268817,91.55,7,0,1
2677,0.021505376,42.5,2,0,0
2677,0.032258064,63.12,3,0,0
2677,0.010752688,35.35,1,1,0
1604,0.075268817,96.86,6,0,0
1803,0.258064516,569.69,22,0,3
2585,0.032258064,98.78,3,0,0
2677,0.021505376,98.14,2,0,0
2677,0.043010752,37.54,4,0,0
2677,0.032258064,30.55,3,0,0
346,0.505376344,538.48,43,0,3
2677,0.075268817,80.68,7,0,0
2677,0.010752688,15.0,1,1,0
2593,0.107526881,175.14,9,0,0
2676,0.010752688,60.14,1,1,0
2677,0.010752688,24.98,1,1,0
2677,0.032258064,105.92,3,0,0
1021,0.129032258,81.26,12,0,1
2677,0.010752688,15.0,1,1,0
2549,0.064516129,102.78,6,0,0
2677,0.043010752,45.38,4,0,0
2677,0.021505376,55.14,2,0,0
338,0.086021505,73.53,8,0,1
470,0.17204301,255.38,12,0,1
906,0.215053763,192.19,17,0,1
2676,0.010752688,67.38,1,1,0
241,0.096774193,116.13,8,0,1
2676,0.064516129,53.25,5,0,0
2051,0.021505376,131.17,1,1,0
2676,0.032258064,53.32,3,0,0
2676,0.010752688,16.5,1,1,0
2676,0.010752688,31.64,1,1,0
661,0.795698924,1144.3,46,0,3
2676,0.010752688,10.84,1,1,0
2676,0.010752688,70.8,1,1,0
2676,0.010752688,60.91,1,1,0
2676,0.010752688,25.22,1,1,0
2672,0.05376344,57.58,5,0,0
2676,0.010752688,23.3,1,1,0
2676,0.010752688,28.27,1,1,0
2676,0.010752688,24.72,1,1,0
2450,0.118279569,75.91,11,0,0
2425,0.043010752,43.17,4,0,0
2663,0.05376344,70.02,5,0,0
334,0.376344086,909.34,33,0,3
2676,0.021505376,11.06,2,0,0
2676,0.032258064,38.17,3,0,0
2676,0.021505376,25.72,2,0,0
2662,0.010752688,24.95,1,1,0
2675,0.032258064,29.78,3,0,0
336,0.365591397,405.95,32,0,3
2676,0.010752688,46.68,1,1,0
2676,0.021505376,43.76,2,0,0
2676,0.010752688,28.0,1,1,0
2676,0.032258064,33.45,3,0,0
1957,0.182795698,150.78,16,0,0
2652,0.032258064,782.04,2,0,0
2676,0.05376344,53.05,4,0,0
2676,0.010752688,28.26,1,1,0
2676,0.010752688,24.95,1,1,0
2676,0.032258064,35.74,3,0,0
1370,0.129032258,270.82,12,0,0
2676,0.05376344,57.27,5,0,0
2675,0.075268817,43.42,7,0,0
2676,0.064516129,53.73,4,0,0
2676,0.010752688,37.47,1,1,0
1025,0.064516129,198.66,5,0,1
2676,0.010752688,31.85,1,1,0
1659,0.387096774,842.06,33,0,3
1903,0.064516129,134.46,6,0,0
2166,0.258064516,284.43,23,0,0
2050,0.118279569,253.1,11,0,0
2676,0.215053763,249.65,15,0,0
284,0.204301075,147.3,19,0,1
2468,0.129032258,151.2,12,0,0
2676,0.010752688,170.42,1,1,0
2343,0.17204301,171.38,15,0,0
391,0.258064516,237.48,18,0,1
2091,0.064516129,172.97,6,0,0
2675,0.021505376,19.43,2,0,0
1818,0.021505376,73.5,2,0,0
2675,0.064516129,42.85,6,0,0
2675,0.086021505,72.22,4,0,0
2451,0.032258064,54.41,3,0,0
2675,0.021505376,19.94,1,1,0
2674,0.043010752,44.75,4,0,0
1478,0.397849462,457.67,30,0,3
2675,0.010752688,35.38,1,1,0
2666,0.05376344,28.4,5,0,0
2669,0.043010752,50.09,4,0,0
2666,0.032258064,50.22,3,0,0
2675,0.032258064,64.03,3,0,0
2675,0.021505376,52.37,2,0,0
2668,0.021505376,73.97,2,0,0
2429,0.182795698,389.12,17,0,0
1278,0.075268817,111.87,5,0,0
2675,0.021505376,35.87,2,0,0
2675,0.032258064,44.87,3,0,0
739,0.150537634,220.59,14,0,1
2675,0.021505376,170.16,2,0,0
2655,0.010752688,38.92,1,1,0
59,0.129032258,149.22,12,0,1
2675,0.05376344,47.6,5,0,0
1904,0.021505376,27.93,2,0,0
727,0.086021505,219.7,8,0,1
1389,0.096774193,81.85,8,0,0
1284,0.236559139,186.07,22,0,1
2675,0.010752688,53.12,1,1,0
90,0.537634408,532.75,45,0,3
1750,0.064516129,286.94,5,0,0
706,0.043010752,125.24,4,0,1
2675,0.096774193,63.08,6,0,0
2,2.365591397,2382.6,180,0,2
2675,0.010752688,15.55,1,1,0
2675,0.010752688,24.98,1,1,0
108,0.043010752,88.64,3,0,1
2028,0.032258064,129.83,3,0,0
2675,0.021505376,18.34,1,1,0
2675,0.010752688,9.98,1,1,0
1452,0.096774193,127.8,9,0,0
318,0.043010752,19.42,2,0,1
1028,0.193548387,581.31,16,0,3
2675,0.010752688,24.95,1,1,0
2675,0.064516129,114.16,5,0,0
100,0.215053763,286.72,20,0,1
2517,0.010752688,14.54,1,1,0
1021,0.559139784,568.04,47,0,3
2205,0.279569892,784.56,26,0,3
38,0.354838709,685.18,24,0,3
1429,0.17204301,384.96,15,0,0
2674,0.05376344,252.36,3,0,0
2674,0.043010752,146.23,4,0,0
2674,0.010752688,63.71,1,1,0
374,0.17204301,166.62,14,0,1
2369,0.225806451,399.26,20,0,0
2322,0.032258064,34.11,3,0,0
2043,0.150537634,216.38,14,0,0
285,0.333333333,405.17,28,0,3
2086,0.161290322,102.96,13,0,0
9,0.741935483,697.03,57,0,3
1735,0.064516129,69.38,6,0,0
176,0.032258064,43.82,3,0,1
1753,0.075268817,63.63,7,0,0
2674,0.010752688,46.66,1,1,0
105,0.107526881,210.21,8,0,1
2674,0.021505376,43.26,1,1,0
1563,0.161290322,177.22,13,0,0
658,0.086021505,132.97,7,0,1
1468,0.161290322,388.87,11,0,0
2674,0.010752688,12.4,1,1,0
2674,0.010752688,37.48,1,1,0
2293,0.505376344,591.83,47,0,3
686,0.05376344,65.56,5,0,1
2674,0.010752688,131.67,1,1,0
2674,0.010752688,99.95,1,1,0
2156,0.376344086,556.53,30,0,3
2674,0.010752688,18.06,1,1,0
493,0.397849462,212.08,34,0,3
2673,0.021505376,18.38,2,0,0
2650,0.064516129,55.25,5,0,0
2674,0.010752688,15.07,1,1,0
175,1.258064516,1247.94,101,0,2
1508,0.032258064,190.47,2,0,0
2674,0.010752688,20.81,1,1,0
811,0.806451612,826.4,63,0,3
2119,0.010752688,27.05,1,1,0
2673,0.139784946,75.43,13,0,0
2658,0.05376344,48.54,4,0,0
2673,0.021505376,20.86,2,0,0
2673,0.021505376,10.71,2,0,0
653,0.05376344,53.13,5,0,1
2673,0.021505376,46.56,2,0,0
2663,0.05376344,63.59,4,0,0
2673,0.043010752,70.35,4,0,0
595,1.268817204,1564.68,98,0,2
2673,0.032258064,14.74,3,0,0
2673,0.021505376,74.23,2,0,0
2673,0.010752688,54.13,1,1,0
2656,0.010752688,24.85,1,1,0
240,0.258064516,351.73,23,0,3
2673,0.021505376,21.9,2,0,0
604,0.118279569,131.96,11,0,1
1436,0.064516129,103.67,5,0,0
2555,0.021505376,85.41,2,0,0
2661,0.17204301,299.09,12,0,0
2673,0.010752688,21.22,1,1,0
2673,0.010752688,58.8,1,1,0
207,0.76344086,737.68,60,0,3
1429,0.096774193,97.63,9,0,0
2673,0.021505376,25.24,2,0,0
2673,0.086021505,66.61,6,0,0
865,0.139784946,196.77,13,0,1
1071,0.021505376,111.86,2,0,1
2673,0.010752688,510.0,1,1,0
2410,0.096774193,233.69,9,0,0
2673,0.010752688,14.13,1,1,0
520,0.17204301,235.63,16,0,1
2673,0.010752688,46.66,1,1,0
2671,0.021505376,153.6,2,0,0
2159,0.043010752,70.53,4,0,0
2673,0.010752688,54.13,1,1,0
1465,0.182795698,297.3,17,0,0
2069,0.182795698,384.01,16,0,0
2673,0.043010752,71.62,3,0,0
2038,0.021505376,43.96,2,0,0
2637,0.17204301,160.71,14,0,0
2672,0.032258064,20.14,3,0,0
2634,0.182795698,179.41,14,0,0
988,0.096774193,424.4,9,0,1
521,0.311827956,409.72,25,0,3
694,0.032258064,131.15,3,0,1
2276,0.010752688,4.46,1,1,0
2672,0.010752688,64.88,1,1,0
130,0.677419354,359.64,37,0,3
837,0.17204301,196.36,16,0,1
2672,0.021505376,46.27,2,0,0
2672,0.043010752,44.2,4,0,0
2672,0.010752688,32.23,1,1,0
2666,0.064516129,242.51,6,0,0
2672,0.010752688,15.5,1,1,0
2672,0.010752688,349.42,1,1,0
768,0.430107526,421.35,35,0,3
2672,0.010752688,91.7,1,1,0
2397,0.107526881,193.43,9,0,0
1685,0.268817204,596.04,23,0,3
2666,0.021505376,27.96,1,1,0
1182,0.204301075,213.02,15,0,1
2672,0.032258064,96.16,3,0,0
7,0.075268817,85.55,7,0,1
2672,0.021505376,9.98,2,0,0
850,0.419354838,484.31,38,0,3
2151,0.139784946,148.17,11,0,0
2544,0.010752688,71.17,1,1,0
2672,0.021505376,51.56,2,0,0
2317,0.107526881,128.64,10,0,0
2672,0.021505376,58.81,2,0,0
2672,0.05376344,67.47,4,0,0
2672,0.032258064,50.97,1,1,0
2672,0.021505376,8.42,1,1,0
2672,0.05376344,100.1,5,0,0
2112,0.075268817,216.44,7,0,0
2295,0.086021505,88.17,8,0,0
2672,0.010752688,33.22,1,1,0
2672,0.010752688,24.96,1,1,0
2672,0.05376344,63.43,5,0,0
2672,0.021505376,35.85,2,0,0
2672,0.021505376,97.67,2,0,0
2672,0.021505376,53.66,2,0,0
1305,0.419354838,370.22,36,0,3
820,0.365591397,518.48,33,0,3
1357,0.118279569,220.56,10,0,0
212,0.17204301,177.14,15,0,1
2672,0.010752688,140.25,1,1,0
1445,0.107526881,172.04,10,0,0
2671,0.032258064,47.62,3,0,0
452,0.225806451,313.69,18,0,1
2671,0.032258064,42.41,3,0,0
2671,0.032258064,89.49,3,0,0
2671,0.043010752,246.38,4,0,0
546,0.107526881,50.92,10,0,1
24,0.559139784,1006.41,50,0,3
2671,0.075268817,44.8,7,0,0
2671,0.05376344,87.86,5,0,0
2671,0.010752688,9.08,1,1,0
2597,0.086021505,84.23,7,0,0
2670,0.010752688,37.48,1,1,0
2396,0.107526881,143.6,6,0,0
2671,0.021505376,12.79,2,0,0
141,2.580645161,3534.04,195,0,2
2670,0.021505376,19.71,2,0,0
857,0.720430107,1333.42,53,0,3
212,0.247311827,241.98,20,0,1
2455,0.021505376,35.79,2,0,0
2671,0.05376344,46.47,5,0,0
2652,0.118279569,145.35,4,0,0
2671,0.021505376,106.34,2,0,0
377,0.559139784,598.75,45,0,3
2005,0.096774193,147.95,9,0,0
2671,0.032258064,59.1,3,0,0
2671,0.021505376,23.46,2,0,0
2671,0.010752688,2.49,1,1,0
2671,0.032258064,14.41,3,0,0
2671,0.043010752,74.51,4,0,0
2629,0.17204301,283.86,14,0,0
1298,0.505376344,374.29,44,0,3
2306,0.032258064,54.14,2,0,0
2077,0.021505376,66.63,2,0,0
2671,0.032258064,175.74,3,0,0
2517,0.17204301,132.59,15,0,0
700,0.193548387,275.58,17,0,1
2382,0.086021505,108.99,8,0,0
2670,0.021505376,44.11,2,0,0
2670,0.021505376,92.2,2,0,0
2355,0.204301075,1008.94,19,0,3
2116,0.021505376,43.31,2,0,0
2670,0.05376344,50.21,5,0,0
2670,0.032258064,41.82,3,0,0
2670,0.032258064,47.26,3,0,0
2670,0.032258064,46.94,3,0,0
1726,0.075268817,65.42,6,0,0
2670,0.032258064,72.04,3,0,0
2670,0.010752688,51.67,1,1,0
2665,0.021505376,78.63,2,0,0
2670,0.010752688,13.74,1,1,0
2664,0.010752688,26.78,1,1,0
2670,0.021505376,165.8,1,1,0
2577,0.043010752,53.43,4,0,0
2670,0.010752688,16.65,1,1,0
1746,0.05376344,73.95,5,0,0
2664,0.086021505,116.43,7,0,0
1278,0.247311827,276.89,20,0,1
2670,0.010752688,437.5,1,1,0
2670,0.043010752,44.7,4,0,0
114,0.107526881,107.35,10,0,1
2670,0.032258064,62.17,3,0,0
2171,0.301075268,335.46,26,0,3
352,0.043010752,39.42,3,0,1
2128,0.161290322,226.88,14,0,0
2153,0.05376344,95.34,5,0,0
2670,0.064516129,43.15,6,0,0
2670,0.021505376,52.33,2,0,0
1705,0.096774193,687.07,8,0,0
2670,0.064516129,79.98,3,0,0
790,0.118279569,117.52,11,0,1
2589,0.150537634,274.93,11,0,0
1630,0.118279569,62.33,8,0,0
129,0.462365591,383.64,41,0,3
2166,0.193548387,167.55,14,0,0
1073,0.591397849,916.86,51,0,3
2319,0.075268817,119.06,7,0,0
2637,0.075268817,221.77,6,0,0
230,0.118279569,130.23,9,0,1
821,0.010752688,16.41,1,1,1
10,1.806451612,2627.67,119,0,2
2669,0.010752688,24.72,1,1,0
2639,0.021505376,122.11,2,0,0
2668,0.043010752,118.78,3,0,0
1463,0.064516129,76.4,5,0,0
2669,0.032258064,58.62,3,0,0
846,0.193548387,177.97,18,0,1
2669,0.043010752,86.06,4,0,0
1205,0.129032258,206.74,12,0,1
2669,0.010752688,131.67,1,1,0
2669,0.010752688,38.29,1,1,0
1494,0.182795698,95.44,16,0,0
2669,0.010752688,27.91,1,1,0
2669,0.021505376,51.65,2,0,0
2669,0.021505376,52.14,2,0,0
2669,0.107526881,212.92,10,0,0
161,0.064516129,434.89,5,0,1
262,0.623655913,962.37,51,0,3
2669,0.043010752,21.15,4,0,0
1758,0.032258064,74.75,3,0,0
2638,0.064516129,71.16,5,0,0
2215,0.064516129,85.88,5,0,0
2330,0.086021505,169.4,7,0,0
2669,0.010752688,49.92,1,1,0
1563,0.043010752,150.51,4,0,0
1562,0.161290322,147.33,12,0,0
914,0.075268817,118.6,6,0,1
2651,0.086021505,120.22,6,0,0
1368,0.086021505,112.28,8,0,0
2195,0.107526881,263.7,10,0,0
2669,0.010752688,41.72,1,1,0
1960,0.17204301,249.77,14,0,0
2489,0.161290322,86.42,14,0,0
2668,0.021505376,65.77,2,0,0
2668,0.021505376,97.76,1,1,0
2667,0.05376344,63.19,5,0,0
2668,0.032258064,91.07,3,0,0
1319,0.118279569,129.61,11,0,0
2494,0.075268817,169.52,7,0,0
2668,0.010752688,34.35,1,1,0
1303,0.333333333,531.04,27,0,3
694,0.032258064,50.34,3,0,1
2668,0.021505376,42.56,2,0,0
2530,0.05376344,69.29,5,0,0
1227,0.387096774,546.95,32,0,3
2668,0.021505376,93.09,2,0,0
628,0.17204301,213.8,16,0,1
2668,0.05376344,67.7,5,0,0
2668,0.043010752,157.85,4,0,0
2668,0.05376344,38.24,5,0,0
2668,0.010752688,2.46,1,1,0
2668,0.010752688,14.17,1,1,0
2668,0.021505376,31.2,2,0,0
638,0.032258064,97.73,3,0,1
1498,0.387096774,589.81,36,0,3
2656,0.086021505,112.31,7,0,0
2668,0.05376344,116.55,5,0,0
101,0.440860215,372.46,37,0,3
2656,0.032258064,52.4,3,0,0
723,0.279569892,134.98,16,0,1
2501,0.064516129,97.35,6,0,0
2668,0.010752688,24.95,1,1,0
2666,0.075268817,121.8,7,0,0
23,0.344086021,356.28,19,0,3
703,0.225806451,379.07,18,0,1
2659,0.075268817,115.09,7,0,0
2668,0.010752688,37.48,1,1,0
1498,0.376344086,279.66,32,0,3
284,0.258064516,491.33,20,0,3
1195,0.279569892,349.93,22,0,3
2667,0.032258064,98.11,3,0,0
658,0.139784946,64.69,13,0,1
2667,0.010752688,38.29,1,1,0
146,0.129032258,336.84,7,0,1
2667,0.032258064,32.78,3,0,0
360,0.064516129,154.66,4,0,1
2396,0.096774193,131.81,7,0,0
2667,0.010752688,424.29,1,1,0
2667,0.064516129,47.8,5,0,0
2667,0.032258064,67.77,3,0,0
2667,0.010752688,24.97,1,1,0
2667,0.032258064,31.7,3,0,0
2667,0.010752688,21.58,1,1,0
2667,0.021505376,49.83,2,0,0
2667,0.021505376,73.64,2,0,0
1545,0.086021505,189.77,8,0,0
1057,0.05376344,89.6,4,0,1
2667,0.032258064,52.93,3,0,0
2667,0.010752688,347.08,1,1,0
2667,0.010752688,11.97,1,1,0
2666,0.010752688,112.42,1,1,0
2667,0.010752688,37.4,1,1,0
330,1.956989247,1728.07,143,0,2
2641,0.075268817,167.26,4,0,0
2667,0.010752688,33.22,1,1,0
2667,0.032258064,67.08,3,0,0
2667,0.021505376,42.0,2,0,0
2072,0.268817204,387.07,17,0,0
2667,0.021505376,56.75,2,0,0
2667,0.043010752,63.77,4,0,0
1316,0.129032258,100.46,11,0,0
418,0.086021505,86.61,5,0,1
2666,0.064516129,94.47,5,0,0
339,0.827956989,691.35,72,0,3
2334,0.075268817,182.54,5,0,0
2144,0.107526881,125.66,9,0,0
2665,0.010752688,60.17,1,1,0
1288,0.129032258,195.24,10,0,0
1958,0.182795698,332.21,15,0,0
2666,0.010752688,32.23,1,1,0
1556,0.118279569,337.92,9,0,0
1259,0.107526881,160.82,9,0,0
1647,0.161290322,190.89,15,0,0
2666,0.010752688,14.09,1,1,0
1255,0.021505376,15.25,2,0,0
267,0.075268817,147.09,6,0,1
2666,0.010752688,95.63,1,1,0
2666,0.010752688,15.52,1,1,0
434,0.150537634,293.28,12,0,1
1953,0.075268817,57.97,7,0,0
2666,0.021505376,13.92,2,0,0
276,0.139784946,334.64,8,0,1
1045,0.086021505,155.2,8,0,1
2666,0.032258064,75.77,3,0,0
335,0.161290322,215.47,14,0,1
361,0.17204301,374.12,15,0,1
2666,0.010752688,32.51,1,1,0
2666,0.010752688,9.96,1,1,0
2666,0.032258064,328.88,3,0,0
1955,0.268817204,444.95,21,0,3
95,0.204301075,364.84,18,0,1
2665,0.010752688,24.95,1,1,0
908,0.129032258,148.68,12,0,1
1510,0.064516129,68.56,6,0,0
2660,0.064516129,65.89,4,0,0
2662,0.043010752,85.73,4,0,0
2665,0.010752688,87.42,1,1,0
1939,0.107526881,92.83,10,0,0
2659,0.05376344,13.57,5,0,0
2654,0.032258064,54.21,3,0,0
2665,0.021505376,21.18,2,0,0
2038,0.075268817,142.63,6,0,0
180,0.129032258,386.45,10,0,1
2479,0.354838709,208.86,24,0,0
2665,0.010752688,13.46,1,1,0
282,0.043010752,70.18,4,0,1
2665,0.010752688,14.13,1,1,0
2665,0.010752688,63.71,1,1,0
2665,0.043010752,40.68,3,0,0
2665,0.204301075,170.31,18,0,0
1259,0.05376344,36.52,4,0,0
1135,0.064516129,97.52,5,0,1
2665,0.032258064,147.45,3,0,0
1327,0.569892473,382.94,48,0,3
2665,0.032258064,80.03,3,0,0
2665,0.010752688,63.71,1,1,0
2665,0.010752688,55.0,1,1,0
2549,0.010752688,14.95,1,1,0
1439,0.05376344,39.91,4,0,0
2665,0.010752688,17.64,1,1,0
2336,0.05376344,222.66,5,0,0
2664,0.021505376,64.88,2,0,0
2665,0.021505376,21.55,2,0,0
2665,0.010752688,33.31,1,1,0
2664,0.043010752,72.68,4,0,0
2632,0.021505376,20.93,2,0,0
2664,0.010752688,51.67,1,1,0
2664,0.010752688,53.12,1,1,0
1485,0.05376344,41.52,5,0,0
2664,0.010752688,9.17,1,1,0
2662,0.021505376,30.92,1,1,0
2664,0.010752688,56.63,1,1,0
2323,0.118279569,217.35,11,0,0
2664,0.05376344,226.74,5,0,0
2664,0.032258064,42.33,3,0,0
274,0.333333333,350.42,31,0,3
2664,0.043010752,25.6,3,0,0
2664,0.032258064,39.92,3,0,0
2390,0.182795698,180.03,11,0,0
2274,0.086021505,126.01,8,0,0
1532,0.021505376,169.55,2,0,0
1708,0.021505376,55.55,1,1,0
2664,0.010752688,44.12,1,1,0
2664,0.010752688,27.91,1,1,0
2543,0.05376344,385.48,4,0,0
2664,0.086021505,60.61,8,0,0
1550,0.043010752,74.29,4,0,0
2564,0.161290322,143.92,15,0,0
566,0.387096774,914.52,30,0,3
2384,0.010752688,63.33,1,1,0
2614,0.021505376,214.9,1,1,0
2664,0.010752688,49.55,1,1,0
2664,0.010752688,24.85,1,1,0
1944,0.258064516,519.32,24,0,3
766,0.064516129,150.52,6,0,1
2288,0.032258064,401.81,3,0,0
68,0.419354838,724.16,32,0,3
2663,0.032258064,42.99,3,0,0
1438,0.118279569,84.57,9,0,0
2663,0.010752688,49.97,1,1,0
2658,0.064516129,100.92,5,0,0
2663,0.010752688,170.42,1,1,0
1847,0.032258064,42.26,3,0,0
1671,0.107526881,89.09,9,0,0
1192,0.333333333,410.11,29,0,3
2041,0.05376344,101.83,5,0,0
374,0.688172043,675.55,60,0,3
2663,0.010752688,28.3,1,1,0
2663,0.021505376,33.89,2,0,0
2663,0.043010752,212.27,4,0,0
2663,0.043010752,55.74,4,0,0
856,0.043010752,214.5,4,0,1
2663,0.043010752,55.62,4,0,0
2663,0.010752688,12.46,1,1,0
2663,0.010752688,60.14,1,1,0
1720,0.064516129,113.22,5,0,0
2663,0.118279569,166.38,11,0,0
2663,0.010752688,14.52,1,1,0
679,0.075268817,34.51,7,0,1
2322,0.05376344,60.9,5,0,0
2633,0.075268817,203.71,6,0,0
2663,0.086021505,67.18,8,0,0
2663,0.010752688,4.14,1,1,0
1370,0.311827956,349.02,23,0,3
2662,0.064516129,70.44,6,0,0
2663,0.021505376,49.93,2,0,0
126,0.870967741,1199.81,62,0,3
2663,0.032258064,27.23,3,0,0
1035,0.043010752,144.29,4,0,1
2663,0.05376344,91.84,5,0,0
2529,0.193548387,240.03,15,0,0
1694,0.268817204,391.61,21,0,3
664,0.258064516,849.42,21,0,3
1548,0.043010752,33.09,4,0,0
2663,0.032258064,85.65,2,0,0
385,0.182795698,321.63,15,0,1
886,0.043010752,110.41,2,0,1
2662,0.010752688,10.59,1,1,0
2662,0.075268817,104.84,7,0,0
2661,0.096774193,49.39,9,0,0
2662,0.010752688,15.44,1,1,0
2647,0.107526881,84.94,7,0,0
2662,0.043010752,22.04,3,0,0
2662,0.010752688,23.29,1,1,0
2662,0.064516129,51.58,6,0,0
1886,0.096774193,68.29,8,0,0
2662,0.032258064,42.31,3,0,0
180,0.032258064,43.68,3,0,1
2662,0.021505376,45.06,2,0,0
225,0.795698924,605.34,60,0,3
2657,0.032258064,56.16,3,0,0
2662,0.021505376,15.55,2,0,0
2564,0.107526881,121.95,10,0,0
2649,0.021505376,62.39,2,0,0
1910,0.064516129,88.72,6,0,0
159,1.064516129,710.06,79,0,3
2647,0.05376344,132.67,5,0,0
2641,0.075268817,103.85,6,0,0
2661,0.010752688,29.12,1,1,0
2661,0.032258064,64.78,3,0,0
2661,0.010752688,41.66,1,1,0
2661,0.010752688,70.08,1,1,0
2661,0.05376344,49.6,1,1,0
1088,0.086021505,155.98,6,0,1
2598,0.139784946,220.47,11,0,0
