recency,frequency,monetary,variety,kmeans_cluster
271,62,286.21,51,3
615,1,19.33,1,0
1828,1,13.67,1,1
1221,4,38.57,4,0
1827,1,14.07,1,1
1828,1,68.3,1,1
1828,1,65.33,1,1
1828,4,16.6,4,1
1015,5,74.8,4,0
1828,1,7.53,1,1
472,17,93.6,15,0
1459,3,103.22,2,1
275,32,259.28,23,3
1828,3,29.33,3,1
501,8,127.62,8,0
617,13,90.14,10,0
1828,1,5.28,1,1
1805,1,36.14,1,1
1637,7,44.35,7,1
1349,13,95.61,11,0
1773,3,35.83,3,1
472,20,72.52,20,0
1828,1,50.3,1,1
441,32,447.66,30,3
823,7,67.62,7,0
1479,1,30.33,1,1
1800,1,6.65,1,1
1724,7,60.08,7,1
292,2,14.86,2,0
362,5,21.6,5,0
1827,10,305.61,10,1
534,13,332.03,11,0
184,7,111.41,6,0
1413,2,87.75,2,1
728,25,190.53,21,0
1827,1,36.25,1,1
973,43,378.58,25,3
1827,1,11.15,1,1
1756,5,39.73,5,1
1194,16,75.9,14,0
1827,20,43.64,13,1
708,9,117.23,9,0
1499,81,588.54,60,3
1827,3,41.84,3,1
967,38,230.85,34,3
1797,1,13.83,1,1
1827,1,18.17,1,1
177,13,121.08,12,0
995,6,71.41,6,0
1193,3,34.76,3,0
823,3,34.89,3,0
1827,1,25.98,1,1
1668,6,48.89,6,1
1827,1,17.17,1,1
871,3,23.5,3,0
1827,2,36.17,2,1
1827,2,20.13,2,1
1827,1,11.08,1,1
1827,1,29.42,1,1
1827,1,77.13,1,1
398,18,242.7,16,0
1261,9,79.4,9,0
1709,1,31.65,1,1
1229,1,22.39,1,0
348,4,29.5,3,0
1633,4,32.38,4,1
1550,3,72.96,3,1
285,31,167.46,31,3
1282,2,100.99,2,0
1530,1,19.03,1,1
1827,1,2.36,1,1
1827,1,14.13,1,1
1827,4,16.11,4,1
1603,1,31.2,1,1
1827,1,19.36,1,1
290,9,267.13,8,0
1827,1,5.94,1,1
1189,1,1.94,1,0
1356,18,89.54,15,0
1827,1,6.29,1,1
1362,3,18.03,3,0
637,1,3.73,1,0
1827,1,17.2,1,1
1827,1,62.67,1,1
1827,2,33.52,2,1
1827,1,6.49,1,1
1369,3,18.71,3,0
1826,6,66.83,6,1
1336,4,15.9,4,0
1814,2,28.9,2,1
1826,1,26.71,1,1
1299,6,36.15,6,0
1145,2,97.72,2,0
1646,2,10.57,2,1
1826,2,23.16,2,1
1783,7,76.3,7,1
718,14,243.31,14,0
1826,1,21.13,1,1
663,3,39.21,3,0
1826,2,33.69,2,1
1408,6,49.09,5,0
1743,8,57.88,7,1
1743,2,46.02,2,1
1742,1,23.78,1,1
227,13,154.69,12,0
1653,3,12.33,3,1
1826,1,8.23,1,1
1756,18,68.16,18,1
1826,1,28.27,1,1
1826,3,17.9,3,1
1826,2,39.79,2,1
910,2,16.12,2,0
1722,13,67.21,13,1
1826,6,37.46,5,1
1826,1,13.12,1,1
1239,3,15.68,3,0
308,9,126.83,5,0
1826,1,17.33,1,1
1826,1,9.63,1,1
1756,3,46.03,3,1
338,107,767.64,53,3
1443,4,29.54,4,1
1660,2,18.82,1,1
1826,1,12.95,1,1
1806,9,45.23,8,1
446,5,42.3,5,0
1451,4,40.53,4,1
1801,16,65.11,13,1
1739,3,45.58,2,1
1050,6,31.79,6,0
1826,3,7.39,3,1
1825,1,13.98,1,1
1809,1,41.17,1,1
1826,1,16.26,1,1
1826,4,40.46,4,1
582,6,51.31,6,0
905,1,5.43,1,0
292,9,102.17,7,0
933,5,37.15,4,0
1826,2,15.8,2,1
508,3,83.88,3,0
617,9,56.26,9,0
459,45,410.22,34,3
1701,2,22.1,2,1
350,10,39.3,10,0
1648,4,22.95,4,1
1546,2,8.34,1,1
1825,4,45.65,4,1
1756,3,58.29,3,1
1825,1,23.98,1,1
1825,1,8.64,1,1
605,6,114.17,6,0
1825,1,25.84,1,1
1825,2,17.53,2,1
1825,3,31.44,3,1
1825,1,16.32,1,1
209,7,43.0,6,0
1825,1,58.54,1,1
1412,5,71.02,4,0
1825,1,33.13,1,1
858,4,67.44,4,0
623,10,41.8,10,0
1825,1,18.96,1,1
1825,3,33.4,3,1
1825,1,9.63,1,1
1285,2,8.89,2,0
1739,13,58.25,9,1
1825,4,25.1,3,1
1825,1,11.08,1,1
1796,2,18.56,1,1
1716,5,65.0,5,1
203,16,217.72,12,0
1652,5,49.88,5,1
1825,2,8.02,2,1
1671,3,20.47,2,1
1682,15,60.79,14,1
1819,5,63.91,5,1
1825,2,12.57,2,1
1824,1,7.83,1,1
1825,1,26.09,1,1
554,1,4.92,1,0
1653,5,30.93,5,1
1593,2,28.68,2,1
1825,1,6.18,1,1
1825,1,22.43,1,1
1825,3,25.55,3,1
1825,1,5.18,1,1
1744,3,17.14,3,1
270,15,162.41,13,0
1588,9,48.9,9,1
1813,1,21.11,1,1
1314,5,35.56,5,0
1824,1,25.19,1,1
1824,4,41.99,2,1
1825,1,4.75,1,1
289,15,88.09,10,0
1725,7,46.52,7,1
1825,2,15.04,2,1
377,23,128.24,21,0
1810,2,15.08,2,1
1386,2,25.28,2,0
1085,32,378.45,30,3
1824,1,33.13,1,1
1824,6,24.55,5,1
1824,1,9.99,1,1
1727,2,21.15,2,1
1723,6,25.95,6,1
1824,1,14.28,1,1
1824,1,36.18,1,1
1507,6,44.93,6,1
1824,2,34.63,2,1
928,8,51.49,7,0
1812,6,118.24,6,1
1821,4,19.88,4,1
767,6,57.72,6,0
1824,2,65.9,2,1
722,15,126.44,15,0
1756,4,39.43,4,1
1824,1,9.49,1,1
1824,1,65.33,1,1
1824,1,9.11,1,1
1824,13,42.78,13,1
1824,3,18.51,3,1
1823,3,22.81,3,1
1824,2,29.34,2,1
1824,1,6.15,1,1
1560,4,46.58,4,1
1594,2,34.41,2,1
1824,1,1.82,1,1
1432,2,13.57,2,1
1824,1,11.92,1,1
1550,5,53.77,5,1
1824,1,17.9,1,1
1804,3,40.82,2,1
1823,2,10.92,2,1
1468,6,17.96,6,1
1824,1,11.15,1,1
1824,3,21.13,3,1
1824,2,23.13,2,1
1824,1,16.26,1,1
1824,2,22.86,2,1
1171,8,86.22,5,0
1824,1,9.01,1,1
1821,3,27.3,3,1
1491,8,28.92,8,1
1823,7,14.92,7,1
1823,1,130.67,1,1
213,17,156.0,11,0
1813,1,11.13,1,1
1823,1,23.75,1,1
1756,3,26.02,3,1
1823,1,16.58,1,1
1823,1,23.78,1,1
398,1,8.63,1,0
1388,2,25.42,1,0
1823,1,20.95,1,1
1487,2,15.23,2,1
1823,1,8.92,1,1
175,3,49.95,3,0
1823,6,56.8,6,1
1806,2,29.31,2,1
1823,1,190.17,1,1
1823,1,16.26,1,1
189,1,9.33,1,0
1808,5,30.0,5,1
950,3,34.23,3,0
1788,2,59.57,2,1
1523,13,128.78,12,1
1316,7,113.0,6,0
1747,7,46.74,4,1
660,8,50.83,8,0
1823,2,34.4,2,1
428,8,99.27,7,0
1821,3,26.36,3,1
1817,3,55.2,3,1
1675,5,46.54,5,1
327,10,214.8,2,0
1196,2,21.9,2,0
1823,1,56.54,1,1
1575,4,42.53,3,1
1016,28,170.74,23,0
1823,3,3.9,3,1
1286,9,43.56,9,0
1823,1,19.34,1,1
1555,3,30.02,3,1
632,36,108.2,31,3
1653,50,328.64,31,3
444,2,27.98,2,0
1229,4,35.98,4,0
1717,5,62.44,5,1
310,2,36.37,2,0
1822,6,86.96,6,1
1565,1,8.41,1,1
1822,1,10.79,1,1
1710,2,7.32,1,1
1822,1,28.27,1,1
1822,2,5.37,2,1
1822,1,25.86,1,1
1392,5,48.54,5,0
1739,1,11.23,1,1
1822,3,80.11,3,1
1822,1,7.68,1,1
1372,3,19.72,3,0
1372,2,37.78,2,0
1789,1,11.65,1,1
1822,1,9.99,1,1
1822,2,16.5,2,1
1822,1,11.15,1,1
1822,1,-7.7,1,1
325,5,154.49,4,0
1822,1,10.6,1,1
193,5,46.54,5,0
1822,1,21.87,1,1
727,3,96.17,2,0
1822,2,37.99,2,1
1822,4,18.14,4,1
1822,2,5.62,2,1
1822,1,15.31,1,1
1822,5,14.45,5,1
287,1,0.5,1,0
1332,6,32.36,6,0
1278,7,43.34,7,0
1453,1,12.49,1,1
1714,2,21.72,2,1
425,13,79.24,11,0
1279,8,107.5,8,0
1822,2,50.38,2,1
1021,4,24.7,4,0
1821,1,5.05,1,1
1067,12,47.52,10,0
1819,3,16.0,3,1
1821,1,23.27,1,1
1813,8,48.66,7,1
1821,1,15.58,1,1
1087,12,102.74,10,0
1126,1,9.67,1,0
195,3,30.28,3,0
1675,1,31.47,1,1
1821,1,17.9,1,1
907,11,29.93,10,0
1820,2,17.23,2,1
1821,2,22.09,2,1
522,6,131.02,6,0
293,7,56.87,6,0
317,7,60.13,7,0
878,1,17.9,1,0
1571,4,18.83,4,1
1025,7,102.12,7,0
1821,3,31.35,3,1
1425,3,18.09,3,1
553,9,98.61,9,0
1819,8,309.39,8,1
1478,1,35.51,1,1
976,19,150.0,19,0
1821,3,45.73,3,1
1748,3,34.3,3,1
1821,1,6.71,1,1
1775,6,46.03,5,1
1821,2,27.96,2,1
1356,10,73.18,10,0
1821,1,33.13,1,1
1815,2,35.02,2,1
1659,4,67.68,3,1
1745,5,19.17,5,1
1568,4,122.02,4,1
932,5,89.69,5,0
1442,11,99.67,11,1
1821,1,7.68,1,1
1821,1,5.98,1,1
1821,6,32.64,4,1
504,35,420.93,32,3
1729,6,49.95,6,1
1552,4,22.87,4,1
1820,1,12.56,1,1
1759,2,30.78,2,1
513,10,128.32,10,0
322,8,149.42,7,0
1820,1,8.72,1,1
1820,1,8.22,1,1
327,17,133.52,14,0
741,12,149.07,12,0
1349,3,79.06,3,0
261,13,155.37,13,0
1820,3,27.78,3,1
748,17,57.77,17,0
1820,1,1.02,1,1
1820,2,10.14,2,1
692,8,38.26,8,0
1820,1,23.13,1,1
1820,1,18.79,1,1
720,1,9.46,1,0
1814,2,39.0,2,1
1820,3,43.58,3,1
1621,3,41.36,2,1
1619,1,65.33,1,1
1507,4,51.44,4,1
1819,6,15.38,6,1
478,1,9.33,1,0
1745,6,20.08,6,1
1648,4,38.12,3,1
1771,2,36.69,1,1
411,2,42.82,2,0
368,2,11.84,2,0
1165,2,27.87,2,0
1820,1,24.34,1,1
1820,1,28.27,1,1
1820,1,28.25,1,1
893,3,24.44,3,0
531,8,50.44,8,0
1819,10,111.0,8,1
1820,1,16.26,1,1
1820,1,27.05,1,1
1657,2,7.65,2,1
570,4,20.45,4,0
1819,1,21.51,1,1
1595,4,35.99,4,1
364,14,108.11,11,0
1467,6,36.38,3,1
1453,6,47.7,6,1
1410,2,10.65,2,0
1801,8,187.69,8,1
1819,1,11.08,1,1
1819,3,13.51,2,1
334,10,246.37,7,0
621,8,85.13,6,0
495,18,151.27,18,0
1724,3,70.05,2,1
1819,1,25.75,1,1
1819,2,26.18,2,1
751,43,345.22,35,3
1819,1,11.17,1,1
1804,4,29.65,4,1
1819,1,12.89,1,1
1819,3,168.82,2,1
439,6,54.87,6,0
1819,1,6.31,1,1
1459,2,14.83,2,1
1819,1,36.14,1,1
1814,2,34.23,2,1
289,1,13.54,1,0
1675,25,156.22,25,1
1506,3,62.96,3,1
1819,1,12.98,1,1
1819,1,34.06,1,1
448,8,63.56,8,0
1226,12,51.51,10,0
1547,4,46.97,3,1
1819,1,10.14,1,1
1819,3,25.59,3,1
1819,2,9.2,1,1
1412,3,36.28,3,0
1783,3,24.63,3,1
974,3,77.64,2,0
408,11,203.99,11,0
1243,2,57.96,2,0
498,33,307.95,23,3
1158,8,137.83,8,0
1509,11,117.68,11,1
1818,3,29.03,3,1
636,22,222.42,22,0
1818,2,42.4,2,1
656,6,39.36,5,0
1440,2,17.53,2,1
1818,1,30.5,1,1
1813,7,30.08,7,1
1774,3,41.18,3,1
1818,1,6.0,1,1
531,12,293.58,8,0
1818,2,38.73,2,1
1818,4,27.08,4,1
1818,2,37.76,2,1
1818,1,11.65,1,1
1818,1,16.2,1,1
1796,2,46.36,2,1
1818,1,28.27,1,1
1720,55,244.29,46,3
447,4,7.75,3,0
1818,1,23.0,1,1
454,18,142.97,16,0
1102,7,40.22,7,0
1818,1,12.47,1,1
1733,3,20.3,3,1
1818,5,86.05,4,1
435,3,29.12,3,0
1066,2,36.96,2,0
1818,1,11.08,1,1
655,11,88.92,9,0
1818,3,19.72,3,1
1790,10,81.63,10,1
1818,1,10.96,1,1
725,15,93.25,13,0
1752,7,67.07,5,1
1817,2,16.1,2,1
1809,2,24.81,2,1
547,43,298.55,38,3
1817,1,4.06,1,1
1756,4,38.61,4,1
1817,2,24.81,2,1
1174,6,23.92,6,0
190,13,77.21,11,0
1817,1,8.82,1,1
1817,2,15.74,2,1
1585,22,231.0,19,1
1601,1,2.33,1,1
1817,3,23.14,3,1
1817,2,26.12,2,1
404,11,71.04,11,0
1479,2,61.71,2,1
494,23,207.78,16,0
1560,1,13.33,1,1
530,8,67.39,8,0
1817,2,21.45,2,1
1817,1,12.82,1,1
1817,2,12.99,2,1
630,5,44.67,5,0
1817,2,30.5,1,1
1817,1,8.72,1,1
1817,1,10.98,1,1
1817,1,23.13,1,1
1817,1,36.75,1,1
1541,2,25.76,2,1
821,11,69.25,10,0
1341,27,286.41,23,3
857,6,94.24,5,0
538,6,79.04,5,0
1626,26,122.1,23,1
1816,1,27.79,1,1
1478,9,27.28,7,1
1816,1,6.97,1,1
1812,8,14.25,8,1
1816,1,62.67,1,1
506,9,63.86,9,0
1607,1,15.89,1,1
1090,9,37.38,6,0
1816,5,64.32,4,1
200,2,45.37,2,0
1816,2,39.07,2,1
1816,5,25.33,5,1
1495,12,32.1,12,1
1557,4,15.51,4,1
1813,2,44.0,1,1
1816,1,12.89,1,1
1628,4,50.41,3,1
641,4,164.91,4,0
1816,1,7.15,1,1
1816,2,9.44,2,1
1816,1,17.31,1,1
768,18,202.7,16,0
972,15,167.53,13,0
1815,1,11.66,1,1
1690,1,40.3,1,1
1816,1,18.78,1,1
1816,3,30.9,3,1
845,6,68.3,5,0
171,33,203.56,31,3
1816,4,19.24,3,1
1816,3,27.3,3,1
765,25,222.63,19,0
1815,1,28.25,1,1
1815,3,26.0,3,1
760,13,100.26,13,0
1708,7,94.34,7,1
1815,1,17.98,1,1
1815,1,34.22,1,1
1815,1,16.15,1,1
1815,3,30.0,3,1
1738,1,141.83,1,1
1518,11,100.4,11,1
683,4,55.77,4,0
1815,4,39.51,4,1
341,10,97.01,9,0
1815,1,76.71,1,1
1322,2,74.75,2,0
1815,1,15.83,1,1
1815,1,11.65,1,1
1813,1,12.89,1,1
1815,2,47.75,2,1
1815,2,10.38,2,1
300,7,72.7,7,0
1815,1,8.33,1,1
1815,2,20.36,2,1
1815,2,38.51,2,1
498,9,116.86,9,0
217,57,476.22,49,3
1599,2,9.23,2,1
1347,6,33.48,5,0
1815,1,8.17,1,1
1815,1,34.22,1,1
1815,3,46.29,3,1
1629,22,415.13,14,1
1814,2,35.41,2,1
1814,1,26.64,1,1
1814,7,175.5,7,1
1814,3,32.76,3,1
1789,2,7.58,2,1
1814,1,33.13,1,1
1814,1,19.5,1,1
1814,3,18.75,3,1
1814,3,52.91,3,1
300,2,21.02,1,0
1814,1,26.71,1,1
1556,9,22.37,9,1
1814,7,65.47,7,1
984,6,53.37,6,0
993,3,200.78,3,0
1814,1,11.65,1,1
221,6,29.92,5,0
1814,2,11.51,2,1
864,5,73.3,3,0
1814,2,8.01,2,1
662,3,15.95,3,0
1319,1,21.04,1,0
818,7,186.52,7,0
1814,1,10.7,1,1
1814,1,5.72,1,1
1814,3,56.72,3,1
738,19,142.73,17,0
1814,1,22.0,1,1
1248,18,186.02,17,0
1814,2,20.37,2,1
1814,1,12.43,1,1
1814,1,76.71,1,1
1814,1,8.1,1,1
1357,3,28.09,3,0
1814,1,17.45,1,1
1814,5,35.71,5,1
1631,15,186.64,15,1
1814,3,19.7,3,1
1814,2,8.76,1,1
941,5,45.98,4,0
1197,21,110.27,18,0
318,12,107.86,12,0
1814,3,25.47,3,1
596,16,101.35,14,0
171,37,338.43,29,3
1518,3,175.86,2,1
1677,5,78.48,3,1
1813,1,4.01,1,1
1681,9,61.87,8,1
1755,4,71.13,4,1
984,8,46.83,8,0
1813,1,4.05,1,1
896,12,71.83,12,0
169,7,64.91,7,0
1708,16,48.03,16,1
1813,1,13.01,1,1
1722,4,27.99,4,1
1071,8,149.23,7,0
1684,7,67.02,6,1
299,43,300.01,37,3
1813,1,36.66,1,1
1813,1,17.0,1,1
1813,2,20.36,2,1
1813,1,16.15,1,1
1642,2,159.63,2,1
1793,5,38.79,5,1
1813,1,18.56,1,1
1813,1,14.28,1,1
1029,8,85.32,8,0
1813,1,23.98,1,1
1813,2,67.31,2,1
1813,1,16.15,1,1
1813,1,33.13,1,1
1813,1,25.98,1,1
1813,1,16.36,1,1
1813,1,8.73,1,1
1239,5,77.43,5,0
1813,1,19.18,1,1
1677,8,79.57,8,1
1813,1,65.33,1,1
506,2,32.06,2,0
1812,1,9.63,1,1
1808,2,22.79,2,1
1812,3,21.81,3,1
1807,1,25.4,1,1
1812,1,26.31,1,1
529,11,96.78,8,0
1812,1,17.9,1,1
1812,1,15.53,1,1
1812,1,31.58,1,1
1812,1,126.62,1,1
1812,2,46.43,2,1
218,21,177.83,19,0
1812,1,27.8,1,1
1472,2,82.16,1,1
1806,5,23.11,5,1
245,3,31.74,3,0
418,4,52.13,3,0
1812,7,74.34,7,1
567,4,25.26,4,0
829,11,68.08,10,0
1812,1,33.13,1,1
1812,1,26.62,1,1
1812,2,16.26,1,1
1529,7,41.37,6,1
1208,7,86.61,5,0
1812,3,26.02,3,1
1743,1,8.69,1,1
1762,2,62.11,2,1
1812,1,30.5,1,1
1812,1,11.08,1,1
1545,15,28.48,10,1
559,10,95.44,10,0
1812,1,23.64,1,1
862,3,45.24,3,0
1811,2,27.2,2,1
1812,2,44.63,2,1
618,2,45.49,2,0
1532,14,119.88,14,1
1812,4,24.11,4,1
1812,2,17.59,2,1
1738,4,40.44,4,1
1812,3,31.86,3,1
1809,3,12.51,1,1
899,19,119.03,17,0
1812,5,78.11,4,1
1812,3,45.83,3,1
1812,4,27.13,2,1
1812,4,39.24,4,1
1812,1,9.62,1,1
860,11,114.54,10,0
1812,1,23.81,1,1
1812,2,151.33,2,1
1812,1,23.28,1,1
1812,1,16.15,1,1
1283,10,90.63,8,0
1662,2,42.97,2,1
1811,1,15.04,1,1
926,8,145.99,8,0
1253,2,40.2,2,0
1811,3,7.02,3,1
673,4,60.31,4,0
1751,5,52.52,3,1
1615,6,73.75,6,1
1811,1,9.63,1,1
1811,1,26.88,1,1
727,2,4.58,2,0
1811,1,18.52,1,1
1811,1,5.16,1,1
1811,1,17.79,1,1
1811,2,33.86,2,1
1811,1,11.09,1,1
211,7,47.59,7,0
1765,1,11.73,1,1
552,34,318.73,29,3
1811,2,40.33,2,1
1811,5,40.44,5,1
1674,6,137.14,5,1
1746,4,26.67,4,1
1651,3,35.99,3,1
1811,2,15.65,2,1
1788,2,149.62,1,1
1794,4,47.03,3,1
1811,1,66.25,1,1
1359,5,27.07,5,0
1809,2,12.45,2,1
1811,2,36.18,2,1
1059,3,19.75,3,0
931,10,67.43,9,0
1177,5,27.83,5,0
1552,11,60.39,6,1
1810,2,28.0,2,1
1810,1,14.28,1,1
1633,2,46.03,2,1
372,14,91.84,14,0
1810,2,20.18,2,1
1810,1,15.92,1,1
1204,2,78.59,2,0
1810,2,14.14,2,1
1407,2,25.79,1,0
1350,3,27.62,3,0
1004,2,49.12,2,0
1662,19,235.49,12,1
1809,2,25.17,2,1
1810,1,7.68,1,1
1810,4,29.14,4,1
1002,7,215.38,6,0
1810,3,32.68,3,1
1810,1,2.18,1,1
1591,20,92.68,19,1
1810,1,8.98,1,1
1789,1,9.79,1,1
1478,4,13.05,3,1
1071,5,67.55,5,0
1810,1,28.27,1,1
1782,4,14.37,4,1
1378,18,67.41,17,0
1103,17,124.0,14,0
1810,2,32.99,2,1
1809,5,51.59,5,1
1809,2,30.29,2,1
1809,1,13.92,1,1
1809,1,37.33,1,1
1582,17,94.06,14,1
1809,1,24.99,1,1
1809,1,142.92,1,1
1780,2,26.45,2,1
1809,1,10.79,1,1
1594,9,55.16,7,1
352,15,158.45,14,0
1796,4,33.92,3,1
1809,1,6.7,1,1
1650,9,222.74,9,1
1658,2,39.13,2,1
1551,4,50.32,4,1
1809,2,5.13,2,1
506,6,86.22,5,0
568,4,66.56,4,0
1809,1,51.17,1,1
1809,1,41.75,1,1
1610,10,327.52,9,1
1805,10,39.89,10,1
1809,2,17.28,2,1
561,2,31.86,2,0
1809,1,3.49,1,1
711,5,69.67,5,0
1809,3,61.57,3,1
913,5,52.7,5,0
1806,2,27.75,2,1
1607,9,40.85,9,1
1809,1,2.3,1,1
1809,7,25.95,5,1
857,21,311.24,20,0
267,13,116.37,12,0
1472,2,22.21,2,1
1809,1,3.39,1,1
1809,1,27.93,1,1
1809,1,13.21,1,1
1809,1,16.04,1,1
1809,1,13.63,1,1
1808,15,80.49,10,1
1228,2,35.09,2,0
1808,1,141.35,1,1
1808,1,19.15,1,1
1633,26,188.5,26,1
1714,9,26.54,9,1
1722,3,30.52,3,1
1808,4,19.62,4,1
756,3,291.67,3,0
1240,10,67.41,10,0
1808,3,51.36,2,1
1808,1,12.04,1,1
1689,6,49.34,6,1
1176,3,16.93,3,0
1218,2,23.82,2,0
1808,4,27.61,4,1
1808,3,18.54,3,1
1106,9,30.15,9,0
875,39,200.7,36,3
1807,5,29.03,5,1
1761,5,52.59,5,1
1494,3,32.92,3,1
1808,2,16.51,2,1
1808,1,36.14,1,1
1290,19,58.7,17,0
1808,4,38.25,3,1
1808,2,32.04,2,1
1602,2,14.66,2,1
196,21,166.13,21,0
1808,1,10.96,1,1
1808,2,10.56,2,1
1808,6,11.8,5,1
1032,7,79.98,7,0
1808,2,26.15,2,1
1430,4,18.34,4,1
1553,4,52.25,4,1
1808,5,24.45,5,1
379,18,129.1,18,0
1808,2,30.21,2,1
1808,2,30.14,2,1
512,10,37.34,7,0
1808,1,9.62,1,1
1464,3,80.25,2,1
1465,6,52.52,6,1
635,19,93.56,6,0
1807,1,38.68,1,1
1807,1,3.12,1,1
1807,1,26.4,1,1
1786,1,23.28,1,1
1807,2,12.52,2,1
1472,2,28.99,2,1
1807,2,14.45,2,1
792,5,90.67,5,0
1807,1,22.11,1,1
1002,10,55.69,10,0
176,21,320.39,19,0
1807,1,34.06,1,1
191,5,22.74,5,0
1807,7,36.28,6,1
1807,10,114.55,9,1
940,5,140.6,4,0
1746,6,27.21,6,1
1640,3,86.63,3,1
1274,45,122.41,43,3
1807,1,23.78,1,1
960,2,35.85,2,0
1807,3,66.89,3,1
1369,6,54.78,6,0
1807,1,15.96,1,1
1807,2,28.3,2,1
1807,9,92.38,9,1
1807,4,22.14,4,1
917,2,33.74,2,0
348,20,107.51,18,0
1409,2,38.26,1,0
1666,7,45.67,7,1
1807,1,8.41,1,1
1168,28,288.52,26,3
1807,2,49.28,2,1
1807,1,30.09,1,1
866,3,36.3,3,0
1806,2,33.3,2,1
1807,2,2.54,1,1
1471,11,28.16,11,1
1807,1,1.58,1,1
212,3,25.36,3,0
1807,1,26.31,1,1
1807,1,8.41,1,1
1807,2,22.86,2,1
1807,2,13.32,2,1
1181,16,179.88,13,0
1366,3,34.25,3,0
1807,1,4.07,1,1
673,32,194.3,32,3
645,13,78.39,12,0
687,10,70.44,10,0
446,13,98.17,12,0
1807,1,25.19,1,1
1777,5,92.68,4,1
1807,2,19.97,2,1
1807,1,23.75,1,1
444,6,89.76,6,0
1807,2,38.72,2,1
562,6,59.13,6,0
1685,24,123.71,22,1
1806,3,36.36,3,1
1799,4,20.38,4,1
1604,2,32.98,2,1
1328,6,96.12,5,0
1806,1,30.5,1,1
1327,11,194.46,6,0
1806,1,4.73,1,1
1560,12,101.0,10,1
1806,1,33.13,1,1
1806,1,5.36,1,1
1758,6,20.86,6,1
1328,6,51.78,6,0
1435,4,51.89,4,1
1806,4,3.88,4,1
963,4,85.89,3,0
877,2,94.99,2,0
1555,5,30.89,5,1
851,4,51.74,3,0
1806,1,64.92,1,1
1806,2,34.5,2,1
1806,3,34.8,3,1
1806,5,37.9,5,1
1805,2,17.09,2,1
1806,5,16.07,5,1
377,34,360.89,31,3
175,12,113.36,10,0
1626,18,95.97,18,1
1795,2,16.04,2,1
1690,2,60.82,2,1
1734,18,40.44,18,1
1806,4,40.0,4,1
1806,3,21.18,3,1
1806,5,31.2,5,1
1806,1,18.08,1,1
1803,3,13.39,3,1
1346,3,12.97,3,0
1806,1,8.41,1,1
1806,6,49.43,6,1
1806,1,33.13,1,1
1806,2,11.07,2,1
1806,2,25.13,2,1
1804,9,137.92,7,1
506,3,42.16,2,0
1107,6,106.39,6,0
1805,1,35.51,1,1
1805,1,82.18,1,1
1805,1,27.93,1,1
1458,58,447.19,42,3
1805,1,9.49,1,1
1805,1,7.91,1,1
1766,7,71.98,6,1
1492,13,89.58,11,1
210,48,407.89,40,3
953,4,55.78,3,0
1777,3,28.9,2,1
1805,1,11.28,1,1
1394,4,57.97,4,0
694,9,70.15,9,0
1805,2,18.14,2,1
315,4,57.31,4,0
1805,1,16.15,1,1
1805,1,8.23,1,1
1805,1,14.98,1,1
1717,7,43.67,7,1
1805,3,29.29,3,1
1429,2,20.48,1,1
1805,2,24.48,1,1
1805,1,9.62,1,1
1805,1,17.31,1,1
912,9,102.28,8,0
1805,2,5.9,1,1
1805,2,29.73,2,1
1805,2,18.18,2,1
1805,1,1.86,1,1
1483,9,44.72,9,1
436,2,53.74,2,0
1687,7,35.28,7,1
1290,2,24.49,2,0
1805,5,44.02,5,1
1805,4,23.49,4,1
1805,1,8.67,1,1
1805,1,190.17,1,1
1805,1,11.85,1,1
1102,2,40.61,2,0
1804,4,10.92,3,1
750,8,104.26,5,0
1448,6,43.19,6,1
1804,2,41.32,2,1
515,37,264.75,21,3
1804,2,15.81,2,1
1804,1,57.97,1,1
224,20,136.1,19,0
1804,1,10.07,1,1
1804,2,85.13,1,1
1774,2,37.8,2,1
1756,4,95.92,2,1
1443,3,32.01,3,1
1804,1,10.91,1,1
1804,1,25.51,1,1
1804,3,25.25,3,1
1804,1,26.64,1,1
1804,1,11.65,1,1
1335,7,65.93,6,0
1549,2,8.39,2,1
1804,1,13.73,1,1
1786,2,38.78,1,1
1804,1,7.53,1,1
1289,4,34.3,4,0
1593,2,24.43,2,1
1804,1,8.92,1,1
1804,1,4.42,1,1
1804,7,35.24,7,1
871,11,81.99,11,0
1804,1,7.53,1,1
1053,16,100.11,16,0
1804,2,46.33,2,1
1804,2,12.12,2,1
1804,3,32.2,3,1
1804,2,8.12,2,1
1560,1,6.73,1,1
1804,1,82.5,1,1
875,14,149.15,8,0
1803,1,11.92,1,1
1803,1,29.98,1,1
1803,4,12.1,2,1
1803,3,33.16,3,1
1803,2,7.29,2,1
1803,1,6.29,1,1
1710,4,14.37,4,1
1803,1,30.5,1,1
1803,3,19.32,3,1
568,3,43.51,3,0
631,1,1.88,1,0
1803,1,11.85,1,1
1803,3,45.78,3,1
1803,5,24.71,5,1
1803,2,20.2,2,1
1803,1,38.47,1,1
1507,11,99.7,11,1
1582,6,76.18,6,1
1803,1,25.19,1,1
1803,1,16.69,1,1
1803,2,24.47,2,1
1803,1,12.95,1,1
1803,1,26.85,1,1
288,27,287.99,24,3
1801,1,6.85,1,1
1778,2,47.08,1,1
1551,7,145.87,6,1
1803,1,33.13,1,1
1800,8,79.76,8,1
1803,2,19.11,2,1
1301,3,19.9,3,0
646,107,660.13,60,3
1467,2,11.17,2,1
1019,7,127.14,7,0
1112,15,105.46,14,0
